subid,tr.num,condition,target_image,dot,gender,age,notes,order,experiment,keep_runsheet,reason_excluded,response,response_onset_type,rt,shift_type,shift_accuracy,shift_accuracy_clean,shift_start_location,keep_et,resp_onset_type_fact
11_02_08,3,text-no-audio,banana,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.833,C_D,incorrect,incorrect,center,include,center.fixation
11_02_08,3,text-no-audio,banana,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.3230000000000004,C_D,incorrect,incorrect,center,include,noun
11_02_08,3,text-no-audio,banana,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.333,C_D,incorrect,incorrect,center,include,sentence
11_02_08,4,text-no-audio,juice,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.733,C_T,correct,correct,center,include,center.fixation
11_02_08,4,text-no-audio,juice,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.4630000000000001,C_T,correct,correct,center,include,noun
11_02_08,4,text-no-audio,juice,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.563,C_T,correct,correct,center,include,sentence
11_02_08,5,text-no-audio,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,0.5329999999999999,C_D,incorrect,incorrect,center,include,center.fixation
11_02_08,5,text-no-audio,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.43000000000000016,C_T,correct,correct,center,include,noun
11_02_08,5,text-no-audio,shoe,11/2/16,f,18-21,great,2,text,include,NA,distracter,sentence,0.403,D_C,incorrect,incorrect,not_center,include,sentence
11_02_08,6,text-no-audio,juice,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.8,C_T,correct,correct,center,include,center.fixation
11_02_08,6,text-no-audio,juice,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.5299999999999998,C_T,correct,correct,center,include,noun
11_02_08,6,text-no-audio,juice,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.63,C_T,correct,correct,center,include,sentence
11_02_08,7,text-no-audio,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,0.06699999999999995,C_T,correct,correct,center,include,center.fixation
11_02_08,7,text-no-audio,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.48699999999999966,C_T,correct,correct,center,include,noun
11_02_08,7,text-no-audio,cookie,11/2/16,f,18-21,great,2,text,include,NA,target,sentence,0.19700000000000006,T_C,incorrect,incorrect,not_center,include,sentence
11_02_08,8,text-no-audio,banana,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,0.10000000000000009,C_T,correct,correct,center,include,center.fixation
11_02_08,8,text-no-audio,banana,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.29000000000000004,C_T,correct,correct,center,include,noun
11_02_08,8,text-no-audio,banana,11/2/16,f,18-21,great,2,text,include,NA,distracter,sentence,0.06699999999999995,D_C,incorrect,incorrect,not_center,include,sentence
11_02_08,9,text-no-audio,juice,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.633,C_T,correct,correct,center,include,center.fixation
11_02_08,9,text-no-audio,juice,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.363,C_T,correct,correct,center,include,noun
11_02_08,9,text-no-audio,juice,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.463,C_T,correct,correct,center,include,sentence
11_02_08,10,text-no-audio,book,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.6,C_T,correct,correct,center,include,center.fixation
11_02_08,10,text-no-audio,book,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.5100000000000002,C_T,correct,correct,center,include,noun
11_02_08,10,text-no-audio,book,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.47,C_T,correct,correct,center,include,sentence
11_02_08,11,text-no-audio,banana,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.9,C_T,correct,correct,center,include,center.fixation
11_02_08,11,text-no-audio,banana,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.3900000000000001,C_T,correct,correct,center,include,noun
11_02_08,11,text-no-audio,banana,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.4,C_T,correct,correct,center,include,sentence
11_02_08,12,text-no-audio,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.6,C_T,correct,correct,center,include,center.fixation
11_02_08,12,text-no-audio,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.41999999999999993,C_T,correct,correct,center,include,noun
11_02_08,12,text-no-audio,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.33,C_T,correct,correct,center,include,sentence
11_02_08,13,text-no-audio,book,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.533,C_T,correct,correct,center,include,center.fixation
11_02_08,13,text-no-audio,book,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.44300000000000006,C_T,correct,correct,center,include,noun
11_02_08,13,text-no-audio,book,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.403,C_T,correct,correct,center,include,sentence
11_02_08,14,text-no-audio,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,1.0670000000000002,C_D,incorrect,incorrect,center,include,center.fixation
11_02_08,14,text-no-audio,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.4630000000000001,C_T,correct,correct,center,include,noun
11_02_08,14,text-no-audio,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,0.5370000000000001,C_D,incorrect,incorrect,center,include,sentence
11_02_08,15,text-no-audio,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.933,C_T,correct,correct,center,include,center.fixation
11_02_08,15,text-no-audio,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.6629999999999998,C_T,correct,correct,center,include,noun
11_02_08,15,text-no-audio,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.4029999999999996,C_T,correct,correct,center,include,sentence
11_02_08,16,text-no-audio,ball,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,3.067,C_T,correct,correct,center,include,center.fixation
11_02_08,16,text-no-audio,ball,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.5270000000000001,C_T,correct,correct,center,include,noun
11_02_08,16,text-no-audio,ball,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.737,C_T,correct,correct,center,include,sentence
11_02_08,17,text-no-audio,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.633,C_T,correct,correct,center,include,center.fixation
11_02_08,17,text-no-audio,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.45299999999999985,C_T,correct,correct,center,include,noun
11_02_08,17,text-no-audio,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.363,C_T,correct,correct,center,include,sentence
11_02_08,18,text-no-audio,juice,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.633,C_T,correct,correct,center,include,center.fixation
11_02_08,18,text-no-audio,juice,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.363,C_T,correct,correct,center,include,noun
11_02_08,18,text-no-audio,juice,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.463,C_T,correct,correct,center,include,sentence
11_02_08,19,text-no-audio,ball,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.933,C_T,correct,correct,center,include,center.fixation
11_02_08,19,text-no-audio,ball,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.3929999999999998,C_T,correct,correct,center,include,noun
11_02_08,19,text-no-audio,ball,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.6029999999999998,C_T,correct,correct,center,include,sentence
11_02_08,20,text-no-audio,banana,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.867,C_T,correct,correct,center,include,center.fixation
11_02_08,20,text-no-audio,banana,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.3570000000000002,C_T,correct,correct,center,include,noun
11_02_08,20,text-no-audio,banana,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.367,C_T,correct,correct,center,include,sentence
11_02_08,21,text-no-audio,book,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.567,C_T,correct,correct,center,include,center.fixation
11_02_08,21,text-no-audio,book,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.4770000000000003,C_T,correct,correct,center,include,noun
11_02_08,21,text-no-audio,book,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.4370000000000003,C_T,correct,correct,center,include,sentence
11_02_08,22,text-no-audio,ball,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,3.167,C_T,correct,correct,center,include,center.fixation
11_02_08,22,text-no-audio,ball,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.6269999999999998,C_T,correct,correct,center,include,noun
11_02_08,22,text-no-audio,ball,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.8369999999999997,C_T,correct,correct,center,include,sentence
11_02_08,23,text-no-audio,ball,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.933,C_T,correct,correct,center,include,center.fixation
11_02_08,23,text-no-audio,ball,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.3929999999999998,C_T,correct,correct,center,include,noun
11_02_08,23,text-no-audio,ball,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.6029999999999998,C_T,correct,correct,center,include,sentence
11_02_08,24,text-no-audio,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.533,C_T,correct,correct,center,include,center.fixation
11_02_08,24,text-no-audio,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.35299999999999976,C_T,correct,correct,center,include,noun
11_02_08,24,text-no-audio,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.263,C_T,correct,correct,center,include,sentence
11_02_08,25,bullseye,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.033,C_T,correct,correct,center,include,center.fixation
11_02_08,25,bullseye,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.8299999999999996,C_T,correct,correct,center,include,noun
11_02_08,25,bullseye,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,1.503,C_T,correct,correct,center,include,sentence
11_02_08,26,bullseye,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,1,C_T,correct,correct,center,include,center.fixation
11_02_08,26,bullseye,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.3969999999999998,C_T,correct,correct,center,include,noun
11_02_08,26,bullseye,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,0.47,C_T,correct,correct,center,include,sentence
11_02_08,27,bullseye,juice,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,1.267,C_T,correct,correct,center,include,center.fixation
11_02_08,27,bullseye,juice,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.4969999999999999,C_T,correct,correct,center,include,noun
11_02_08,27,bullseye,juice,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,1.097,C_T,correct,correct,center,include,sentence
11_02_08,28,bullseye,banana,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,0.16700000000000004,C_D,incorrect,incorrect,center,include,center.fixation
11_02_08,28,bullseye,banana,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.42300000000000004,C_T,correct,correct,center,include,noun
11_02_08,28,bullseye,banana,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.433,C_T,correct,correct,center,include,sentence
11_02_08,29,bullseye,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,0.933,C_D,incorrect,incorrect,center,include,center.fixation
11_02_08,29,bullseye,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.52,C_T,correct,correct,center,include,noun
11_02_08,29,bullseye,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,0.663,C_D,incorrect,incorrect,center,include,sentence
11_02_08,30,bullseye,juice,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.767,C_T,correct,correct,center,include,center.fixation
11_02_08,30,bullseye,juice,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.4969999999999999,C_T,correct,correct,center,include,noun
11_02_08,30,bullseye,juice,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.597,C_T,correct,correct,center,include,sentence
11_02_08,31,bullseye,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.5,C_T,correct,correct,center,include,center.fixation
11_02_08,31,bullseye,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.31999999999999984,C_T,correct,correct,center,include,noun
11_02_08,31,bullseye,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.23,C_T,correct,correct,center,include,sentence
11_02_08,32,bullseye,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.867,C_T,correct,correct,center,include,center.fixation
11_02_08,32,bullseye,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.597,C_T,correct,correct,center,include,noun
11_02_08,32,bullseye,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.3369999999999997,C_T,correct,correct,center,include,sentence
11_02_08,33,bullseye,book,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.433,C_T,correct,correct,center,include,center.fixation
11_02_08,33,bullseye,book,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.34299999999999997,C_T,correct,correct,center,include,noun
11_02_08,33,bullseye,book,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.303,C_T,correct,correct,center,include,sentence
11_02_08,34,bullseye,banana,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.733,C_T,correct,correct,center,include,center.fixation
11_02_08,34,bullseye,banana,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.2230000000000003,C_T,correct,correct,center,include,noun
11_02_08,34,bullseye,banana,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.233,C_T,correct,correct,center,include,sentence
11_02_08,35,bullseye,banana,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,0.933,C_T,correct,correct,center,include,center.fixation
11_02_08,35,bullseye,banana,11/2/16,f,18-21,great,2,text,include,NA,distracter,noun,0.3900000000000001,D_T,incorrect,correct,not_center,include,noun
11_02_08,35,bullseye,banana,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,0.43300000000000005,C_T,correct,correct,center,include,sentence
11_02_08,36,bullseye,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.767,C_T,correct,correct,center,include,center.fixation
11_02_08,36,bullseye,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.4969999999999999,C_T,correct,correct,center,include,noun
11_02_08,36,bullseye,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.237,C_T,correct,correct,center,include,sentence
11_02_08,37,bullseye,banana,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.933,C_T,correct,correct,center,include,center.fixation
11_02_08,37,bullseye,banana,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.42300000000000004,C_T,correct,correct,center,include,noun
11_02_08,37,bullseye,banana,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.433,C_T,correct,correct,center,include,sentence
11_02_08,38,bullseye,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.733,C_T,correct,correct,center,include,center.fixation
11_02_08,38,bullseye,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.5529999999999999,C_T,correct,correct,center,include,noun
11_02_08,38,bullseye,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.463,C_T,correct,correct,center,include,sentence
11_02_08,39,bullseye,ball,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,3.067,C_T,correct,correct,center,include,center.fixation
11_02_08,39,bullseye,ball,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.5270000000000001,C_T,correct,correct,center,include,noun
11_02_08,39,bullseye,ball,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.737,C_T,correct,correct,center,include,sentence
11_02_08,40,bullseye,book,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.767,C_T,correct,correct,center,include,center.fixation
11_02_08,40,bullseye,book,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.677,C_T,correct,correct,center,include,noun
11_02_08,40,bullseye,book,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.637,C_T,correct,correct,center,include,sentence
11_02_08,41,bullseye,juice,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.7,C_T,correct,correct,center,include,center.fixation
11_02_08,41,bullseye,juice,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.43000000000000016,C_T,correct,correct,center,include,noun
11_02_08,41,bullseye,juice,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.5300000000000002,C_T,correct,correct,center,include,sentence
11_02_08,42,bullseye,ball,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,3.0999999999999996,C_T,correct,correct,center,include,center.fixation
11_02_08,42,bullseye,ball,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.5599999999999996,C_T,correct,correct,center,include,noun
11_02_08,42,bullseye,ball,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.7699999999999996,C_T,correct,correct,center,include,sentence
11_02_08,43,bullseye,ball,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,3.067,C_T,correct,correct,center,include,center.fixation
11_02_08,43,bullseye,ball,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.5270000000000001,C_T,correct,correct,center,include,noun
11_02_08,43,bullseye,ball,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.737,C_T,correct,correct,center,include,sentence
11_02_08,44,bullseye,juice,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.633,C_T,correct,correct,center,include,center.fixation
11_02_08,44,bullseye,juice,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.363,C_T,correct,correct,center,include,noun
11_02_08,44,bullseye,juice,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.463,C_T,correct,correct,center,include,sentence
11_02_08,45,bullseye,ball,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.933,C_T,correct,correct,center,include,center.fixation
11_02_08,45,bullseye,ball,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.3929999999999998,C_T,correct,correct,center,include,noun
11_02_08,45,bullseye,ball,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.6029999999999998,C_T,correct,correct,center,include,sentence
11_02_08,46,bullseye,book,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.133,C_D,incorrect,incorrect,center,include,center.fixation
11_02_08,46,bullseye,book,11/2/16,f,18-21,great,2,text,include,NA,distracter,noun,0.07699999999999996,D_C,incorrect,incorrect,not_center,include,noun
11_02_08,46,bullseye,book,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.003,C_D,incorrect,incorrect,center,include,sentence
11_02_08,47,bullseye,book,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.633,C_T,correct,correct,center,include,center.fixation
11_02_08,47,bullseye,book,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.5430000000000001,C_T,correct,correct,center,include,noun
11_02_08,47,bullseye,book,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.503,C_T,correct,correct,center,include,sentence
11_02_08,48,bullseye,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.633,C_T,correct,correct,center,include,center.fixation
11_02_08,48,bullseye,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.45299999999999985,C_T,correct,correct,center,include,noun
11_02_08,48,bullseye,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.363,C_T,correct,correct,center,include,sentence
11_02_08,49,text,banana,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.967,C_T,correct,correct,center,include,center.fixation
11_02_08,49,text,banana,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.4570000000000003,C_T,correct,correct,center,include,noun
11_02_08,49,text,banana,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.467,C_T,correct,correct,center,include,sentence
11_02_08,50,text,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.7,C_T,correct,correct,center,include,center.fixation
11_02_08,50,text,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.43000000000000016,C_T,correct,correct,center,include,noun
11_02_08,50,text,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.17,C_T,correct,correct,center,include,sentence
11_02_08,51,text,banana,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.833,C_T,correct,correct,center,include,center.fixation
11_02_08,51,text,banana,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.3230000000000004,C_T,correct,correct,center,include,noun
11_02_08,51,text,banana,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.333,C_T,correct,correct,center,include,sentence
11_02_08,52,text,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.633,C_T,correct,correct,center,include,center.fixation
11_02_08,52,text,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.363,C_T,correct,correct,center,include,noun
11_02_08,52,text,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.1029999999999998,C_T,correct,correct,center,include,sentence
11_02_08,53,text,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.733,C_T,correct,correct,center,include,center.fixation
11_02_08,53,text,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.5529999999999999,C_T,correct,correct,center,include,noun
11_02_08,53,text,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.463,C_T,correct,correct,center,include,sentence
11_02_08,54,text,banana,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.767,C_T,correct,correct,center,include,center.fixation
11_02_08,54,text,banana,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.2570000000000001,C_T,correct,correct,center,include,noun
11_02_08,54,text,banana,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.267,C_T,correct,correct,center,include,sentence
11_02_08,55,text,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.7,C_D,incorrect,incorrect,center,include,center.fixation
11_02_08,55,text,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.52,C_D,incorrect,incorrect,center,include,noun
11_02_08,55,text,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.43,C_D,incorrect,incorrect,center,include,sentence
11_02_08,56,text,ball,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,0.10000000000000009,C_D,incorrect,incorrect,center,include,center.fixation
11_02_08,56,text,ball,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.593,C_T,correct,correct,center,include,noun
11_02_08,56,text,ball,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.803,C_T,correct,correct,center,include,sentence
11_02_08,57,text,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.7,C_T,correct,correct,center,include,center.fixation
11_02_08,57,text,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.43000000000000016,C_T,correct,correct,center,include,noun
11_02_08,57,text,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.17,C_T,correct,correct,center,include,sentence
11_02_08,58,text,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.667,C_T,correct,correct,center,include,center.fixation
11_02_08,58,text,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.48699999999999966,C_T,correct,correct,center,include,noun
11_02_08,58,text,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.397,C_T,correct,correct,center,include,sentence
11_02_08,59,text,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.633,C_T,correct,correct,center,include,center.fixation
11_02_08,59,text,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.45299999999999985,C_T,correct,correct,center,include,noun
11_02_08,59,text,cookie,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.363,C_T,correct,correct,center,include,sentence
11_02_08,60,text,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.733,C_T,correct,correct,center,include,center.fixation
11_02_08,60,text,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.4630000000000001,C_T,correct,correct,center,include,noun
11_02_08,60,text,shoe,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.2030000000000003,C_T,correct,correct,center,include,sentence
11_02_08,61,text,juice,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.8,C_T,correct,correct,center,include,center.fixation
11_02_08,61,text,juice,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.5299999999999998,C_T,correct,correct,center,include,noun
11_02_08,61,text,juice,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.63,C_T,correct,correct,center,include,sentence
11_02_08,62,text,book,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,1.733,C_T,correct,correct,center,include,center.fixation
11_02_08,62,text,book,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.7770000000000001,C_T,correct,correct,center,include,noun
11_02_08,62,text,book,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,1.6030000000000002,C_T,correct,correct,center,include,sentence
11_02_08,63,text,ball,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,3.2329999999999997,C_T,correct,correct,center,include,center.fixation
11_02_08,63,text,ball,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.6929999999999996,C_T,correct,correct,center,include,noun
11_02_08,63,text,ball,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.9029999999999996,C_T,correct,correct,center,include,sentence
11_02_08,64,text,juice,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.633,C_T,correct,correct,center,include,center.fixation
11_02_08,64,text,juice,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.363,C_T,correct,correct,center,include,noun
11_02_08,64,text,juice,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.463,C_T,correct,correct,center,include,sentence
11_02_08,65,text,book,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.633,C_T,correct,correct,center,include,center.fixation
11_02_08,65,text,book,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.5430000000000001,C_T,correct,correct,center,include,noun
11_02_08,65,text,book,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.503,C_T,correct,correct,center,include,sentence
11_02_08,66,text,ball,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.967,C_T,correct,correct,center,include,center.fixation
11_02_08,66,text,ball,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.42700000000000005,C_T,correct,correct,center,include,noun
11_02_08,66,text,ball,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.637,C_T,correct,correct,center,include,sentence
11_02_08,67,text,book,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.633,C_T,correct,correct,center,include,center.fixation
11_02_08,67,text,book,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.5430000000000001,C_T,correct,correct,center,include,noun
11_02_08,67,text,book,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.503,C_T,correct,correct,center,include,sentence
11_02_08,68,text,book,11/2/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.567,C_T,correct,correct,center,include,center.fixation
11_02_08,68,text,book,11/2/16,f,18-21,great,2,text,include,NA,center,noun,0.4770000000000003,C_T,correct,correct,center,include,noun
11_02_08,68,text,book,11/2/16,f,18-21,great,2,text,include,NA,center,sentence,2.4370000000000003,C_T,correct,correct,center,include,sentence
