Sub Num,Months,Sex,Order,Tr Num,PSO Reason
4976,26,F,TRIOFACE7,22,inattentive
4976,26,F,TRIOFACE7,24,parent is talking (interfering)
4976,26,F,TRIOFACE7,25,inattentive
4976,26,F,TRIOFACE7,29,"not looking before sound onset, parent is talking"
4976,26,F,TRIOFACE7,33,"parent is talking (interfering), inattentive"
4976,26,F,TRIOFACE7,34,child is talking (interfering)
5007,26,F,TRIOFACE8,13,inattentive
5007,26,F,TRIOFACE8,14,not looking before sound onset
5007,26,F,TRIOFACE8,15,inattentive
5007,26,F,TRIOFACE8,16,not looking before sound onset
5007,26,F,TRIOFACE8,17,child is talking (interfering)
5007,26,F,TRIOFACE8,22,child is talking (interfering)
5007,26,F,TRIOFACE8,24,not looking before sound onset
5007,26,F,TRIOFACE8,30,inattentive
5007,26,F,TRIOFACE8,32,
5007,26,F,TRIOFACE8,33,not looking before sound onset
5007,26,F,TRIOFACE8,34,inattentive
5112,26,F,TRIOFACE7,7,not looking before sound onset
5112,26,F,TRIOFACE7,12,not looking before sound onset
5112,26,F,TRIOFACE7,15,inattentive
5112,26,F,TRIOFACE7,20,
5112,26,F,TRIOFACE7,21,not looking before sound onset
5112,26,F,TRIOFACE7,24,inattentive
5112,26,F,TRIOFACE7,26,parent is talking (interfering)
5112,26,F,TRIOFACE7,29,inattentive
5112,26,F,TRIOFACE7,30,
5112,26,F,TRIOFACE7,33,
5112,26,F,TRIOFACE7,34,cut off trial
4101,26,F,TRIOFACE2,30,
4236,26,M,TRIOFACE1,2,
4236,26,M,TRIOFACE1,4,
4236,26,M,TRIOFACE1,5,
4236,26,M,TRIOFACE1,8,
4236,26,M,TRIOFACE1,9,
4236,26,M,TRIOFACE1,10,
4236,26,M,TRIOFACE1,14,
4236,26,M,TRIOFACE1,15,
4236,26,M,TRIOFACE1,19,
4236,26,M,TRIOFACE1,20,
4236,26,M,TRIOFACE1,21,
4236,26,M,TRIOFACE1,25,
4358,26,M,TRIOFACE2,10,
4652,26,F,TRIOFACE6,3,
4652,26,F,TRIOFACE6,6,
4652,26,F,TRIOFACE6,21,
4812,26,M,TRIOFACE5,12,
4812,26,M,TRIOFACE5,20,
4812,26,M,TRIOFACE5,22,
4813,26,F,TRIOFACE4,2,
4835,26,F,TRIOFACE4,11,
4835,26,F,TRIOFACE4,28,
4843,26,F,TRIOFACE3,8,
4843,26,F,TRIOFACE3,15,
4843,26,F,TRIOFACE3,16,
4843,26,F,TRIOFACE3,17,
4843,26,F,TRIOFACE3,24,
4843,26,F,TRIOFACE3,26,
4843,26,F,TRIOFACE3,29,
4843,26,F,TRIOFACE3,32,
4871,26,F,TRIOFACE3,8,
4896,26,F,TRIOFACE3,23,
4901,26,F,TRIOFACE3,16,
4901,26,F,TRIOFACE3,23,
4915,26,M,TRIOFACE2,17,
4915,26,M,TRIOFACE2,20,
4915,26,M,TRIOFACE2,30,
4928,26,F,TRIOFACE1,11,
5007,26,F,TRIOFACE8,2,
5007,26,F,TRIOFACE8,3,
5007,26,F,TRIOFACE8,7,
5007,26,F,TRIOFACE8,9,
5007,26,F,TRIOFACE8,12,
5007,26,F,TRIOFACE8,26,
5007,26,F,TRIOFACE8,28,
5112,26,F,TRIOFACE7,2,
5112,26,F,TRIOFACE7,3,
5112,26,F,TRIOFACE7,16,
4056,26,F,TRIOFACE1,2,
4056,26,F,TRIOFACE1,7,
4056,26,F,TRIOFACE1,17,
4056,26,F,TRIOFACE1,30,
4101,26,F,TRIOFACE2,19,
4101,26,F,TRIOFACE2,20,
4101,26,F,TRIOFACE2,23,
4101,26,F,TRIOFACE2,26,
4101,26,F,TRIOFACE2,28,
4101,26,F,TRIOFACE2,32,
4236,26,M,TRIOFACE1,3,
4342,26,M,TRIOFACE5,2,
4342,26,M,TRIOFACE5,4,
4342,26,M,TRIOFACE5,9,
4342,26,M,TRIOFACE5,18,
4358,26,M,TRIOFACE2,8,
4358,26,M,TRIOFACE2,19,
4358,26,M,TRIOFACE2,22,
4358,26,M,TRIOFACE2,25,
4358,26,M,TRIOFACE2,27,
4358,26,M,TRIOFACE2,31,
4358,26,M,TRIOFACE2,32,
4652,26,F,TRIOFACE6,4,
4652,26,F,TRIOFACE6,8,
4812,26,M,TRIOFACE5,26,
4813,26,F,TRIOFACE4,12,
4832,26,M,TRIOFACE1,4,
4832,26,M,TRIOFACE1,7,
4832,26,M,TRIOFACE1,8,
4832,26,M,TRIOFACE1,25,
4832,26,M,TRIOFACE1,26,
4832,26,M,TRIOFACE1,30,
4835,26,F,TRIOFACE4,9,
4835,26,F,TRIOFACE4,14,
4835,26,F,TRIOFACE4,23,
4835,26,F,TRIOFACE4,30,
4843,26,F,TRIOFACE3,2,
4843,26,F,TRIOFACE3,12,
4862,26,M,TRIOFACE2,3,
4862,26,M,TRIOFACE2,9,
4862,26,M,TRIOFACE2,10,
4862,26,M,TRIOFACE2,14,
4862,26,M,TRIOFACE2,20,
4871,26,F,TRIOFACE3,3,
4871,26,F,TRIOFACE3,5,
4871,26,F,TRIOFACE3,7,
4871,26,F,TRIOFACE3,9,
4871,26,F,TRIOFACE3,16,
4871,26,F,TRIOFACE3,25,
4871,26,F,TRIOFACE3,27,
4877,26,F,TRIOFACE6,13,
4877,26,F,TRIOFACE6,21,
4892,26,F,TRIOFACE5,2,
4892,26,F,TRIOFACE5,7,
4892,26,F,TRIOFACE5,8,
4896,26,F,TRIOFACE3,13,
4896,26,F,TRIOFACE3,14,
4896,26,F,TRIOFACE3,22,
4899,25,F,TRIOFACE4,9,
4899,25,F,TRIOFACE4,12,
4899,25,F,TRIOFACE4,13,
4899,25,F,TRIOFACE4,14,
4899,25,F,TRIOFACE4,15,
4899,25,F,TRIOFACE4,21,
4899,25,F,TRIOFACE4,26,
4901,26,F,TRIOFACE3,4,
4901,26,F,TRIOFACE3,12,
4901,26,F,TRIOFACE3,14,
4901,26,F,TRIOFACE3,20,
4915,26,M,TRIOFACE2,2,
4915,26,M,TRIOFACE2,8,
4915,26,M,TRIOFACE2,9,
4915,26,M,TRIOFACE2,11,
4915,26,M,TRIOFACE2,19,
4915,26,M,TRIOFACE2,23,
4915,26,M,TRIOFACE2,24,
4915,26,M,TRIOFACE2,27,
4928,26,F,TRIOFACE1,13,
4928,26,F,TRIOFACE1,22,
4928,26,F,TRIOFACE1,24,
4949,26,M,TRIOFACE6,8,
4949,26,M,TRIOFACE6,17,
4949,26,M,TRIOFACE6,21,
4949,26,M,TRIOFACE6,23,
4949,26,M,TRIOFACE6,26,inattentive
4949,26,M,TRIOFACE6,29,
4976,26,F,TRIOFACE7,4,
4976,26,F,TRIOFACE7,6,
4976,26,F,TRIOFACE7,7,
4976,26,F,TRIOFACE7,23, 
4976,26,F,TRIOFACE7,26,
4976,26,F,TRIOFACE7,32,
5007,26,F,TRIOFACE8,6,
5007,26,F,TRIOFACE8,11,
5007,26,F,TRIOFACE8,18,
5007,26,F,TRIOFACE8,20,
5007,26,F,TRIOFACE8,23,
5112,26,F,TRIOFACE7,5,
5112,26,F,TRIOFACE7,8,
5112,26,F,TRIOFACE7,18,
4056,26,F,TRIOFACE1,3,
4056,26,F,TRIOFACE1,5,
4056,26,F,TRIOFACE1,10,
4056,26,F,TRIOFACE1,11,
4056,26,F,TRIOFACE1,12,
4056,26,F,TRIOFACE1,20,
4056,26,F,TRIOFACE1,32,
4101,26,F,TRIOFACE2,2,
4101,26,F,TRIOFACE2,3,
4101,26,F,TRIOFACE2,10,
4101,26,F,TRIOFACE2,11,
4101,26,F,TRIOFACE2,12,
4101,26,F,TRIOFACE2,13,
4101,26,F,TRIOFACE2,14,
4101,26,F,TRIOFACE2,17,
4101,26,F,TRIOFACE2,21,
4101,26,F,TRIOFACE2,27,
4236,26,M,TRIOFACE1,6,
4236,26,M,TRIOFACE1,11,
4236,26,M,TRIOFACE1,13,
4236,26,M,TRIOFACE1,17,
4342,26,M,TRIOFACE5,8,
4342,26,M,TRIOFACE5,12,
4342,26,M,TRIOFACE5,13,
4342,26,M,TRIOFACE5,16,
4342,26,M,TRIOFACE5,17,
4342,26,M,TRIOFACE5,20,
4342,26,M,TRIOFACE5,22,
4342,26,M,TRIOFACE5,24,
4342,26,M,TRIOFACE5,25, 
4342,26,M,TRIOFACE5,26,
4358,26,M,TRIOFACE2,6,
4358,26,M,TRIOFACE2,7,
4358,26,M,TRIOFACE2,9,
4358,26,M,TRIOFACE2,11,
4358,26,M,TRIOFACE2,13,
4358,26,M,TRIOFACE2,14,
4358,26,M,TRIOFACE2,15,
4358,26,M,TRIOFACE2,16,
4358,26,M,TRIOFACE2,21,
4358,26,M,TRIOFACE2,23,
4358,26,M,TRIOFACE2,28,
4358,26,M,TRIOFACE2,29,
4652,26,F,TRIOFACE6,2,
4652,26,F,TRIOFACE6,12,
4652,26,F,TRIOFACE6,14,
4652,26,F,TRIOFACE6,17,
4652,26,F,TRIOFACE6,18,
4652,26,F,TRIOFACE6,20,
4652,26,F,TRIOFACE6,22,
4812,26,M,TRIOFACE5,2,
4812,26,M,TRIOFACE5,3,
4812,26,M,TRIOFACE5,5,
4812,26,M,TRIOFACE5,6,
4812,26,M,TRIOFACE5,7,
4812,26,M,TRIOFACE5,8,
4812,26,M,TRIOFACE5,9,
4812,26,M,TRIOFACE5,11,
4812,26,M,TRIOFACE5,13,
4812,26,M,TRIOFACE5,14,
4812,26,M,TRIOFACE5,15,
4812,26,M,TRIOFACE5,17,
4812,26,M,TRIOFACE5,18,
4812,26,M,TRIOFACE5,23,
4812,26,M,TRIOFACE5,24,
4812,26,M,TRIOFACE5,25,
4812,26,M,TRIOFACE5,28,
4812,26,M,TRIOFACE5,29,
4813,26,F,TRIOFACE4,5,
4813,26,F,TRIOFACE4,9,
4832,26,M,TRIOFACE1,3,
4832,26,M,TRIOFACE1,5,
4832,26,M,TRIOFACE1,6,
4832,26,M,TRIOFACE1,9,
4832,26,M,TRIOFACE1,11,
4832,26,M,TRIOFACE1,12,
4832,26,M,TRIOFACE1,13,
4832,26,M,TRIOFACE1,15,
4832,26,M,TRIOFACE1,20,
4832,26,M,TRIOFACE1,21,
4832,26,M,TRIOFACE1,22,
4832,26,M,TRIOFACE1,29,
4835,26,F,TRIOFACE4,13,
4835,26,F,TRIOFACE4,29,
4835,26,F,TRIOFACE4,31,
4843,26,F,TRIOFACE3,5,
4843,26,F,TRIOFACE3,6,
4843,26,F,TRIOFACE3,13,
4843,26,F,TRIOFACE3,20,
4843,26,F,TRIOFACE3,30,
4862,26,M,TRIOFACE2,7,
4862,26,M,TRIOFACE2,8,
4862,26,M,TRIOFACE2,11,
4862,26,M,TRIOFACE2,12,
4862,26,M,TRIOFACE2,13,
4871,26,F,TRIOFACE3,2,
4871,26,F,TRIOFACE3,4,
4871,26,F,TRIOFACE3,6,
4871,26,F,TRIOFACE3,10,
4871,26,F,TRIOFACE3,11,
4871,26,F,TRIOFACE3,12,
4871,26,F,TRIOFACE3,13,
4871,26,F,TRIOFACE3,17,
4871,26,F,TRIOFACE3,19,
4871,26,F,TRIOFACE3,20,
4871,26,F,TRIOFACE3,21,
4871,26,F,TRIOFACE3,23,
4871,26,F,TRIOFACE3,24,
4871,26,F,TRIOFACE3,26,
4871,26,F,TRIOFACE3,28,
4871,26,F,TRIOFACE3,32,
4877,26,F,TRIOFACE6,24,
4877,26,F,TRIOFACE6,32,
4892,26,F,TRIOFACE5,3,
4892,26,F,TRIOFACE5,4,
4892,26,F,TRIOFACE5,5,
4892,26,F,TRIOFACE5,9,
4892,26,F,TRIOFACE5,12,
4892,26,F,TRIOFACE5,14,
4892,26,F,TRIOFACE5,15,
4896,26,F,TRIOFACE3,5,
4896,26,F,TRIOFACE3,7,
4896,26,F,TRIOFACE3,9,
4896,26,F,TRIOFACE3,10,
4896,26,F,TRIOFACE3,12,
4896,26,F,TRIOFACE3,19,
4896,26,F,TRIOFACE3,21,
4896,26,F,TRIOFACE3,25,
4899,25,F,TRIOFACE4,2,
4899,25,F,TRIOFACE4,4,
4899,25,F,TRIOFACE4,6,
4899,25,F,TRIOFACE4,11,
4899,25,F,TRIOFACE4,16,
4899,25,F,TRIOFACE4,17,
4899,25,F,TRIOFACE4,19,
4899,25,F,TRIOFACE4,20,
4899,25,F,TRIOFACE4,22,
4899,25,F,TRIOFACE4,25,
4899,25,F,TRIOFACE4,28,
4901,26,F,TRIOFACE3,2,
4901,26,F,TRIOFACE3,6,
4901,26,F,TRIOFACE3,7,
4901,26,F,TRIOFACE3,13,
4901,26,F,TRIOFACE3,15, 
4901,26,F,TRIOFACE3,19,
4901,26,F,TRIOFACE3,21,
4915,26,M,TRIOFACE2,3,
4915,26,M,TRIOFACE2,7,
4915,26,M,TRIOFACE2,10,
4915,26,M,TRIOFACE2,31,
4928,26,F,TRIOFACE1,3,
4928,26,F,TRIOFACE1,4,
4928,26,F,TRIOFACE1,7,
4928,26,F,TRIOFACE1,8,
4928,26,F,TRIOFACE1,12,
4928,26,F,TRIOFACE1,15,
4928,26,F,TRIOFACE1,16,
4928,26,F,TRIOFACE1,17,
4928,26,F,TRIOFACE1,19,
4928,26,F,TRIOFACE1,20,
4928,26,F,TRIOFACE1,21,
4928,26,F,TRIOFACE1,23,
4928,26,F,TRIOFACE1,32,
4949,26,M,TRIOFACE6,2,
4949,26,M,TRIOFACE6,3,
4949,26,M,TRIOFACE6,11,
4949,26,M,TRIOFACE6,12,
4949,26,M,TRIOFACE6,15,
4949,26,M,TRIOFACE6,20,
4949,26,M,TRIOFACE6,28,
4949,26,M,TRIOFACE6,30,
4949,26,M,TRIOFACE6,31,
4976,26,F,TRIOFACE7,2,
4976,26,F,TRIOFACE7,5,
4976,26,F,TRIOFACE7,14,
4976,26,F,TRIOFACE7,15,
4976,26,F,TRIOFACE7,17,
4976,26,F,TRIOFACE7,30,
5007,26,F,TRIOFACE8,4,
5007,26,F,TRIOFACE8,5,
5007,26,F,TRIOFACE8,8,
5007,26,F,TRIOFACE8,21,
5007,26,F,TRIOFACE8,25,
5007,26,F,TRIOFACE8,29,
5007,26,F,TRIOFACE8,31,
5112,26,F,TRIOFACE7,4,
5112,26,F,TRIOFACE7,6,
5112,26,F,TRIOFACE7,9,
5112,26,F,TRIOFACE7,11,
5112,26,F,TRIOFACE7,13,
5112,26,F,TRIOFACE7,17,
5112,26,F,TRIOFACE7,23,
5112,26,F,TRIOFACE7,25,
5112,26,F,TRIOFACE7,28,
5112,26,F,TRIOFACE7,31,
5112,26,F,TRIOFACE7,32,
4056,26,F,TRIOFACE1,4,
4056,26,F,TRIOFACE1,8,
4056,26,F,TRIOFACE1,9,
4056,26,F,TRIOFACE1,16,
4056,26,F,TRIOFACE1,23,
4101,26,F,TRIOFACE2,16,
4342,26,M,TRIOFACE5,6,
4342,26,M,TRIOFACE5,7,
4342,26,M,TRIOFACE5,11,
4342,26,M,TRIOFACE5,14,
4358,26,M,TRIOFACE2,30,
4652,26,F,TRIOFACE6,11,
4812,26,M,TRIOFACE5,4,
4812,26,M,TRIOFACE5,16,
4812,26,M,TRIOFACE5,34,
4813,26,F,TRIOFACE4,8,
4813,26,F,TRIOFACE4,10,
4813,26,F,TRIOFACE4,17,
4835,26,F,TRIOFACE4,2,
4835,26,F,TRIOFACE4,4,
4835,26,F,TRIOFACE4,5,
4835,26,F,TRIOFACE4,7,
4835,26,F,TRIOFACE4,10,
4835,26,F,TRIOFACE4,12,
4835,26,F,TRIOFACE4,15,
4835,26,F,TRIOFACE4,19,
4835,26,F,TRIOFACE4,21,
4843,26,F,TRIOFACE3,3,
4843,26,F,TRIOFACE3,14,
4862,26,M,TRIOFACE2,2,
4862,26,M,TRIOFACE2,4,
4877,26,F,TRIOFACE6,6,
4877,26,F,TRIOFACE6,7,
4877,26,F,TRIOFACE6,9,
4877,26,F,TRIOFACE6,11,
4877,26,F,TRIOFACE6,12,
4877,26,F,TRIOFACE6,20,
4877,26,F,TRIOFACE6,29,
4877,26,F,TRIOFACE6,31,
4877,26,F,TRIOFACE6,33,
4877,26,F,TRIOFACE6,34,
4892,26,F,TRIOFACE5,11,
4896,26,F,TRIOFACE3,3,
4896,26,F,TRIOFACE3,8,
4896,26,F,TRIOFACE3,16,
4896,26,F,TRIOFACE3,20,
4899,25,F,TRIOFACE4,5,
4899,25,F,TRIOFACE4,10,
4901,26,F,TRIOFACE3,5,
4901,26,F,TRIOFACE3,8,
4901,26,F,TRIOFACE3,10,
4901,26,F,TRIOFACE3,22,
4915,26,M,TRIOFACE2,4,
4915,26,M,TRIOFACE2,6,
4915,26,M,TRIOFACE2,12,
4915,26,M,TRIOFACE2,16,
4928,26,F,TRIOFACE1,10,
4949,26,M,TRIOFACE6,4,
4949,26,M,TRIOFACE6,6,
4949,26,M,TRIOFACE6,7,
4949,26,M,TRIOFACE6,9,
4949,26,M,TRIOFACE6,13,
4949,26,M,TRIOFACE6,14,
4949,26,M,TRIOFACE6,25,
4949,26,M,TRIOFACE6,34,
4976,26,F,TRIOFACE7,11,
4976,26,F,TRIOFACE7,13,
5112,26,F,TRIOFACE7,22,
4101,26,F,TRIOFACE2,5,
4101,26,F,TRIOFACE2,7,
4101,26,F,TRIOFACE2,8,
4101,26,F,TRIOFACE2,24,
4101,26,F,TRIOFACE2,29,
4342,26,M,TRIOFACE5,3,
4342,26,M,TRIOFACE5,5,
4342,26,M,TRIOFACE5,15,
4358,26,M,TRIOFACE2,17,
4358,26,M,TRIOFACE2,20,
4652,26,F,TRIOFACE6,9,
4812,26,M,TRIOFACE5,21,
4813,26,F,TRIOFACE4,3,
4813,26,F,TRIOFACE4,6,
4813,26,F,TRIOFACE4,7,
4813,26,F,TRIOFACE4,16,
4832,26,M,TRIOFACE1,14,
4832,26,M,TRIOFACE1,19,
4832,26,M,TRIOFACE1,31,
4835,26,F,TRIOFACE4,6,
4835,26,F,TRIOFACE4,16,
4835,26,F,TRIOFACE4,22,
4843,26,F,TRIOFACE3,9,
4843,26,F,TRIOFACE3,19,
4843,26,F,TRIOFACE3,23,
4843,26,F,TRIOFACE3,25,
4871,26,F,TRIOFACE3,15,inattentive
4871,26,F,TRIOFACE3,29,
4877,26,F,TRIOFACE6,2,
4877,26,F,TRIOFACE6,3,
4877,26,F,TRIOFACE6,4,
4877,26,F,TRIOFACE6,5,
4877,26,F,TRIOFACE6,14,
4877,26,F,TRIOFACE6,15,
4877,26,F,TRIOFACE6,16,
4877,26,F,TRIOFACE6,17,
4877,26,F,TRIOFACE6,18,
4877,26,F,TRIOFACE6,22,
4877,26,F,TRIOFACE6,23,
4877,26,F,TRIOFACE6,25,
4877,26,F,TRIOFACE6,26,
4896,26,F,TRIOFACE3,2,
4896,26,F,TRIOFACE3,4,
4896,26,F,TRIOFACE3,6,
4901,26,F,TRIOFACE3,3,
4901,26,F,TRIOFACE3,9,
4901,26,F,TRIOFACE3,28,
4915,26,M,TRIOFACE2,5,
4915,26,M,TRIOFACE2,22,
4915,26,M,TRIOFACE2,32,
4928,26,F,TRIOFACE1,5,
4928,26,F,TRIOFACE1,31,
4949,26,M,TRIOFACE6,5,
4949,26,M,TRIOFACE6,22,
4949,26,M,TRIOFACE6,32,
4976,26,F,TRIOFACE7,3,
4976,26,F,TRIOFACE7,8,
4976,26,F,TRIOFACE7,12,
4976,26,F,TRIOFACE7,18,
4976,26,F,TRIOFACE7,28,
4976,26,F,TRIOFACE7,31,
5112,26,F,TRIOFACE7,14,
