left_image,right_image,target_image,stimulus,center,stimulus_name,finished?,noun,noun_type,frequency,speaker,gaze,noise_condition,carrier,sentence_onset_sec,sentence_onset_frames,carrier_onset_sec,carrier_onset_frames,noun_onset_sec,noun_onset_frames,noun_offset_sec,noun_offset_frames,sentence_offset_sec,sentence_offset_frames,gaze_onset_sec,gaze_onset_frames,gaze_offset_sec,gaze_offset_frames,trial_onset,trial_offset_sec,trial_offset_frames,gaze_condition,condition_long
shoe,ball,ball,6b4f7867e1911068cc9c93f3388a74c8_1920x1080,face,ol_sa_ball_nonoise_look,yes,ball,familiar,high,ol,straight_ahead,no_noise,look,3,19,5,2,5,25,6,11,6,11,NA,NA,NA,NA,0,8,11,no_gaze,no_noise_no_gaze
chicken,bunny,chicken,6d005b4ee1cd8121d63ab3e04c3b6b9b_1920x1080,face,ol_sa_chicken_noise_look,yes,chicken,familiar,high,ol,straight_ahead,noise,look,3,9,4,23,5,15,6,4,6,4,NA,NA,NA,NA,0,8,4,no_gaze,noise_no_gaze
juice,boat,boat,6e3063067e879be20ef7a9374e98973c_1920x1080,face,gr_sa_boat_noise_look,yes,boat,familiar,high,gr,straight_ahead,noise,look,3,0,4,14,5,8,5,18,5,18,NA,NA,NA,NA,0,7,18,no_gaze,noise_no_gaze
ball,shoe,shoe,6e3ab35a5be379f36a0ac3cef9b683f4_1920x1080,face,gr_sa_shoe_noise_look,yes,shoe,familiar,high,gr,straight_ahead,noise,look,2,21,4,10,5,2,5,21,5,21,NA,NA,NA,NA,0,7,21,no_gaze,noise_no_gaze
chicken,bunny,bunny,6e7340b819f17715dbd019f51b593280_1920x1080,face,gr_sa_bunny_nonoise_look,yes,bunny,familiar,high,gr,straight_ahead,no_noise,look,3,4,4,16,5,10,5,22,5,22,NA,NA,NA,NA,0,7,22,no_gaze,no_noise_no_gaze
chicken,bunny,bunny,70a5da77ea50b20ac4a706b7fcb5bb2b_1920x1080,face,ol_sa_bunny_noise_hey,yes,bunny,familiar,high,ol,straight_ahead,noise,hey,3,18,5,2,6,6,6,19,6,19,NA,NA,NA,NA,0,8,19,no_gaze,noise_no_gaze
chicken,bunny,bunny,70c86639f21c692cc6a35580d850aa4d_1920x1080,face,ol_sa_bunny_nonoise_look,yes,bunny,familiar,high,ol,straight_ahead,no_noise,look,3,10,4,22,5,12,5,26,5,26,NA,NA,NA,NA,0,7,26,no_gaze,no_noise_no_gaze
bottle,cookie,cookie,7211900ba64df5f7c1304f13a440b663_1920x1080,face,gr_sa_cookie_noise_look,yes,cookie,familiar,high,gr,straight_ahead,noise,look,3,23,5,5,5,26,6,10,6,10,NA,NA,NA,NA,0,8,10,no_gaze,noise_no_gaze
ball,shoe,ball,722865caab5f199307b1d455225081fb_1920x1080,face,ol_sa_ball_noise_hey,yes,ball,familiar,high,ol,straight_ahead,noise,hey,2,25,4,0,5,3,5,19,5,19,NA,NA,NA,NA,0,7,20,no_gaze,noise_no_gaze
juice,boat,boat,737919ab7972f6faed1bffc0257fc1bd_1920x1080,face,ol_sa_boat_noise_hey,yes,boat,familiar,high,ol,straight_ahead,noise,hey,3,4,4,17,5,20,6,5,6,5,NA,NA,NA,NA,0,8,5,no_gaze,noise_no_gaze
chicken,bunny,chicken,73cb1a9c089a11a976a0dd81f464ef64_1920x1080,face,ol_sa_chicken_noise_look,yes,chicken,familiar,high,ol,straight_ahead,noise,look,3,9,4,23,5,15,6,4,6,4,NA,NA,NA,NA,0,8,4,no_gaze,noise_no_gaze
shoe,ball,ball,744bf5bcea5a20ac555ff58202581997_1920x1080,face,gr_sa_ball_noise_look,yes,ball,familiar,high,gr,straight_ahead,noise,look,3,1,4,21,5,12,5,24,5,24,NA,NA,NA,NA,0,7,25,no_gaze,noise_no_gaze
shoe,ball,shoe,751be9a59fc4469ac487f0a8ff03db21_1920x1080,face,gr_sa_shoe_noise_look,yes,shoe,familiar,high,gr,straight_ahead,noise,look,2,21,4,10,5,2,5,21,5,21,NA,NA,NA,NA,0,7,21,no_gaze,noise_no_gaze
juice,boat,boat,7b86fa997ecaa45bb2b3c1df21bad0d3_1920x1080,face,gr_sa_boat_noise_look,yes,boat,familiar,high,gr,straight_ahead,noise,look,3,0,4,14,5,8,5,18,5,18,NA,NA,NA,NA,0,7,18,no_gaze,noise_no_gaze
shoe,ball,shoe,7bb3ac52734d19f9bf380bf1391322d2_1920x1080,face,ol_sa_shoe_nonoise_look,yes,shoe,familiar,high,ol,straight_ahead,no_noise,look,2,29,4,13,5,3,5,24,5,24,NA,NA,NA,NA,0,7,24,no_gaze,no_noise_no_gaze
chicken,bunny,bunny,7deb99dabc7c9aba09b231401b59f2e0_1920x1080,face,gr_sa_bunny_noise_hey,yes,bunny,familiar,high,gr,straight_ahead,noise,hey,3,16,5,0,6,5,6,15,6,15,NA,NA,NA,NA,0,8,17,no_gaze,noise_no_gaze
bunny,chicken,chicken,7deedf2600d27a42adb67cb77a5a0ef2_1920x1080,face,gr_sa_chicken_nonoise_hey,yes,chicken,familiar,high,gr,straight_ahead,no_noise,hey,3,3,4,8,5,13,5,28,5,28,NA,NA,NA,NA,0,7,28,no_gaze,no_noise_no_gaze
cookie,bottle,bottle,85f26c678c95b30b28ae5ea7279a22b8_1920x1080,face,ol_sa_bottle_noise_look,yes,bottle,familiar,high,ol,straight_ahead,noise,look,3,1,4,11,5,1,5,16,5,16,NA,NA,NA,NA,0,7,16,no_gaze,noise_no_gaze
cookie,bottle,cookie,87215bba15aa00eb954f625f1aa0ab61_1920x1080,face,gr_sa_cookie_noise_hey,yes,cookie,familiar,high,gr,straight_ahead,noise,hey,3,5,4,14,5,15,5,29,5,29,NA,NA,NA,NA,0,7,29,no_gaze,noise_no_gaze
ball,shoe,shoe,8861971914fbe81c9960533834874a6b_1920x1080,face,ol_sa_shoe_noise_look,yes,shoe,familiar,high,ol,straight_ahead,noise,look,2,29,4,13,5,3,5,21,5,21,NA,NA,NA,NA,0,7,21,no_gaze,noise_no_gaze
juice,boat,juice,88a4c54e1c3ec4e252b727b7596425e8_1920x1080,face,ol_sa_juice_nonoise_hey,yes,juice,familiar,high,ol,straight_ahead,no_noise,hey,2,19,3,29,4,28,5,12,5,12,NA,NA,NA,NA,0,7,12,no_gaze,no_noise_no_gaze
boat,juice,boat,8b8af5d11ffd5d6564f4b1e04f8a9039_1920x1080,face,gr_sa_boat_noise_hey,yes,boat,familiar,high,gr,straight_ahead,noise,hey,2,26,4,8,5,16,6,1,6,1,NA,NA,NA,NA,0,8,1,no_gaze,noise_no_gaze
boat,juice,juice,904f4da981b899dc420a0b03ac008104_1920x1080,face,gr_sa_juice_nonoise_look,yes,juice,familiar,high,gr,straight_ahead,no_noise,look,3,0,4,12,5,7,5,29,5,29,NA,NA,NA,NA,0,7,29,no_gaze,no_noise_no_gaze
ball,shoe,shoe,9130a9087fb36afab088249b35b59599_1920x1080,face,ol_sa_shoe_nonoise_hey,yes,shoe,familiar,high,ol,straight_ahead,no_noise,hey,2,25,4,9,5,5,5,25,5,25,NA,NA,NA,NA,0,7,25,no_gaze,no_noise_no_gaze
bottle,cookie,bottle,92647a0f2f83ed39d27d14db69108a80_1920x1080,face,ol_sa_bottle_nonoise_look,yes,bottle,familiar,high,ol,straight_ahead,no_noise,look,3,1,4,11,5,1,5,16,5,16,NA,NA,NA,NA,0,7,16,no_gaze,no_noise_no_gaze
juice,boat,juice,9335fb8623db32ca14c4ca15c696c696_1920x1080,face,gr_sa_juice_noise_hey,yes,juice,familiar,high,gr,straight_ahead,noise,hey,3,3,4,23,5,26,6,18,6,18,NA,NA,NA,NA,0,8,17,no_gaze,noise_no_gaze
bottle,cookie,bottle,94361e288ca48965575c7097212d2c02_1920x1080,face,ol_sa_bottle_nonoise_look,yes,bottle,familiar,high,ol,straight_ahead,no_noise,look,3,1,4,11,5,1,5,16,5,16,NA,NA,NA,NA,0,7,16,no_gaze,no_noise_no_gaze
ball,shoe,ball,9589967271bb73f6c290376d80e203b7_1920x1080,face,ol_sa_ball_nonoise_hey,yes,ball,familiar,high,ol,straight_ahead,no_noise,hey,2,25,4,0,5,3,5,19,5,19,NA,NA,NA,NA,0,7,20,no_gaze,no_noise_no_gaze
bunny,chicken,chicken,95ead62b2791838f62df5c635f9cae8f_1920x1080,face,gr_sa_chicken_noise_hey,yes,chicken,familiar,high,gr,straight_ahead,noise,hey,3,3,4,8,5,13,5,28,5,28,NA,NA,NA,NA,0,7,28,no_gaze,noise_no_gaze
bunny,chicken,chicken,99a01fb6e2181c9c3c78cac10422f3a6_1920x1080,face,ol_sa_chicken_nonoise_hey,yes,chicken,familiar,high,ol,straight_ahead,no_noise,hey,3,17,5,3,6,3,6,22,6,22,NA,NA,NA,NA,0,8,22,no_gaze,no_noise_no_gaze
chicken,bunny,chicken,9bcfc3f36537cc34744c6bcc774517bf_1920x1080,face,gr_sa_chicken_noise_look,yes,chicken,familiar,high,gr,straight_ahead,noise,look,3,12,4,25,5,16,6,0,6,0,NA,NA,NA,NA,0,8,0,no_gaze,noise_no_gaze
bottle,cookie,bottle,9c4a6415455d7ad79b94b9c887e8d723_1920x1080,face,gr_sa_bottle_nonoise_look,yes,bottle,familiar,high,gr,straight_ahead,no_noise,look,3,7,4,23,5,15,5,28,5,28,NA,NA,NA,NA,0,7,28,no_gaze,no_noise_no_gaze
shoe,ball,ball,9c9bd61dde31b738609ad454bbbb2bce_1920x1080,face,gr_sa_ball_nonoise_look,yes,ball,familiar,high,gr,straight_ahead,no_noise,look,3,1,4,21,5,12,5,24,5,24,NA,NA,NA,NA,0,7,25,no_gaze,no_noise_no_gaze
juice,boat,boat,9f16a00a68a5953b79d136c6446ae3f7_1920x1080,face,ol_sa_boat_noise_look,yes,boat,familiar,high,ol,straight_ahead,noise,look,3,15,5,0,5,22,6,9,6,9,NA,NA,NA,NA,0,8,9,no_gaze,noise_no_gaze
cookie,bottle,cookie,9fd0a246341e88a801ebbe34b2328e38_1920x1080,face,gr_sa_cookie_noise_look,yes,cookie,familiar,high,gr,straight_ahead,noise,look,3,23,5,5,5,26,6,10,6,10,NA,NA,NA,NA,0,8,10,no_gaze,noise_no_gaze
ball,shoe,shoe,a18a7d8a6a2923c2cc84e96c0a4c464e_1920x1080,face,gr_sa_shoe_noise_hey,yes,shoe,familiar,high,gr,straight_ahead,noise,hey,3,4,5,0,6,2,6,23,6,23,NA,NA,NA,NA,0,8,22,no_gaze,noise_no_gaze
shoe,ball,shoe,a1ad0b21bead78eee6dd536b78053f78_1920x1080,face,gr_sa_shoe_nonoise_look,yes,shoe,familiar,high,gr,straight_ahead,no_noise,look,2,21,4,10,5,2,5,21,5,21,NA,NA,NA,NA,0,7,21,no_gaze,no_noise_no_gaze
juice,boat,juice,a1bc2da022d2e6c01629d960901ebd43_1920x1080,face,gr_sa_juice_noise_hey,yes,juice,familiar,high,gr,straight_ahead,noise,hey,3,3,4,23,5,26,6,18,6,18,NA,NA,NA,NA,0,8,17,no_gaze,noise_no_gaze
cookie,bottle,cookie,a2125f46057f79efb8c6636e4bd9f773_1920x1080,face,gr_sa_cookie_nonoise_look,yes,cookie,familiar,high,gr,straight_ahead,no_noise,look,3,23,5,5,5,26,6,10,6,10,NA,NA,NA,NA,0,8,10,no_gaze,no_noise_no_gaze
chicken,bunny,chicken,a7db5ebc01ab4cca353534e99d8bb6e9_1920x1080,face,ol_sa_chicken_nonoise_hey,yes,chicken,familiar,high,ol,straight_ahead,no_noise,hey,3,17,5,3,6,3,6,22,6,22,NA,NA,NA,NA,0,8,22,no_gaze,no_noise_no_gaze
cookie,bottle,cookie,ab7937564b24e9bfa177c3e2fb9b14c8_1920x1080,face,gr_sa_cookie_noise_look,yes,cookie,familiar,high,gr,straight_ahead,noise,look,3,23,5,5,5,26,6,10,6,10,NA,NA,NA,NA,0,8,10,no_gaze,noise_no_gaze
bunny,chicken,bunny,ac413e4726f659e173e674b209ec7937_1920x1080,face,ol_sa_bunny_noise_hey,yes,bunny,familiar,high,ol,straight_ahead,noise,hey,3,18,5,2,6,6,6,19,6,19,NA,NA,NA,NA,0,8,19,no_gaze,noise_no_gaze
boat,juice,boat,ad41734c84f3dfae1d70cc1fbd991ada_1920x1080,face,gr_sa_boat_noise_look,yes,boat,familiar,high,gr,straight_ahead,noise,look,3,0,4,14,5,8,5,18,5,18,NA,NA,NA,NA,0,7,18,no_gaze,noise_no_gaze
bunny,chicken,bunny,af09e1bd2f34e0cf42ca4387778962b2_1920x1080,face,ol_sa_bunny_nonoise_look,yes,bunny,familiar,high,ol,straight_ahead,no_noise,look,3,10,4,22,5,12,5,26,5,26,NA,NA,NA,NA,0,7,26,no_gaze,no_noise_no_gaze
bottle,cookie,cookie,b35df3d4b475747df90cadde4d59730c_1920x1080,face,gr_sa_cookie_nonoise_hey,yes,cookie,familiar,high,gr,straight_ahead,no_noise,hey,3,5,4,14,5,15,5,29,5,29,NA,NA,NA,NA,0,7,29,no_gaze,no_noise_no_gaze
ball,shoe,shoe,bb15521e1ffc1bd28824c9153c57b1ed_1920x1080,face,gr_sa_shoe_noise_look,yes,shoe,familiar,high,gr,straight_ahead,noise,look,2,21,4,10,5,2,5,21,5,21,NA,NA,NA,NA,0,7,21,no_gaze,noise_no_gaze
bunny,chicken,bunny,be6e85576505b60c903efc3d05669da9_1920x1080,face,gr_sa_bunny_noise_look,yes,bunny,familiar,high,gr,straight_ahead,noise,look,3,4,4,16,5,10,5,22,5,22,NA,NA,NA,NA,0,7,22,no_gaze,noise_no_gaze
shoe,ball,shoe,bf45d7293c4ce46d550236b46e994a2a_1920x1080,face,ol_sa_shoe_noise_hey,yes,shoe,familiar,high,ol,straight_ahead,noise,hey,2,25,4,9,5,5,5,25,5,25,NA,NA,NA,NA,0,7,25,no_gaze,noise_no_gaze
juice,boat,juice,c2910ed93546d68a613c82a043c42662_1920x1080,face,ol_sa_juice_nonoise_hey,yes,juice,familiar,high,ol,straight_ahead,no_noise,hey,2,19,3,29,4,28,5,12,5,12,NA,NA,NA,NA,0,7,12,no_gaze,no_noise_no_gaze
boat,juice,juice,c5137ea319445c82770c0242c4e35bae_1920x1080,face,ol_sa_juice_nonoise_look,yes,juice,familiar,high,ol,straight_ahead,no_noise,look,2,29,4,16,5,8,5,27,5,27,NA,NA,NA,NA,0,7,27,no_gaze,no_noise_no_gaze
ball,shoe,ball,c871d634b517b5ee276af4d2b8a8d1ca_1920x1080,face,gr_sa_ball_noise_hey,yes,ball,familiar,high,gr,straight_ahead,noise,hey,3,8,4,20,5,24,6,8,6,8,NA,NA,NA,NA,0,8,8,no_gaze,noise_no_gaze
bottle,cookie,bottle,c9ddea2e3151f82dc9f85c3d492c281c_1920x1080,face,ol_sa_bottle_noise_hey,yes,bottle,familiar,high,ol,straight_ahead,noise,hey,3,22,5,2,6,6,6,20,6,20,NA,NA,NA,NA,0,8,20,no_gaze,noise_no_gaze
cookie,bottle,cookie,cb8c148c0f53c3fa802956b5cdc2d966_1920x1080,face,ol_sa_cookie_noise_look,yes,cookie,familiar,high,ol,straight_ahead,noise,look,3,1,4,15,5,5,5,20,5,20,NA,NA,NA,NA,0,7,20,no_gaze,noise_no_gaze
boat,juice,boat,d16c934977223109d5cee8f8b1d8f016_1920x1080,face,gr_sa_boat_nonoise_hey,yes,boat,familiar,high,gr,straight_ahead,no_noise,hey,2,26,4,8,5,16,6,1,6,1,NA,NA,NA,NA,0,8,1,no_gaze,no_noise_no_gaze
boat,juice,juice,d1f59867c8c99d198a087fceee4f20bf_1920x1080,face,ol_sa_juice_noise_look,yes,juice,familiar,high,ol,straight_ahead,noise,look,2,29,4,16,5,8,5,27,5,27,NA,NA,NA,NA,0,7,27,no_gaze,noise_no_gaze
bottle,cookie,cookie,d2a9fb489c63776f91f009c4a3db548f_1920x1080,face,ol_sa_cookie_noise_hey,yes,cookie,familiar,high,ol,straight_ahead,noise,hey,3,16,4,28,5,29,6,13,6,13,NA,NA,NA,NA,0,8,14,no_gaze,noise_no_gaze
bunny,chicken,chicken,d32c34d6d389fd4be655d5201f0c256d_1920x1080,face,gr_sa_chicken_nonoise_hey,yes,chicken,familiar,high,gr,straight_ahead,no_noise,hey,3,3,4,8,5,13,5,28,5,28,NA,NA,NA,NA,0,7,28,no_gaze,no_noise_no_gaze
chicken,bunny,bunny,d4edb3f96adc3700ff091187921cce12_1920x1080,face,ol_sa_bunny_nonoise_hey,yes,bunny,familiar,high,ol,straight_ahead,no_noise,hey,3,18,5,2,6,6,6,19,6,19,NA,NA,NA,NA,0,8,19,no_gaze,no_noise_no_gaze
cookie,bottle,bottle,d57fb6eff89c15db0409ef17ce48e630_1920x1080,face,gr_sa_bottle_noise_look,yes,bottle,familiar,high,gr,straight_ahead,noise,look,3,7,4,23,5,15,5,28,5,28,NA,NA,NA,NA,0,7,28,no_gaze,noise_no_gaze
