	a(bullseye)	a(face)	a(text)	a(text-no-audio)	v(bullseye)	v(face)	v(text)	v(text-no-audio)	experiment	age_code
154	1.5178145926116953	1.536704833478361	1.4861797404954917	1.2568129237541976	1.5654249982247754	1.996349983534555	1.3314026489208821	2.556458337007775	text	adults
155	1.459193427503606	1.7027597951381541	1.1413847244803108	1.4683694960529052	1.643257157338324	2.410834762481476	1.562021660138043	2.0270632326672797	text	adults
156	1.3585769231795777	1.6965317521186705	1.3696742338666166	1.4269283994186637	1.318712016070819	3.106075197196534	1.837522190890331	2.1455947824198507	text	adults
157	1.4048055373442183	1.7621407613922853	1.376682341344942	1.3428972442339224	2.242497310452893	2.6924459946499004	2.076239172300779	2.3082961819195287	text	adults
158	1.2390847269677439	1.7440694883466579	1.4785199958270052	1.3278550263935485	1.7172094292106852	2.68313862700381	1.810425701833842	2.4724373662219166	text	adults
159	1.5917113055567946	1.6698475782098536	1.304754260263736	1.3512492843242354	0.9833960168381284	2.770277912126249	1.9027663043247847	1.9821575370173963	text	adults
160	1.4939012318403333	1.915521963145075	1.6072966083768105	1.4713861196513618	1.529242985237121	2.3272912788178117	2.603039843776955	1.592974206284683	text	adults
161	1.255019606381247	1.9727068981412788	1.4474368510484965	1.3509657250643736	1.4929829533063992	2.7094677095895574	1.8304114923567796	2.2078177632225167	text	adults
162	1.337343865587175	1.7564898093611803	1.4327320641468821	1.3697611828649785	1.9177994404040706	2.4896747899352754	1.814491432828244	2.54396400851469	text	adults
163	1.5193758087223326	1.7448221100103427	1.319222137714106	1.269387129089156	2.3938259771706933	2.5293521081153854	2.1411132335397487	2.571632297442756	text	adults
164	1.7303613834292086	1.5934287267837437	1.3498493759862182	1.3362812087693632	2.069773452287224	2.4643539572494086	1.5696253104875366	2.0011586553776417	text	adults
165	1.6235005185115634	1.8872189230576293	1.3059429349651006	1.4330241799735375	1.383972610161289	2.7440926995016754	2.0509005079635756	2.1733350673562004	text	adults
166	1.7311991996777554	1.9684697557221622	1.5249009993658853	1.4597681437440404	1.7935605452179744	2.4783104575254558	2.1683689259048546	1.8567039745819014	text	adults
167	1.3851142648244428	1.9791521222303936	1.3760956676335117	1.5810868112421645	1.9667798885108987	2.0569502461822253	1.996813335897706	2.288066131133125	text	adults
168	1.3728862994186042	1.6703154379873824	1.3620914149014893	1.5163114290072583	1.8612511386468986	2.5218512658507297	1.995554610542441	2.0285722929146006	text	adults
169	1.565983648755245	1.794644233819453	1.3758253045934783	1.2686469485346321	1.6416537802499902	2.3783170005608287	2.109394118040547	2.084639896648588	text	adults
170	1.226200460292545	1.7229659282313956	1.4078159490515918	1.3940145712794771	2.036175989936451	2.1858590400939844	1.866490903134792	2.106978055171279	text	adults
171	1.3560365900087883	1.7666758702567673	1.415361756035942	1.3486098773451318	1.339907946704324	2.5500180197737463	2.222329290803809	2.201370904052884	text	adults
172	1.2333106050602036	1.6343328489016993	1.306528810789341	1.3849139400464794	1.5865496231458986	2.5147235134237236	1.9111325055131907	1.8477168016712517	text	adults
173	1.319265535777307	1.5998586793569427	1.4854370197892048	1.4136952719668001	1.956664137280138	2.396327910474571	2.076730455637805	2.040586719767881	text	adults
174	1.215052874920442	1.6161829323868802	1.219984862867258	1.2126392464954587	0.771065316363471	2.5967690417364633	2.3428039816355986	2.3122412800217544	text	adults
175	1.3898816591671435	1.7222173243253187	1.3739449122091718	1.327445274134543	1.2157045062823648	2.0075765243197368	2.2034092296312204	1.9992118674970678	text	adults
176	1.3593073111181546	1.7074126342413973	1.3742738215547197	1.4392173953119825	1.494556702789063	2.248593614163408	1.3253455635497213	2.685891628299612	text	adults
177	1.1345826993300598	1.7221161894885617	1.3342582635259224	1.2730563766580751	2.5457472994945363	2.234863835802584	1.679585092870353	2.065814348403635	text	adults
178	1.2737253403302915	1.7301897533749644	1.318463028578325	1.3383357011485146	1.8971001809687806	2.3416323929362317	2.206555372919741	2.500086192862767	text	adults
179	1.3026754653269434	1.8171639580447223	1.1884566577378095	1.249659939467465	1.3413181384702373	2.720136579983391	1.8513839651398907	2.3899285730843824	text	adults
