	a(bullseye)	a(face)	a(text)	a(text-no-audio)	v(bullseye)	v(face)	v(text)	v(text-no-audio)	experiment	age_code
614	1.2145507448919108	1.6020795076225514	1.434695117626357	1.405258882563487	1.6074169832843619	2.602986959230142	1.8151643162381617	2.02608089163197	text	adults
615	1.4366027773575254	1.8166316173132357	1.1196430722372994	1.347156510344985	1.359494054863032	2.4407235797046867	1.8870129731203058	2.5178860687403497	text	adults
616	1.5569771628649973	1.7409108224571102	1.165380548198049	1.2321935326550828	1.840007243327291	2.2499147738543663	1.6343254251583867	2.021047973896197	text	adults
617	1.2761719961728673	1.795488440417409	1.657462734744645	1.4061605889387994	2.1539248557935244	2.473517205071287	1.386319154046008	2.3780285345357917	text	adults
618	1.463003086290275	1.8038666754702342	1.6259268973370429	1.5008589131279613	2.054830265412269	2.6641199714533075	1.638818863033838	2.1172416844404545	text	adults
619	1.5481342634605253	1.867546358195441	1.5263285468062995	1.4426831277049255	1.956937570211644	2.6770672793352563	1.4022935569883102	2.3294053160772967	text	adults
620	1.3795381747654742	2.0131487740955616	1.5649354587638227	1.3716244458550273	2.129757232528152	2.8627892451260157	2.1449240724579512	2.4029205458362535	text	adults
621	1.2373696510462016	1.8772508094261484	1.4052735547649216	1.5659582995384622	1.6075061174434027	2.6700919021447813	2.278735990665355	2.2799295057443527	text	adults
622	1.400494707022256	1.9143805591580016	1.354508549431932	1.5840002854622937	1.632685691943493	2.585603998642678	1.561111143704579	1.9685009522555845	text	adults
623	1.2711105489547116	1.6823650368555532	1.6965938721736564	1.3396784290727943	1.568772419256586	2.49207267938184	1.8660624574758857	2.0613352296577347	text	adults
624	1.4147942395764317	1.8564172131561045	1.3710924147853194	1.3779117425019232	1.2310965069178383	2.038953750366018	2.071490336344065	2.1745838178284633	text	adults
625	1.3940840548020679	1.4920446392788045	1.3057351745103492	1.4104497169801191	1.5794916533814636	2.2123061424658204	1.7128955782895356	1.9907342291535912	text	adults
626	1.3888426339008157	1.784246205717744	1.3470121195538058	1.0597008850175578	1.6168776930904805	2.3432542735527027	1.567773752869833	2.0084355804124945	text	adults
627	1.229454014662858	1.7544429917798556	1.2854031415776197	1.3062986987513643	1.5842542223152594	2.0422610772396825	1.8104130711987103	2.5009657020793528	text	adults
628	1.2011155238363398	1.5748477591636487	1.4015529498132508	1.35693083677659	1.617039838280812	2.1659989692770916	2.059147366755912	1.5170273205930975	text	adults
629	1.4066271742615526	1.63261907625187	1.3779740172585195	1.3008762008944488	1.0585446190581842	2.1578210592982283	2.205673903478842	1.9657802398172122	text	adults
630	1.2998755217009392	1.526772625780567	1.358620054647547	1.3879710590501055	1.679861489872971	2.3526144064451486	2.3573581628816607	1.9642826081078646	text	adults
631	1.584870169148357	1.5766626778870294	1.4028918436200377	1.2964193322007778	2.1078021360550023	2.4300677094747622	2.150591840948959	2.1351014844195197	text	adults
632	1.3689544687481985	1.8673782410562636	1.4208579364172502	1.3744492609699632	2.485920256582775	2.4951621170756475	1.6883119967836446	2.07032840329523	text	adults
633	1.417661707501263	1.8786530257730765	1.4660142901882485	1.389606830620451	1.9377861243858001	1.8520216140411652	2.0006110567433764	1.5893518985352468	text	adults
634	1.5223831409221285	1.908427578204844	1.3922304587015124	1.5460693952696116	1.640076503004621	2.390023909106754	1.9323220699221262	2.75259328496855	text	adults
635	1.6017533043017018	1.8180590718105205	1.218231601577896	1.5400936707574515	2.04468037268807	3.0159333836730347	1.7193356369898702	2.7113014035414613	text	adults
636	1.431475733215614	1.6849170080990534	1.396965786541517	1.2449131854842912	1.4162820390454953	2.6731314918943383	1.7961251180385833	1.7672275405637736	text	adults
637	1.4470141404909715	1.4575823841589048	1.385832786248447	1.3302005609570373	1.7263108073446192	2.2167461376398263	1.5920952788059337	2.096320133201894	text	adults
638	1.4500409109191021	1.4108155799943727	1.0409493248451698	1.2637383233982846	2.026155340221253	2.8952692428851665	2.1359136303246204	2.343037781980929	text	adults
639	1.703476577805072	1.6647529388991034	1.2649528364419482	1.491081538226793	1.4540511073517706	2.489442431971039	1.5888854341586114	1.6583868873555534	text	adults
640	1.3367592156119736	1.8563944240198693	1.1808182676233265	1.3189367154716882	2.2294384104321807	2.6319418081450636	2.225392290200479	2.3881150722360953	text	adults
641	1.4625553368706412	1.821168745597672	1.3589649910262978	1.4974208230905055	2.1935098215891258	2.5402160121402826	2.410620465167359	2.1729747056788282	text	adults
642	1.4836299242142834	1.8779701317625814	1.281982809371855	1.255652341512412	1.949157350928603	2.7502086429864927	2.3313654221525546	1.8823661286707978	text	adults
643	1.5886481562402714	1.6595458427685779	1.2516259535142242	1.3723368602196115	1.7854553157180284	2.6813305905593112	2.2282691891894673	2.629649232626863	text	adults
644	1.3287398404432427	1.7200461149814927	1.1944455426332667	1.4112619395040278	2.4587614909304483	2.4956434215850507	1.977354325744338	2.4313030551650248	text	adults
645	1.4460895406426113	1.7543022017808927	1.4975396006612582	1.1109133211436082	1.9337471109029178	2.1225394965824096	2.481570940570321	2.083311480590269	text	adults
646	1.187412938611366	1.8175669283123763	1.5234501225247445	1.5057000741879711	1.43873795344026	2.2384060694003756	1.5922662409612591	2.3297902961559007	text	adults
647	1.5472736451360642	1.8728012057447003	1.247447488743163	1.2737906695900485	1.2840983497591487	2.684943713186774	1.9873056413672674	2.088686260133741	text	adults
648	1.5067228714601062	1.828807573541063	1.4655501019839758	1.3849501043305623	1.7166083054595453	2.6516479950890073	2.172527102550069	2.407285738662491	text	adults
649	1.4917254410472045	1.8075172467838203	1.4509591332447052	1.336660862662917	1.8882746281926708	2.3256578992665475	1.9857012109571046	2.4271938032935436	text	adults
650	1.6253250017886165	1.7630345643684802	1.263236599159933	1.3597050479016712	1.74781908999124	2.8460049832411034	1.8098027521990976	2.1230680473898382	text	adults
651	1.4013190530007318	1.868135805253856	1.2880639728020715	1.309095524880794	1.0041729244619841	2.0439994075213064	1.6413885595732203	2.2902433910725764	text	adults
652	1.4755120919324933	1.798941546778231	1.509550161498907	1.4431325628545006	1.5478904951868686	2.854071915680834	1.5742166702640747	1.9956703869785066	text	adults
653	1.5309763663434786	1.7326405080855778	1.2012242165056097	1.429654947568965	1.8881055082821185	2.507068063511217	2.0423023499951767	1.4631698418346992	text	adults
654	1.3963587161441506	1.9849912698889571	1.5765771924856335	1.3031805777952852	2.0020003149129124	2.05512005879154	1.6933948556202632	2.081112953688159	text	adults
655	1.5370185388373188	2.066742839167329	1.2161285665319708	1.4042237684238907	1.487427482564747	2.8413375987087295	1.9351502250981778	2.5220563266889924	text	adults
656	1.4614328278599535	1.8108135371731695	1.3667253246211069	1.4990480869477167	1.7985830922282455	2.8284861319407777	2.3172332984871185	1.9726884023552693	text	adults
657	1.3565944384672082	2.0362922220619124	1.399390096275192	1.2910866952754043	1.9162273296028653	2.908387407128412	1.8336889846375115	1.7544741294530737	text	adults
658	1.269417595898447	2.0446081230718876	1.3670141326251655	1.318215454758384	1.7927593607850951	3.0848575055696283	2.3828341431858133	2.210643358426596	text	adults
659	1.5179444280810768	1.7368443162983762	1.3828266076131233	1.384107908835812	1.465726336922117	3.3397964708578827	1.998361381817962	2.428928344412202	text	adults
660	1.3673111353763139	1.8650780328696164	1.4585950455446368	1.304258832156294	1.9356396409882557	2.5068376994791577	1.7537668437007603	1.7347001689421084	text	adults
661	1.330356566844037	1.6535735774449816	1.4492837516571258	1.4683005507246882	2.1722857838921996	2.5147448708943068	1.9735835153618486	1.861510579213873	text	adults
662	1.4230466609771728	1.7636262547801316	1.2410130510675335	1.364910991725774	1.4837722414098475	2.5368952869168617	2.2395176056003168	1.8433330347770147	text	adults
663	1.4545110043827894	1.877939672152575	1.6231808843079487	1.2924927035931857	1.7331087783500851	2.063791158793896	1.769234073520935	1.9451800644836643	text	adults
664	1.4172525568365513	1.7940852355302477	1.4152112272701014	1.441360639666772	1.4811801628550216	2.7591933973703706	1.9294196039615292	1.950781730187915	text	adults
665	1.489259197777998	1.8143642882101398	1.393094884306229	1.410211537933296	1.4979707946462706	2.3104582598201016	2.063830848009424	1.8630537210403206	text	adults
666	1.2818719743832032	1.8885603043927885	1.3277497030524448	1.432755567575211	1.8024084634133009	2.345874661666474	1.7650097628510566	1.85552192400054	text	adults
667	1.448793248692294	1.637830774424568	1.4594870854901916	1.1981351197937689	1.8100284876637718	2.336168953140886	1.7884774452294594	2.3561616494398434	text	adults
668	1.3556921560528516	1.7375643713865858	1.4267771917715066	1.2195498380844232	1.640288170078347	2.195240927529944	1.6368929283848561	2.5411576648213083	text	adults
669	1.2744315288311074	1.762109259860393	1.438114839204593	1.3574195315744895	1.585512279109257	2.735802663057655	1.7758233552659397	1.7380743523591233	text	adults
670	1.2953523899990245	1.9012610449711433	1.545867968805182	1.4243092019378214	1.9141037499431788	2.8603662196712936	1.8843641665815076	1.7958626592297189	text	adults
671	1.2614673932129188	1.8645313591393227	1.3607590661275868	1.224772017951341	1.9543609611046453	2.6880083336746976	1.8087642166264768	2.5521819108601598	text	adults
672	1.2549772698323023	1.8501388142945951	1.3044688521117358	1.2495063351142897	1.5944439786314977	2.3632755393409055	2.0933931058373054	2.1368682959397662	text	adults
673	1.456426957662774	1.7597442875030957	1.551244260506265	1.5336822246949715	1.5313778248149397	2.7155251417231403	2.2140770320634893	2.00894915785656	text	adults
674	1.344437775319644	1.9463484358373753	1.2098985401605415	1.1389223738178633	1.7002493531728564	2.785204924647307	1.7911664554247029	2.132309315604643	text	adults
675	1.425006482736884	1.905939079808386	1.5155300593572776	1.3484630275281835	1.2051278325835166	2.5177914222651894	2.021399598327352	2.205162936517491	text	adults
676	1.2909137927199046	1.6809954480340739	1.5190281202855715	1.2509922276106253	1.6959087939393114	2.5397190146802724	1.8174774049962072	2.006522518165811	text	adults
677	1.5270889720626304	2.017368366446451	1.407131544760958	1.6442634336593656	1.8135524314637002	2.772079158249445	1.611274409364	2.2766056351416126	text	adults
678	1.4218976180760734	2.024121778857242	1.402660652887817	1.3330894755763143	1.876368218048958	2.532774235931165	1.393595146188774	1.9605458958405348	text	adults
679	1.4380396649980536	1.8069405148882969	1.4056613257470014	1.337511074829223	1.9230582989534246	2.4509538182866075	1.880298583549457	2.464264331652155	text	adults
680	1.4798590481017149	1.9431989697823404	1.3818730295870045	1.3895666423626227	1.5412905542440136	1.9783874389890537	2.0582715692931566	2.247113163265862	text	adults
681	1.3007985349667854	1.6619105456585515	1.4298886040932604	1.2960775694116018	1.517574832114302	2.6847377382239617	1.9446178065742057	2.4343160892792297	text	adults
682	1.3800126207028764	1.6940488979974364	1.251849764347781	1.3112355955833432	1.8967572890149385	2.47847505998161	1.6100705350418805	2.02002917048593	text	adults
683	1.345919157150786	1.8626766252058928	1.4679261292967194	1.3802911823623005	1.6617614748549612	2.600936188367437	1.773509580464454	2.109226407749253	text	adults
684	1.4021585629802003	1.767318989552823	1.3021734444405657	1.1353687856925052	1.7056508841037954	2.198273433429799	1.4860908791510272	2.1297660173675466	text	adults
685	1.3229742117861885	1.7128858827892024	1.229926134487571	1.306717706781107	2.0876446444278773	2.382740713700509	2.099462398235059	2.4376038592499856	text	adults
686	1.4706599464416528	1.7414219877059307	1.3724965912851137	1.2607748557429406	1.9796166564238173	2.476753479024427	1.5906506666802767	2.2543286141537213	text	adults
687	1.5065442140690564	1.7504822451285071	1.451467505842472	1.4051715993908183	1.6821968564700782	2.2129867103229897	1.6242010527934299	1.38607412747298	text	adults
688	1.2657351652566078	1.8661167896169188	1.4719375824346035	1.4512638768759376	1.649543344130777	2.890928455660243	1.890200358884006	2.158671332293425	text	adults
689	1.4310314003284956	1.649897400526111	1.273025278822314	1.2832729540286756	1.6037952268481666	1.9376686230998486	2.179195411318802	2.098638965512441	text	adults
690	1.469829488986213	1.6529488088055908	1.43478798131482	1.3927135448406132	2.2394362436171527	2.1863355435290464	2.0776792660660184	2.1516795596552476	text	adults
691	1.3725621248637554	1.721005544453897	1.4900976388956648	1.4039951386219065	1.7141289334122325	2.5232482800342932	2.4160263307042387	2.511793057604518	text	adults
692	1.39524433110111	1.5636734772963017	1.2839776767467048	1.2060073600942172	2.1882413443047866	2.469204753174772	1.665570273345569	2.287636427222739	text	adults
693	1.3090202189775346	1.5501914844972262	1.258211761187918	1.316597215051354	1.749543311782202	2.061777038703504	1.9913680476981583	2.7171137423450977	text	adults
694	1.437306394364351	1.710030732749964	1.268365155404211	1.3144725613175656	1.5711449054879267	2.5162161680215727	1.1703324396664492	2.7433119911335906	text	adults
695	1.3094991316628424	1.6859617169995311	1.1896887128662854	1.0890045923334133	1.71217022928898	2.355145502481118	1.886705995208248	1.6590868315875678	text	adults
696	1.234637468860354	1.5577819719998056	1.3610328085194778	1.2457718023979816	1.6256770049576084	2.5092268115091327	1.640111755733956	2.3271138638073663	text	adults
697	1.4859858594425757	1.5104040984342593	1.3683180855873402	1.177094298286101	1.6522262942891612	2.6990401771577197	1.6348547116514858	2.434488583009293	text	adults
698	1.3841154012855266	1.6668799405399248	1.3841939445751268	1.4035123426206106	1.570463005953476	2.36989711630072	1.7972933559463662	2.51671493832214	text	adults
699	1.2934164543154578	1.5346523302095956	1.3399993844698945	1.2587485827634755	1.6894069097532651	2.8759598041350216	1.7823488075429759	1.9002384400700674	text	adults
700	1.4425580408878989	1.6466881972007699	1.3092439221635488	1.303288447371563	1.7389449030821396	2.0475037632856616	1.6339119615183597	1.6889087832860878	text	adults
701	1.3067934170528943	1.6060272061389234	1.1865385111569633	1.3112804719715645	1.4383026253001898	2.525193643128512	2.130677278317888	2.2854977108406125	text	adults
702	1.3523202072415401	1.5362766766614855	1.636676236738628	1.2981756763555672	1.3218591950769787	2.3290682606063497	1.752132660093039	1.9046465009668323	text	adults
703	1.422905740256763	1.6270649580219967	1.597735224542667	1.2800406226698349	1.446390881149968	2.2209596207937143	1.6053518074128228	1.9466264783262286	text	adults
704	1.38737889310998	1.7221290921218755	1.2072089944301911	1.2516287659912941	1.6518248332878707	2.4562575960639603	1.773679609447707	2.4834298714326084	text	adults
705	1.407581555260142	1.433385875417271	1.2785639058719735	1.2753937368920323	1.5977088828860126	2.6588168446124447	1.5356027774472663	2.1712175682598156	text	adults
706	1.4636472392798683	1.4901436430453907	1.4352534122929597	1.4129066791787634	1.5424555832892384	2.627567706324326	2.363784662616836	2.2332968046142376	text	adults
707	1.3936212749948458	1.61325378026882	1.281819525752388	1.2102157311578776	1.7045964117490064	2.379560420740616	1.8995054252611465	2.0250903285061255	text	adults
708	1.4086070263833317	1.7391010480123437	1.353566575198878	1.4099687845700726	2.057304822796859	2.549272940301897	1.7730363201294583	2.012575160364183	text	adults
709	1.3486563471164459	1.8919286990264592	1.3152896981730227	1.4170959609649598	2.0685740406403026	2.8989002417156278	1.777083264045515	1.723599853017273	text	adults
710	1.4176356990068275	1.4416972451299634	1.376310013882819	1.3489223436246125	2.2895752743401223	2.413542865563155	1.946293590701682	2.322332025666025	text	adults
711	1.466942782130927	1.4839267774613134	1.296143952489397	1.2496242110801201	1.39275392839391	2.2354008225601625	1.8514125720151275	2.2749097738850104	text	adults
712	1.5029064374701808	1.894346294655522	1.5321616107697644	1.3819760739917104	1.532145635443801	2.0845572698061514	2.4341493895629576	2.0698898548388818	text	adults
713	1.487480871027826	1.7157992640804989	1.2835763215311267	1.3029552536449	1.712903141563958	2.234956940171996	2.3568987315571857	2.2675656097450556	text	adults
714	1.426013087719547	1.769232822637394	1.3918615093293525	1.244812813667288	1.621352809747038	2.2907705863641046	2.1341333322365816	2.0301177654140856	text	adults
715	1.2357948591795698	1.508716395071874	1.3139915081527151	1.1761207696560299	1.992651079483455	2.411522002721813	2.214228377038545	2.0547372285056116	text	adults
716	1.369055335866484	1.7463344364036244	1.4078804254674562	1.2640712275130026	1.9902746146989403	2.360954471440911	2.1827182443497772	1.869780687901933	text	adults
717	1.2620298965566534	1.5489041505892038	1.2861193713270558	1.3064622248298208	1.5954488506724331	2.2340987732575486	1.7654704360438507	2.262899442709047	text	adults
718	1.4024157282694572	1.7419880376586487	1.3686719686591968	1.3308968512114487	1.2638599374375838	2.524646316531656	2.1478434523526824	2.198963834903951	text	adults
719	1.3966872705896778	1.6580472471609604	1.4328251970971078	1.2980084601684896	1.1335469417871298	2.6839282611136857	2.3110471073310066	2.037883997750652	text	adults
720	1.364872332138662	1.6335334961972032	1.2974225243958304	1.3472788959848743	1.904619793572212	1.8942261019653088	1.95616353699267	2.202473260023573	text	adults
721	1.3458040219566192	1.6634194329494751	1.3240243276862458	1.3166766950779345	1.5471042276795148	2.951261950428036	2.018336504111236	2.275736657348008	text	adults
722	1.2331982894379516	1.742223828799514	1.429833708339518	1.2979670661030116	1.4552269269698936	2.01252367002337	1.868227732338101	2.393827227742293	text	adults
723	1.4783163063801852	1.710024883266608	1.5063458275700685	1.2241958539109246	1.735846219362083	2.5696568349005364	1.3102651319050866	2.115895238964073	text	adults
724	1.3611525757986	1.7573164208557008	1.4643086868456392	1.343184447155806	1.9754024548024658	2.223754878876171	2.302554468106776	2.203404937999751	text	adults
725	1.3776916443407137	1.6006345607381682	1.2103896605513749	1.2293588774394864	1.5473190518941742	2.389810541880749	1.830584926714868	1.7541658142042638	text	adults
726	1.4674305964763095	1.6596144480028192	1.283029292377714	1.4456956970306982	1.8294769555108092	2.4680981487169196	1.8453128061605932	2.3184543241293736	text	adults
727	1.263615543696169	1.6233683657284825	1.358720849064107	1.4657809740579055	1.5578170352608702	2.6061508571514223	1.2838525905803033	2.2557236025036036	text	adults
728	1.411200780479747	1.6248489580040162	1.4755005493082882	1.2778561861584792	1.2490805596881407	2.3894365208082093	1.9994063649088198	1.6460510793890917	text	adults
729	1.3623461148683624	1.6345429297603418	1.1910904310993071	1.3264074662990701	1.6225092980264313	2.339977061571171	1.681726183564681	2.234566406983868	text	adults
730	1.4109848508411726	1.7232120070406587	1.3684006913052698	1.3598589352156867	1.7405492881763682	2.386798640437631	1.9444837920448066	1.974058618797271	text	adults
731	1.3701657276064179	1.7896364479330416	1.2634582942232933	1.2908211037362052	1.4251772323192486	2.4062940764453837	1.7614965369529847	1.9237613315395774	text	adults
732	1.2008058403074637	1.704434623824978	1.375461865995643	1.3540017406507032	1.8641741469249404	2.523480221573569	2.068778102142495	2.206726732858711	text	adults
733	1.1608934194314848	1.5475027511238468	1.180757119335728	1.291219246916658	1.5805129277483112	2.266874484970697	2.228892924247168	2.4702376752894737	text	adults
734	1.290950193299568	1.5114350504257177	1.4509294791572132	1.3509477132595356	1.4453654245967091	1.9979677885967178	1.862013653057173	2.6540138960106985	text	adults
735	1.259912866778836	1.5581894756643797	1.3147850604760973	1.0660959537938237	1.7362499472498178	2.0108692149896434	1.9335527373356465	2.6537928612296486	text	adults
736	1.4811733410556105	1.7324712368943835	1.3905508147475756	1.6044506376774934	1.6631759833432456	2.6990636566525414	1.9277302707264041	1.9148838411186757	text	adults
737	1.4137553647260641	1.7079516132786392	1.4481490957513465	1.513160363821917	1.5410788154290973	2.502898118314363	1.599282564790063	2.1056146243167393	text	adults
738	1.2858984414472812	1.7954942554145061	1.0449598168224263	1.3363220920794765	1.5753320433234448	2.264216470292763	2.322616853853313	1.8030509863458961	text	adults
739	1.2265876269714715	1.4634182139684255	1.4788600560502965	1.315531267343794	1.5821046224515176	2.6515201597474385	1.9897976715213601	1.8180541411451758	text	adults
740	1.381520288459885	1.723375490046479	1.2574946871978832	1.3850755733590616	1.3644485007100902	2.7478068316195285	2.0133897296530763	2.153674806041515	text	adults
741	1.4922154380602546	1.6300854202177804	1.2352697081849495	1.3939462899474482	2.2826397416261814	2.42888335594707	1.7379888427747605	1.8831242574135767	text	adults
742	1.3786794702335743	1.7240684016196737	1.348688850460704	1.356268195047293	1.2130441599100725	2.4086104069430414	1.9998302406417212	2.2847902988074646	text	adults
743	1.3403903621240831	1.6819652661316014	1.30056813670405	1.2061476432022018	1.6103030043732274	2.4212798754661917	2.4268183316779397	1.9446406283224051	text	adults
744	1.3407632313025952	1.6708479256551063	1.314941851409977	1.3612886489729552	1.6192899102785074	2.5810883136409712	1.5908561137914934	2.3261601294495655	text	adults
745	1.3090090699232588	1.7688165567459149	1.3294311308907594	1.3580828501970021	2.0106812123934334	2.701788838892173	2.1020029162285856	2.4633421650350775	text	adults
746	1.3778339847540915	1.7526247905811192	1.3847905291066696	1.383269609321335	1.4421502901695977	2.5179304894432417	1.8159629850557109	2.0047393488550997	text	adults
747	1.4146434957716325	1.6201790721517282	1.2598801358015657	1.3803091714765914	1.4539270961669477	2.354593739794714	2.078157041180578	2.0325775818096323	text	adults
748	1.4250927362783254	1.7745545644959428	1.2953520561227205	1.2384645503411955	1.7317823284766178	2.6551593593563187	2.231303232179998	2.152386267895382	text	adults
749	1.3150006127172107	1.7248315392424518	1.2685275099013842	1.3679561991923392	1.7761726435496068	2.7851049195647555	1.8520777524319656	1.9665972032488412	text	adults
750	1.3474104047783027	1.725248263933068	1.2321531230648792	1.2845746973498184	1.8678781117098915	2.759583773678898	2.2465255067602663	1.9454714541839089	text	adults
751	1.348873347716545	1.659677807339902	1.196321526877815	1.2020401844267532	1.6043967101022298	2.380034883642795	1.935139406849247	2.006221505023467	text	adults
752	1.3298897767546105	1.699626951608392	1.1957021510129047	1.2993483982443725	1.572538820289311	2.625120998106939	1.737139388505427	1.9972278291340009	text	adults
753	1.4108948385525364	1.7372199675956361	1.3903728788383778	1.3110910907843762	1.419453376919336	2.1811237015238722	2.062703153687571	2.341265694127908	text	adults
754	1.3813119474435314	1.6729319785400107	1.358776463095741	1.1626582590209622	2.179124159686342	2.2797178705009364	1.9610836705465893	2.146568609967797	text	adults
755	1.5260254743310078	1.6416188068366768	1.534958273203712	1.4200804055981182	1.3367236364273374	2.3544628330888973	1.969014787985964	2.0044907091577477	text	adults
756	1.4612333872247762	1.6397458798739868	1.2749895915285374	1.3955029779597543	1.6477092761638503	2.2068656760047354	1.7426337776165377	2.3397613078305213	text	adults
757	1.5044190505744566	1.7342359034835275	1.5045174433216504	1.3805142716646865	1.696045922853809	1.8329114428050894	1.7269044669839313	2.593496163960723	text	adults
758	1.500657987510607	1.6894970069194304	1.324990650944238	1.332204531722205	1.93918647982886	2.5949579174871777	2.0722150658500516	2.5242705675894586	text	adults
759	1.584907987348288	1.702978365696468	1.26466025521202	1.3716149845335968	1.8668785350092212	2.770638063431938	1.6030555717461183	1.965814651648955	text	adults
760	1.5365373013817938	1.7328577990852327	1.479815287884502	1.3703216450859457	1.3341077957003784	3.076648087213374	1.50309098078018	1.8993941525535465	text	adults
761	1.4673075538804339	1.7094313760597335	1.1600054074437207	1.2374756275825527	1.7761336659350053	2.4837219062628915	1.6451252545405777	2.171986077031922	text	adults
762	1.430062507078007	1.7447494022232903	1.23477410082651	1.2260193535269637	1.6662963060890272	2.797357227697534	1.6698527001558028	2.1268804103921877	text	adults
763	1.400813670511052	1.5292721286206366	1.3284472219264476	1.2489681850211343	1.1551747177166543	1.9693646399433342	1.929665911303242	2.5314859036296777	text	adults
764	1.4046177188666717	1.727247699174604	1.3779129694264023	1.366799686748844	1.6695269347353674	2.3215215759406664	2.040545067899262	1.8356342079764811	text	adults
765	1.4385179904669387	1.6943924395492287	1.3545871733154433	1.3090068520030438	1.6911298253879303	2.5837032647532117	1.9191363827296684	2.283209355045393	text	adults
766	1.2594134657242866	1.7058401665040197	1.2953454319654645	1.3270875583992436	1.3061571514839043	2.9219006082423156	1.8169136340945058	1.778090724556423	text	adults
767	1.5271362492618636	1.7028125446454676	1.4111579776170562	1.249789768594887	1.4860377766453488	2.740350362658732	1.772699358368979	2.331260003890938	text	adults
768	1.6285735305512754	1.8040008882625522	1.3849946321531148	1.355161602635578	1.5709153601829493	2.3131897492813716	2.165465728516173	2.3106175782409757	text	adults
769	1.7417402413241256	1.6800717128642435	1.3413537361042336	1.3515885021957874	1.5563554286669508	2.428233846459153	1.84341800292071	1.7912262294102528	text	adults
770	1.1473139003428747	1.7644832594077737	1.3793140661979035	1.5046936843879126	1.4228124854619963	2.59262274803097	1.315007768493728	2.2738675312178427	text	adults
771	1.3475339589303967	1.6681617997019733	1.3051976998566615	1.4589695855631852	1.354911604577543	2.0630252265052746	1.592015486789087	2.1681696267199673	text	adults
772	1.4449202591123487	1.8159778534723352	1.2747728036981163	1.3246555573580576	1.8815766138500871	2.5042815779594654	2.0294981439593505	2.110475471333803	text	adults
773	1.4700618942031665	1.7778123946929805	1.1736138470180815	1.2111761375811458	1.8260663675294195	2.171712015566646	2.075170606051727	2.031973144812036	text	adults
774	1.353003082072886	1.560707407927258	1.492327218051042	1.3601091013547184	1.7633759689042434	2.024239627773347	1.807726620612649	2.214114759537996	text	adults
775	1.3692004042970882	1.899982212516623	1.4806926251318657	1.359242345758178	1.9873577272366143	2.4588651231115066	1.688461528692327	1.9678483881167863	text	adults
776	1.4482432056756944	1.6465559147274622	1.3624711396392464	1.247691785174997	1.752355312170788	2.5128746062767378	1.9467623360900688	2.042506135085378	text	adults
777	1.46655828332527	1.6583118304151716	1.4324025483032248	1.2622985837828176	1.6284594553142657	2.370550407309513	2.5004067673720716	2.212846228133917	text	adults
778	1.4278492254164865	1.7762197330749472	1.3846198627339394	1.355601764043394	1.5898926798547015	2.2551039270792947	2.2128433181768328	2.5006085091524857	text	adults
779	1.3883839684964747	1.7960796435166202	1.492830816511932	1.3136787880013174	1.8827200717833894	2.0424912339357255	2.0894847940752355	2.2483284737773404	text	adults
780	1.3662448961580418	1.887446796857359	1.321442024352001	1.4144607104961782	1.890180863351477	2.0965590073234375	2.218895844478544	2.258556186125553	text	adults
781	1.551374465545177	1.8540463745604954	1.4115209335501429	1.4055319127764856	1.556572372298659	2.4824283740784607	2.0210055859406286	1.9311661147431207	text	adults
782	1.57047227834553	1.962859328935322	1.39228871101517	1.410205676639139	1.6883687864815866	2.3295367617488894	1.8826007782493073	2.178304621062826	text	adults
783	1.1353144716248105	1.9264697698933158	1.4661180784246826	1.362278094456601	2.098273169012456	2.153704690860718	1.9007493573214866	2.2525414176203835	text	adults
784	1.294717673353996	1.5726085620123929	1.506739370916271	1.429042656080873	1.7755022531707063	2.632384180259691	1.6413035392147357	2.094323343434971	text	adults
785	1.379089110238155	1.5170350793676053	1.52332120971348	1.2668978740540497	1.8518833529620102	2.86716821763431	1.4409281744415665	2.131699009213682	text	adults
786	1.3264006384576854	1.5616787969809203	1.465646993989667	1.4734896532330108	1.803788343005267	2.4190131897308063	1.6421317683104755	2.5085394092170232	text	adults
787	1.371976200479386	1.9364379278890158	1.3340652548690113	1.3493592348437953	2.0706284374520028	2.625956362876854	2.038479383816245	2.05293627727512	text	adults
788	1.405879343022425	1.5346908010577298	1.3523003322126639	1.431442076361662	1.4703047928611053	2.4839492234109795	1.9409754591763713	2.446902458504721	text	adults
789	1.215055637308836	1.6031137066840757	1.3278030275799868	1.279651693183908	2.1573565346606425	2.4422284093913715	1.9694973254503485	2.2794485086267513	text	adults
790	1.3374048775427034	1.6015960683852613	1.2850348050006333	1.2823790605309313	1.6872311466616916	2.141778691335361	2.320195151236173	2.3109009047197673	text	adults
791	1.3483204752856337	1.7766439139104173	1.1573712437986257	1.2777697117144784	1.6283600249279189	2.511661838615663	1.8682429855485099	2.1515013852729354	text	adults
792	1.2568113032231072	1.6348154507056858	1.1752084938581608	1.2151588197825318	1.9622642673229531	2.0878988310041455	2.114192894485023	2.413636587656849	text	adults
793	1.3894557433007286	1.7022684751654276	1.3471957611279506	1.2617815103864418	2.0172158686745827	2.6146208363119436	1.6877132051532744	1.7044785776817637	text	adults
794	1.3786304293600777	1.694468857154336	1.3062302685187244	1.4202991543099466	2.135916581926015	2.503130622080301	1.8080073269671557	1.726228495123913	text	adults
795	1.273614028085877	1.745535655092365	1.4210357136059564	1.3390671039077282	2.9204954556312988	2.208917300050759	1.7756808043057655	2.08686385423604	text	adults
