	a(ASL)	v(ASL)	experiment	age_code
123	1.7989974186723892	0.6159984882736316	trio	adults
124	1.6866796267549438	0.6286221549290126	trio	adults
125	1.8054160109200255	0.6324805769308689	trio	adults
126	1.7839634077514765	0.6813363540821096	trio	adults
127	1.6984712265096085	0.6806160826623701	trio	adults
128	1.7629229083445577	0.7586914737738749	trio	adults
129	1.8124517793863888	0.7038208487457323	trio	adults
130	1.8135216861543115	0.7523627332765742	trio	adults
131	1.701245164719068	0.7861231286632326	trio	adults
132	1.7113236715617037	0.6898912943133975	trio	adults
133	1.7730535091806072	0.691924108105413	trio	adults
134	1.7414475233431728	0.6458148066630574	trio	adults
135	1.7285733746167642	0.5733482846506928	trio	adults
136	1.6299238585994602	0.5856376216278321	trio	adults
137	1.7165087171936237	0.6530792988200881	trio	adults
138	1.7445921285497672	0.7204380424221428	trio	adults
139	1.7303525827628505	0.7899703033063937	trio	adults
140	1.6690756384259593	0.6662105274445294	trio	adults
141	1.743463571339296	0.540204510753806	trio	adults
142	1.7267486133819154	0.7464808974019667	trio	adults
143	1.8134750662522512	0.6242254031636091	trio	adults
144	1.7284958528321923	0.6382542113088414	trio	adults
145	1.6924735283326682	0.5967045559727611	trio	adults
146	1.7118729378212747	0.6797554625728582	trio	adults
147	1.7317455578847019	0.49160704422672774	trio	adults
148	1.7369030645203045	0.5597543040682424	trio	adults
149	1.8005349144563474	0.5037204052496681	trio	adults
150	1.8600449883711265	0.5244259925994235	trio	adults
151	1.8197058107825377	0.6864802085367716	trio	adults
152	1.7595531973616674	0.729211337162526	trio	adults
153	1.6204638895636636	0.7493978254781752	trio	adults
154	1.8591524109622695	0.7160284308569292	trio	adults
155	1.836892920040555	0.7682945021742197	trio	adults
156	1.843069982440062	0.775302779698418	trio	adults
157	1.840745111502817	0.680917050521768	trio	adults
158	1.7670487812890605	0.6183242807508915	trio	adults
159	1.820418874184547	0.5299665092207013	trio	adults
160	1.7417693804187253	0.7703579893428755	trio	adults
161	1.7594798133077418	0.6941520727831112	trio	adults
162	1.7704206447902868	0.8600893161565646	trio	adults
163	1.7689632454710253	0.6822086820546487	trio	adults
164	1.871137439813612	0.48131600691424353	trio	adults
165	1.671114180006076	0.6096018655075633	trio	adults
166	1.7263753412228093	0.7101270169288811	trio	adults
167	1.7488207530875188	0.7063612803194707	trio	adults
168	1.7627275902658814	0.6361567887026579	trio	adults
169	1.7317384902192958	0.5878180148224911	trio	adults
170	1.7440409253322318	0.5155016256349253	trio	adults
171	1.7334736779879458	0.7106991567820117	trio	adults
172	1.8246239024482525	0.6432479818850518	trio	adults
173	1.808225307146027	0.7773991380380894	trio	adults
174	1.8346473629055824	0.6580396995993605	trio	adults
175	1.827892862706313	0.44659195102508686	trio	adults
176	1.7787131940403937	0.48089449460709693	trio	adults
177	1.7718347193272357	0.6310350210698061	trio	adults
178	1.778419291690728	0.5686661939717751	trio	adults
179	1.7503308246360367	0.530758848952865	trio	adults
180	1.734334190245401	0.6662140506755825	trio	adults
181	1.8817374128949704	0.668951344576255	trio	adults
182	1.921656791912306	0.4565677298557376	trio	adults
183	1.8567368535664173	0.5288982230138953	trio	adults
184	1.8468595202437155	0.48342759208327096	trio	adults
185	1.7980721567406541	0.5536014315636587	trio	adults
186	1.728653905329744	0.615374428478887	trio	adults
187	1.7783896241491253	0.6623523685177717	trio	adults
188	1.740667535793579	0.7092439989779343	trio	adults
189	1.7697715548729733	0.6049977619263531	trio	adults
190	1.7567642851396668	0.5598565294813067	trio	adults
191	1.7213457912746821	0.7448883523782004	trio	adults
192	1.7469151946194048	0.6141518906051906	trio	adults
193	1.8166491480724118	0.646580407817856	trio	adults
194	1.841651948805899	0.6244012695520835	trio	adults
195	1.7087698857011824	0.6351376803990885	trio	adults
196	1.689198930744397	0.5501718683515845	trio	adults
197	1.8095634031037138	0.5738253427515548	trio	adults
198	1.7974904193726968	0.613675893355471	trio	adults
199	1.794121483042413	0.6510597468239939	trio	adults
200	1.8323822341244356	0.6921504887125852	trio	adults
201	1.7613956236389336	0.6559287177277364	trio	adults
202	1.8381199329780236	0.6337017636078139	trio	adults
203	1.7813654086033313	0.6696472913216497	trio	adults
204	1.8305862506775208	0.6053572049316187	trio	adults
205	1.6615110889605553	0.46937299822093104	trio	adults
206	1.728024294893097	0.6890009670837924	trio	adults
207	1.7727663168013712	0.7466042385708993	trio	adults
208	1.6763419553132035	0.6612198807483619	trio	adults
209	1.6717276290143008	0.7148893165577738	trio	adults
210	1.7697720254366085	0.7043802502529117	trio	adults
211	1.7143628065389866	0.6773846994852842	trio	adults
212	1.7222609711717018	0.85097081282193	trio	adults
213	1.7700953629162692	0.7287583914528049	trio	adults
214	1.7753258273849315	0.718697544246109	trio	adults
215	1.6657862505875538	0.6492504956669629	trio	adults
216	1.7656241098727858	0.6723407122728354	trio	adults
217	1.7137977665222135	0.43454047774322085	trio	adults
218	1.7328019189895936	0.592497687905627	trio	adults
219	1.7442890524416006	0.6284513457498154	trio	adults
220	1.7939434699323533	0.49384236128161474	trio	adults
221	1.7710490718110932	0.5377040757026414	trio	adults
222	1.731679565701838	0.7454061188409328	trio	adults
223	1.6862053196486242	0.53615861832047	trio	adults
224	1.7355591981862042	0.6503356173742404	trio	adults
225	1.7367336521189787	0.610736206805763	trio	adults
226	1.7212290776368142	0.552349746738155	trio	adults
227	1.7441838577490967	0.563484875711353	trio	adults
228	1.7167894339492946	0.7002228852584239	trio	adults
229	1.725237244433698	0.6138536577691197	trio	adults
230	1.7851351782807516	0.6045183586914921	trio	adults
231	1.733706572134046	0.5284449970470014	trio	adults
232	1.731452132804122	0.6547074604397052	trio	adults
233	1.7497815230016802	0.5390171279407743	trio	adults
234	1.7312423609200018	0.6812909479945068	trio	adults
235	1.766096431299878	0.7048667154004762	trio	adults
236	1.7202753599656773	0.6539891312525965	trio	adults
237	1.757493861077088	0.5448045030285634	trio	adults
238	1.7256650198986414	0.3439728138900675	trio	adults
239	1.8061536678997336	0.49824059230326384	trio	adults
240	1.802565244324763	0.6351999917114128	trio	adults
241	1.8096133779378927	0.688208009632104	trio	adults
242	1.8387331213075164	0.5844679210418267	trio	adults
243	1.7345573238160603	0.5299938244428196	trio	adults
244	1.7195436419617105	0.7112641339049788	trio	adults
245	1.7965309499595532	0.7705017494913106	trio	adults
246	1.7740260755963977	0.6028480035691683	trio	adults
247	1.802553246368841	0.5126644272434145	trio	adults
248	1.711616539972163	0.6491477083090866	trio	adults
249	1.7555834443378462	0.49451651968872085	trio	adults
250	1.766228650291439	0.45124878282120556	trio	adults
251	1.8151092665693158	0.8512842023851446	trio	adults
252	1.7825855528828234	0.5526984649860032	trio	adults
253	1.7693968375740463	0.6989311856463133	trio	adults
254	1.758570549412873	0.5660007261989964	trio	adults
255	1.8138158999533076	0.6446755619635062	trio	adults
256	1.8946074833903492	0.7329182414788531	trio	adults
257	1.8925098071142346	0.7854433635944438	trio	adults
258	1.903059620834444	0.5289233966777716	trio	adults
259	1.7569848081156791	0.6055320069447698	trio	adults
260	1.6966205317676892	0.6885001213533142	trio	adults
261	1.7337779206017012	0.7153947177089366	trio	adults
262	1.7665139977028859	0.6493156350570143	trio	adults
263	1.7712387388004636	0.540845233040252	trio	adults
264	1.7325991522644455	0.6293801006945312	trio	adults
265	1.7383708810865814	0.6945767685773767	trio	adults
266	1.7271039790464884	0.6977095591334435	trio	adults
267	1.747265359841387	0.5719093932181993	trio	adults
268	1.6870574652854988	0.49960044267021797	trio	adults
269	1.682435360398962	0.8313594372415709	trio	adults
270	1.724875225306623	0.9449666606758529	trio	adults
271	1.78255891009615	0.6575976945174006	trio	adults
272	1.8149838116436228	0.5638832996425704	trio	adults
273	1.7977982306119646	0.6023798272127759	trio	adults
274	1.6899870475184096	0.58206689851213	trio	adults
275	1.7401551749252067	0.5348400940475426	trio	adults
276	1.7019182135683335	0.6575556563223591	trio	adults
277	1.7628410903487977	0.6905305786551376	trio	adults
278	1.7342887010290633	0.5689808100999665	trio	adults
279	1.7982784725371375	0.6257905332161929	trio	adults
280	1.8299560664793804	0.5969525592048063	trio	adults
281	1.795332789913179	0.7142121202816144	trio	adults
282	1.68677329955006	0.6572859137568131	trio	adults
283	1.8115106753593966	0.7447516007034222	trio	adults
284	1.7971911784465961	0.6248072761184387	trio	adults
285	1.8133309744109967	0.5444910607797878	trio	adults
286	1.7245106931887988	0.5541586510621239	trio	adults
287	1.706167142626682	0.4287470350205362	trio	adults
288	1.7082426988898385	0.8014261190332738	trio	adults
289	1.6966826334347336	0.5422367996060773	trio	adults
290	1.5958035970358955	0.6406871363167377	trio	adults
291	1.732109863114729	0.6182752540692052	trio	adults
292	1.7969899485074925	0.6973951387723554	trio	adults
293	1.7564772685515684	0.6934491977831747	trio	adults
294	1.8170216204039438	0.7633561787102897	trio	adults
295	1.7785096897101453	0.7452624461727481	trio	adults
296	1.7464766923273063	0.8191881137215731	trio	adults
297	1.7998388571626864	0.6392811509581059	trio	adults
298	1.7800767013364867	0.5866153475410512	trio	adults
299	1.7642606486376122	0.5412125826972949	trio	adults
300	1.7978869004163447	0.6066098210342263	trio	adults
301	1.7152970798896612	0.6672418559649326	trio	adults
302	1.695040923587749	0.7134629390087438	trio	adults
303	1.6446050228441143	0.5304041976553698	trio	adults
304	1.7247896970369614	0.585122829701126	trio	adults
305	1.7283425457262664	0.6425512608802437	trio	adults
306	1.7226744925279822	0.4491001696764656	trio	adults
307	1.732029483343834	0.6035017806701108	trio	adults
308	1.6457837081073814	0.6228912866811093	trio	adults
309	1.7321549378466994	0.6847621172567212	trio	adults
310	1.7292291821365784	0.68669100612861	trio	adults
311	1.7240732692797949	0.8841653946946331	trio	adults
312	1.737225083769201	0.722413225213611	trio	adults
313	1.7379607259125358	0.5590929082834866	trio	adults
314	1.8564620750611933	0.6260331182362328	trio	adults
315	1.8639855403105834	0.6375160319353239	trio	adults
316	1.7722848375333058	0.7360532165161007	trio	adults
317	1.8365522595839	0.6405515456655698	trio	adults
318	1.712122119239046	0.6907331613111685	trio	adults
319	1.6781459959112914	0.6099696293594924	trio	adults
320	1.7703614190466435	0.6417285334237269	trio	adults
321	1.767690795211055	0.699377586315837	trio	adults
322	1.736572905446827	0.6490797101258589	trio	adults
323	1.761405176541573	0.5430587841147945	trio	adults
324	1.6467973165609116	0.5660792961323845	trio	adults
325	1.7992231962570133	0.574177170784823	trio	adults
326	1.685677294297843	0.43800040084358005	trio	adults
327	1.6762373706363998	0.5121424249236842	trio	adults
328	1.6783124377048058	0.3994060028502455	trio	adults
329	1.6960257335087237	0.5253786522977514	trio	adults
330	1.6955697441930575	0.6018499156552547	trio	adults
331	1.7065084466131835	0.6713358569874255	trio	adults
332	1.698555801299633	0.6381445752475482	trio	adults
333	1.7346470672687764	0.6621967684713109	trio	adults
334	1.7083687998645365	0.7609458463752373	trio	adults
335	1.7652621785377602	0.7979164128671272	trio	adults
336	1.7714067585138948	0.6554003002269218	trio	adults
337	1.7021920277404368	0.4855653531539026	trio	adults
338	1.834882872690013	0.4766166299499564	trio	adults
339	1.8159716320473294	0.5996534488054214	trio	adults
340	1.7382713382880601	0.6004044763795797	trio	adults
341	1.7018308406393887	0.6463600977480745	trio	adults
342	1.745953410412094	0.5672100924173697	trio	adults
343	1.7886310377157093	0.5865989174598663	trio	adults
344	1.7070893369334734	0.6803623928402325	trio	adults
345	1.7689045892499018	0.5978853230060663	trio	adults
346	1.731468124589701	0.7486100846097459	trio	adults
347	1.759641711509171	0.5253848550715559	trio	adults
348	1.7171262716732276	0.5729571644468505	trio	adults
349	1.7184049459388933	0.5185051894029775	trio	adults
350	1.6647887256936875	0.6342204604920514	trio	adults
351	1.6976998448355851	0.6118967628761584	trio	adults
352	1.7728644391570105	0.6168543026445545	trio	adults
353	1.7276584629439078	0.718895602029506	trio	adults
354	1.746086968438604	0.7652754021946714	trio	adults
355	1.548984336360393	0.6776610978963399	trio	adults
356	1.6780243410218918	0.6785641049105681	trio	adults
357	1.693761148089787	0.6292151690875446	trio	adults
358	1.77513877351238	0.6312276744294449	trio	adults
359	1.6350174118171756	0.6535317009972124	trio	adults
360	1.6666402017034865	0.5962807828561508	trio	adults
361	1.8852509665405592	0.5895940853710976	trio	adults
362	1.859354458590086	0.5897963432720161	trio	adults
363	1.7248284308773245	0.7222920171168858	trio	adults
364	1.7189934595765135	0.7738957790273041	trio	adults
365	1.7233469632312723	0.627386840876236	trio	adults
366	1.7606194242923032	0.6268893812465539	trio	adults
367	1.7783453737669475	0.6072554221355064	trio	adults
368	1.7601979143754278	0.5844491208723137	trio	adults
369	1.7055964332031723	0.49348973377519545	trio	adults
370	1.6172840136210278	0.5185001131506008	trio	adults
371	1.760813282301932	0.5348288808466672	trio	adults
372	1.6943064775799874	0.6998708982754821	trio	adults
373	1.786371658056029	0.5703851393779251	trio	adults
374	1.6881825272374966	0.6149289577846297	trio	adults
375	1.7573529006376452	0.5565905168632684	trio	adults
376	1.7509444126541505	0.6983858712341677	trio	adults
377	1.735765660535724	0.5302389890971808	trio	adults
378	1.701701085997452	0.5241472993370324	trio	adults
379	1.7642348103432255	0.43072099199363845	trio	adults
380	1.6867655383120612	0.39054365366268556	trio	adults
381	1.7820767010966172	0.3892781162375506	trio	adults
382	1.8157980003752199	0.5975256567219632	trio	adults
383	1.7686142834314083	0.622809338758553	trio	adults
384	1.806653695262433	0.5833449612603339	trio	adults
385	1.8019510882998386	0.6746599906585931	trio	adults
386	1.7443626378971753	0.662232402428323	trio	adults
387	1.6995983533121728	0.5318652809020185	trio	adults
388	1.7104700156348132	0.42295792770783225	trio	adults
389	1.6510663507069823	0.5517972708613927	trio	adults
390	1.7294536039940447	0.6283520595031922	trio	adults
391	1.741317349310346	0.6811346418453562	trio	adults
392	1.758100764378062	0.6477089291807147	trio	adults
393	1.7634151190565066	0.6411449587345954	trio	adults
394	1.7860653039491736	0.6447301633234819	trio	adults
395	1.7130199551861116	0.6416043855623852	trio	adults
396	1.7308588190140932	0.5649959299865542	trio	adults
397	1.7055649882205315	0.5878987351302665	trio	adults
398	1.7989326821305882	0.5778276840492721	trio	adults
399	1.7618341649322984	0.4421758054413721	trio	adults
400	1.7585515492579025	0.6396515865358157	trio	adults
401	1.6700392232291241	0.6286494783447804	trio	adults
402	1.7715020957838075	0.7276855253126466	trio	adults
403	1.7522502076777124	0.7084439175907585	trio	adults
404	1.733763106204315	0.6236511714546655	trio	adults
405	1.687932993106024	0.6593269282801313	trio	adults
406	1.6601949981094357	0.6331480539155226	trio	adults
407	1.7626305818355863	0.6684053462026934	trio	adults
408	1.7714301912693324	0.5840532016715708	trio	adults
409	1.7881755040005	0.7375534213738927	trio	adults
410	1.8417793320638012	0.636372186265102	trio	adults
411	1.8084500066669902	0.8495952140221325	trio	adults
412	1.8897653987255787	0.5972668816375466	trio	adults
413	1.892415550805052	0.6751925478629119	trio	adults
414	1.9068592593423734	0.6644809249614478	trio	adults
415	1.7283898066331713	0.6314521369168473	trio	adults
416	1.7257561555940453	0.7755994228659439	trio	adults
417	1.7047822127845458	0.8404808246907909	trio	adults
418	1.7739953035166538	0.6443352175746009	trio	adults
419	1.7395014289121153	0.6475912948830465	trio	adults
420	1.7842197377258013	0.6593245504577376	trio	adults
421	1.7732675026207834	0.564275983206415	trio	adults
422	1.8746380805596023	0.8183129710367275	trio	adults
423	1.8411279174910504	0.7375358211296514	trio	adults
424	1.790859299824792	0.7166709024548448	trio	adults
425	1.8177199588491604	0.552106424227025	trio	adults
426	1.858101894434486	0.5457970010791926	trio	adults
427	1.8067824889682251	0.6278697149482861	trio	adults
428	1.84839105864988	0.752277517521967	trio	adults
429	1.771316243891348	0.5210983121746708	trio	adults
430	1.73121236237609	0.4751321988259816	trio	adults
431	1.7952801729458516	0.575931794515941	trio	adults
432	1.7853250487556276	0.6319942990630502	trio	adults
433	1.704667600077093	0.5499028878973762	trio	adults
434	1.62520962399688	0.6080649276609935	trio	adults
435	1.7009189812469376	0.6315367017109075	trio	adults
436	1.731646039113309	0.6322341269684812	trio	adults
437	1.754753542602363	0.595396266064661	trio	adults
438	1.682861570814402	0.5335090239515781	trio	adults
439	1.6505516958724362	0.5314443977862834	trio	adults
440	1.6881716762328711	0.6804084994919595	trio	adults
441	1.736318479166577	0.6492052644711254	trio	adults
442	1.714675572419655	0.5616054348311041	trio	adults
443	1.691109932368686	0.5498565274408143	trio	adults
444	1.7459609454475795	0.6690149992005525	trio	adults
445	1.7850991843064716	0.6812984467442967	trio	adults
446	1.7525717379794372	0.6091721393143696	trio	adults
447	1.6694854986132088	0.6518758864701816	trio	adults
448	1.6986000645155972	0.711016106650178	trio	adults
449	1.708885630836977	0.8176026059144768	trio	adults
450	1.7204507915240568	0.7747809254885442	trio	adults
451	1.7532512686725612	0.7402348728210181	trio	adults
452	1.7604462390241502	0.6465773266975121	trio	adults
453	1.8070606172937111	0.5520346974737762	trio	adults
454	1.713104285993374	0.5445309459081097	trio	adults
455	1.798673500847775	0.8541572717352075	trio	adults
456	1.7079747480464025	0.4490881395709908	trio	adults
457	1.7718110187823335	0.561417473467538	trio	adults
458	1.7649072174040428	0.4017467403261873	trio	adults
459	1.8051312909397206	0.6663145084358981	trio	adults
460	1.8496499459894888	0.5558285838471757	trio	adults
461	1.8014795684154157	0.6892600611644432	trio	adults
462	1.8100298042107208	0.7965633380178343	trio	adults
463	1.8091943273974829	0.7004334898298162	trio	adults
464	1.7557854206135568	0.6535569479626957	trio	adults
465	1.6953452464677117	0.6666422280365711	trio	adults
466	1.665236005259501	0.5615446461369088	trio	adults
467	1.6756175519911864	0.7455312725194122	trio	adults
468	1.7513683776757245	0.7121363800211088	trio	adults
469	1.7485913096211585	0.5901379192932862	trio	adults
470	1.769429763496574	0.5296565334085113	trio	adults
471	1.769079397581695	0.6036856079183343	trio	adults
472	1.6638233401489972	0.5412761731717942	trio	adults
473	1.7230813571643564	0.3900139050493259	trio	adults
474	1.725640011678427	0.5823161728327758	trio	adults
475	1.6660005100227129	0.5502246894315311	trio	adults
476	1.6778915612600642	0.669099325945895	trio	adults
477	1.6850033350200193	0.6287630400856526	trio	adults
478	1.7695736524498231	0.6511358643341759	trio	adults
479	1.7483886638921802	0.5363184357064558	trio	adults
480	1.6999305131245401	0.5183319290767292	trio	adults
481	1.824435239855639	0.47563810251084154	trio	adults
482	1.78558511686042	0.4144935122199557	trio	adults
483	1.7751040220775192	0.4943848999110386	trio	adults
484	1.7646195026327083	0.7507237150140229	trio	adults
485	1.7907534124759827	0.7221990247444444	trio	adults
486	1.8304374517368325	0.7285145570123112	trio	adults
487	1.7935981284582698	0.8699148216721572	trio	adults
488	1.8186853767144129	0.9460685715385382	trio	adults
489	1.7254048817980152	0.7130579654638607	trio	adults
490	1.7775393632986516	0.7550186602012731	trio	adults
491	1.7606312313219332	0.7104357236622428	trio	adults
492	1.849524317836826	0.8445883551770973	trio	adults
493	1.7429624279110034	0.7013153086806206	trio	adults
494	1.696522038920043	0.7063439025490813	trio	adults
495	1.7874365655863822	0.6770154109729564	trio	adults
496	1.7706950143629538	0.5802104854869609	trio	adults
497	1.811142958324179	0.5898572705070552	trio	adults
498	1.8273595653006285	0.4829360278016171	trio	adults
499	1.69738003360901	0.5233013340043449	trio	adults
500	1.678122118638066	0.5977072516013748	trio	adults
501	1.7417960561198302	0.7355825497375895	trio	adults
502	1.7039901659428	0.7013731281640161	trio	adults
503	1.7726231041262805	0.5613982174220428	trio	adults
504	1.7856204082053002	0.7801389197202917	trio	adults
505	1.7431286939940775	0.7217379582088393	trio	adults
506	1.6983123144049823	0.7239568494936003	trio	adults
507	1.7080699002733395	0.6541351478114624	trio	adults
508	1.746552138713434	0.7020730056251834	trio	adults
509	1.7741990166803991	0.7400435960865512	trio	adults
510	1.684980227804774	0.6982849359452173	trio	adults
511	1.802154049799598	0.6362045317904897	trio	adults
512	1.7848741120151759	0.7035314613826721	trio	adults
513	1.8447513375116773	0.6098623688992132	trio	adults
514	1.7199583397501108	0.5762116832771281	trio	adults
515	1.7299106482097297	0.5886393452355805	trio	adults
516	1.7813267109046576	0.6018532614093957	trio	adults
517	1.8591819105713865	0.622665841851265	trio	adults
518	1.7587823064286723	0.6653129751426001	trio	adults
519	1.7800349749965763	0.6664581754772461	trio	adults
520	1.7869504670472016	0.6767803699284977	trio	adults
521	1.8275039947424712	0.7252728578612954	trio	adults
522	1.8121484095721536	0.6737939615375962	trio	adults
523	1.9543738197499376	0.7004118132686671	trio	adults
524	1.7034635401572906	0.8225400905772439	trio	adults
525	1.891423241304297	0.5148932115969304	trio	adults
526	1.9202281055812904	0.7880816626957737	trio	adults
527	1.8641515685486023	0.7681966232065083	trio	adults
528	1.8509754254501432	0.5663849449954017	trio	adults
529	1.831614285476723	0.6181903110226847	trio	adults
530	1.8093131819004165	0.6114126307735962	trio	adults
531	1.8646811648615444	0.5887485710109693	trio	adults
532	1.7918572224580203	0.4611763834726898	trio	adults
533	1.7625550864541575	0.5452128659258254	trio	adults
534	1.7746183032202043	0.7090118388510334	trio	adults
535	1.8138750930930372	0.6369760202667811	trio	adults
536	1.7800699725276097	0.6460983733078534	trio	adults
537	1.8052257516124415	0.4955742316572223	trio	adults
538	1.7330483209247738	0.6411180384296633	trio	adults
539	1.7504708161559746	0.7019522823169314	trio	adults
540	1.736301997486302	0.5651985968348558	trio	adults
541	1.8015737663329556	0.6736117025997155	trio	adults
