	a(ASL)	a(Face)	v(ASL)	v(Face)	experiment	age_code
65	1.7170669287120068	1.3569454841370443	0.7510038920174017	0.5566672990722127	trio	children
66	1.8293995156150356	1.3460334945748658	0.685359521794324	0.4973355492665184	trio	children
67	1.732104661341668	1.358288227261054	0.7133233475658026	0.4741076542327047	trio	children
68	1.7710814140892612	1.3524613712663824	0.7209063777196922	0.46860012150864555	trio	children
69	1.779745452878284	1.2651482623740034	0.5841283828595736	0.5704162119875794	trio	children
70	1.7846370061404468	1.290725961895098	0.6355475074606254	0.4972483014066777	trio	children
71	1.696560231260287	1.3209148067089544	0.7453882258031648	0.5448594870773826	trio	children
72	1.6651671057580053	1.3171431105639442	0.6664258265891265	0.5175758858373052	trio	children
73	1.6784481794172663	1.4109960659361023	0.5974830950228147	0.5272612163939573	trio	children
74	1.6514737630219238	1.4060246713257416	0.6144776453744772	0.5551270964129307	trio	children
75	1.6277855996734765	1.4071015848974513	0.641847869984485	0.5332800108944337	trio	children
76	1.65831517377762	1.4164333783821144	0.680359745742541	0.6061437051956456	trio	children
77	1.746475987375874	1.3849037418758483	0.6577648590768244	0.59586636043991	trio	children
78	1.7443568463318886	1.3960804340625703	0.5879399023203001	0.6545300544418523	trio	children
79	1.6921161411891863	1.3848196914671933	0.5450398728208944	0.56294939376173	trio	children
80	1.7765296798711974	1.398497132240018	0.42503607405209143	0.6244102297530122	trio	children
81	1.7664426391378891	1.4364459695793346	0.7877119285337518	0.6732948132417116	trio	children
82	1.7543264660278541	1.3671700563611116	0.5594181133668735	0.9568053405615649	trio	children
83	1.8461152367378857	1.4141644433341054	0.5020908031158202	0.768753726316318	trio	children
84	1.7586350786554596	1.3335434513296085	0.6479718370688832	0.6065863920030625	trio	children
85	1.7828524166576598	1.2560317846082807	0.6612318776186115	0.6507746382256734	trio	children
86	1.7815616803638876	1.2932055162000953	0.8000480132883474	0.4294650056328344	trio	children
87	1.6862012911650799	1.3169082376128267	0.6950512019710355	0.4415723303326248	trio	children
88	1.614919875255043	1.2885888986155118	0.680128325347134	0.5516783245682183	trio	children
89	1.8707194138399301	1.362984738455026	0.6181940817206034	0.5310253121761359	trio	children
90	1.9150857378758377	1.3619749533260832	0.6332590373208966	0.5256298420177989	trio	children
91	1.6370212243771658	1.3892164434529146	0.5488285933957712	0.29676945051586123	trio	children
92	1.5842324254426092	1.3947850825320398	0.5087430067992341	0.3471159640631574	trio	children
93	1.6611355416066322	1.230127461599704	0.5512776243340601	0.4882554508399908	trio	children
94	1.7531737780557985	1.281180067447536	0.9606036305502285	0.318367583185156	trio	children
95	1.789514044943056	1.400127703831354	0.8790096660787688	0.7395401321665834	trio	children
96	1.7845310816000284	1.3606582609184121	0.5902177202547391	0.6463969681808314	trio	children
97	1.8307018003768205	1.3187596820351741	0.6122358518710904	0.4351514925159705	trio	children
98	1.8535852517095153	1.2491670574318503	0.5852849860792404	0.4189031199270159	trio	children
99	1.795958608978255	1.295263151441671	0.7432852864584428	0.4376169230397016	trio	children
100	1.8055634016710196	1.2648383053581473	0.6437838212969168	0.42564065510143373	trio	children
101	1.8051522631947163	1.249727609842783	0.6446946433466318	0.6051013951887716	trio	children
102	1.8669307691355552	1.4768725498542936	0.4866844769484313	0.5719691372597543	trio	children
103	1.7631779073404648	1.262365425856154	0.634052346445958	0.6330813705918105	trio	children
104	1.7250222646393545	1.2350702438626302	0.6043969152691571	0.5609428592738345	trio	children
105	1.7387214426272815	1.3727475258788318	0.5715853201227947	0.5798389465182379	trio	children
106	1.7553367019522843	1.31697564496467	0.6447111386591583	0.7309234121166444	trio	children
107	1.7577924662178215	1.228844027298717	0.6345627095765854	0.45768628891969587	trio	children
108	1.6866042905946508	1.1964690050684963	0.6667945489723419	0.6015758917928621	trio	children
109	1.758039195049437	1.2350008645508062	0.553679250477363	0.630380282197911	trio	children
110	1.747230586550244	1.3422489881610766	0.5926855337035519	0.40754739950281316	trio	children
111	1.7308482995191803	1.341272193832661	0.7225787442229924	0.4357135485195127	trio	children
112	1.7090791994617172	1.2909459494567221	0.6293090505543605	0.46931387916017525	trio	children
113	1.6880777909443851	1.3874758836636918	0.6659399784201516	0.6048178593737829	trio	children
114	1.7959606408227669	1.3206032565586963	0.6760465829662949	0.5444708105057113	trio	children
115	1.7952765893546658	1.3543816697709374	0.6536301585697788	0.8969023181609168	trio	children
116	1.773627369009378	1.3600323087542	0.6448300115736886	0.5149313048137952	trio	children
117	1.7711315668946437	1.3922859717368146	0.5078162760224351	0.5806564751253876	trio	children
118	1.7821725957931982	1.3455506440034228	0.8538659943105943	0.4632440515248524	trio	children
119	1.7444403059220832	1.4097356079696748	0.6355722290738287	0.44416827316945046	trio	children
120	1.709359198197622	1.3642144212270544	0.6751438111275054	0.5223893221840306	trio	children
121	1.902044649579819	1.3140496743062362	0.7353924672562198	0.5472317964579638	trio	children
122	1.7793894739026859	1.1768363462904157	0.6401711924493483	0.5693839748137903	trio	children
123	1.7989974186723892	1.250252731941832	0.6159984882736316	0.6601404219821101	trio	children
124	1.6866796267549438	1.2519795047722608	0.6286221549290126	0.5490808099350996	trio	children
125	1.8054160109200255	1.2560217347884106	0.6324805769308689	0.5958969781663612	trio	children
126	1.7839634077514765	1.2489832996282109	0.6813363540821096	0.4571329356834656	trio	children
127	1.6984712265096085	1.2488954828167305	0.6806160826623701	0.6194242657867084	trio	children
128	1.7629229083445577	1.2534243385728674	0.7586914737738749	0.5160965970234473	trio	children
129	1.8124517793863888	1.2871139142961345	0.7038208487457323	0.5316628235362995	trio	children
130	1.8135216861543115	1.2611042174517824	0.7523627332765742	0.480561534959475	trio	children
131	1.701245164719068	1.3741661211746359	0.7861231286632326	0.5147651842270514	trio	children
132	1.7113236715617037	1.3807714714789427	0.6898912943133975	0.6572993212343656	trio	children
133	1.7730535091806072	1.3219273310311008	0.691924108105413	0.6781561224518313	trio	children
134	1.7414475233431728	1.3443140528281932	0.6458148066630574	0.5800815032534847	trio	children
135	1.7285733746167642	1.2853474730840877	0.5733482846506928	0.639563663832037	trio	children
136	1.6299238585994602	1.2934910326424054	0.5856376216278321	0.5255295050907652	trio	children
137	1.7165087171936237	1.2624994925761035	0.6530792988200881	0.6291472439333453	trio	children
138	1.7445921285497672	1.2329663665248014	0.7204380424221428	0.5892776717705648	trio	children
139	1.7303525827628505	1.2687640925953532	0.7899703033063937	0.5643017457395922	trio	children
140	1.6690756384259593	1.3300440145843746	0.6662105274445294	0.7436785212068288	trio	children
141	1.743463571339296	1.4588960158613922	0.540204510753806	0.7486682901596807	trio	children
142	1.7267486133819154	1.4360270532533668	0.7464808974019667	0.5292308797933429	trio	children
143	1.8134750662522512	1.2907885386029214	0.6242254031636091	0.46410451729101804	trio	children
144	1.7284958528321923	1.293567660272404	0.6382542113088414	0.4347387810089521	trio	children
145	1.6924735283326682	1.2909030019714973	0.5967045559727611	0.4680626579827256	trio	children
146	1.7118729378212747	1.3316252426799373	0.6797554625728582	0.4567355727981946	trio	children
147	1.7317455578847019	1.322767974681845	0.49160704422672774	0.5061220279039135	trio	children
148	1.7369030645203045	1.4082938995357845	0.5597543040682424	0.5318642338801198	trio	children
149	1.8005349144563474	1.321039978460047	0.5037204052496681	0.5746643132069846	trio	children
150	1.8600449883711265	1.2911043433422018	0.5244259925994235	0.4801817906192934	trio	children
151	1.8197058107825377	1.4544809729368722	0.6864802085367716	0.37636307799529933	trio	children
152	1.7595531973616674	1.337882133328732	0.729211337162526	0.6734113181828307	trio	children
153	1.6204638895636636	1.3637476407468052	0.7493978254781752	0.6066157249640917	trio	children
154	1.8591524109622695	1.3743880842912644	0.7160284308569292	0.653231124553634	trio	children
155	1.836892920040555	1.3107523135007633	0.7682945021742197	0.5221338315232733	trio	children
156	1.843069982440062	1.3199932714289164	0.775302779698418	0.5788477443917657	trio	children
157	1.840745111502817	1.3187206813096073	0.680917050521768	0.6021346845258874	trio	children
158	1.7670487812890605	1.290597082028957	0.6183242807508915	0.49645554920414664	trio	children
159	1.820418874184547	1.2606447230762718	0.5299665092207013	0.82081097553033	trio	children
160	1.7417693804187253	1.2241255517546208	0.7703579893428755	0.8830620097967279	trio	children
161	1.7594798133077418	1.1673468033958396	0.6941520727831112	0.825934825652656	trio	children
162	1.7704206447902868	1.190767253210085	0.8600893161565646	0.7871283409495201	trio	children
163	1.7689632454710253	1.3213702849881985	0.6822086820546487	0.582979384162091	trio	children
164	1.871137439813612	1.3805050880303351	0.48131600691424353	0.44427184083954596	trio	children
165	1.671114180006076	1.389385703427245	0.6096018655075633	0.5404118875769462	trio	children
166	1.7263753412228093	1.3623306022984998	0.7101270169288811	0.5454755984351961	trio	children
167	1.7488207530875188	1.3826319375681924	0.7063612803194707	0.6082262723654341	trio	children
168	1.7627275902658814	1.2503084544206666	0.6361567887026579	0.644972582349405	trio	children
169	1.7317384902192958	1.3555728264795437	0.5878180148224911	0.5965303025608311	trio	children
170	1.7440409253322318	1.28629268993763	0.5155016256349253	0.5839945083895859	trio	children
171	1.7334736779879458	1.3163269037710066	0.7106991567820117	0.6267547990583722	trio	children
172	1.8246239024482525	1.277223640386217	0.6432479818850518	0.6640590447151439	trio	children
173	1.808225307146027	1.2888151729485846	0.7773991380380894	0.6786818320658203	trio	children
174	1.8346473629055824	1.3226592068896321	0.6580396995993605	0.7073447949552377	trio	children
175	1.827892862706313	1.3511041026090513	0.44659195102508686	0.7024362156944126	trio	children
176	1.7787131940403937	1.4079129673920003	0.48089449460709693	0.7838676653708385	trio	children
177	1.7718347193272357	1.373039898905372	0.6310350210698061	0.908771001608034	trio	children
178	1.778419291690728	1.509147268176851	0.5686661939717751	0.7573188181761277	trio	children
179	1.7503308246360367	1.5560537198240634	0.530758848952865	0.858548538887033	trio	children
180	1.734334190245401	1.314064251348577	0.6662140506755825	0.7819199435903307	trio	children
181	1.8817374128949704	1.346148368341086	0.668951344576255	0.5751798996577552	trio	children
182	1.921656791912306	1.4483193366028353	0.4565677298557376	0.5229192024810263	trio	children
183	1.8567368535664173	1.4114512238512016	0.5288982230138953	0.5347852753121296	trio	children
184	1.8468595202437155	1.339045620361429	0.48342759208327096	0.4870013457467239	trio	children
185	1.7980721567406541	1.3353427663911663	0.5536014315636587	0.5337478398894071	trio	children
186	1.728653905329744	1.43618815241798	0.615374428478887	0.4811519215357591	trio	children
187	1.7783896241491253	1.332772307465008	0.6623523685177717	0.550798383054809	trio	children
188	1.740667535793579	1.3608766812845534	0.7092439989779343	0.4154000557444343	trio	children
189	1.7697715548729733	1.3762142311295191	0.6049977619263531	0.5871142511400984	trio	children
190	1.7567642851396668	1.2245317086819067	0.5598565294813067	0.6337234833075587	trio	children
191	1.7213457912746821	1.315919535860763	0.7448883523782004	0.42148150452520605	trio	children
192	1.7469151946194048	1.3497079468338262	0.6141518906051906	0.30180727691039216	trio	children
193	1.8166491480724118	1.3276661765480116	0.646580407817856	0.35993452113487995	trio	children
194	1.841651948805899	1.3191364617653667	0.6244012695520835	0.4204579834633106	trio	children
195	1.7087698857011824	1.315214502882966	0.6351376803990885	0.47531090187761305	trio	children
196	1.689198930744397	1.4027990455062087	0.5501718683515845	0.5421903760871297	trio	children
197	1.8095634031037138	1.329289151380397	0.5738253427515548	0.39631489849977647	trio	children
198	1.7974904193726968	1.2433151086342957	0.613675893355471	0.4813490509816051	trio	children
199	1.794121483042413	1.3041419172152664	0.6510597468239939	0.5729229773798998	trio	children
200	1.8323822341244356	1.3028038313524557	0.6921504887125852	0.4534705056399517	trio	children
201	1.7613956236389336	1.1996721507245183	0.6559287177277364	0.5562282468978017	trio	children
202	1.8381199329780236	1.3683548993956043	0.6337017636078139	0.5485361823598306	trio	children
203	1.7813654086033313	1.262665984166476	0.6696472913216497	0.5652210338962115	trio	children
204	1.8305862506775208	1.264056307554994	0.6053572049316187	0.47552994923119957	trio	children
205	1.6615110889605553	1.2542622821243863	0.46937299822093104	0.586534991300227	trio	children
206	1.728024294893097	1.2240999799390622	0.6890009670837924	0.3862554564551581	trio	children
207	1.7727663168013712	1.270032997977323	0.7466042385708993	0.43511377710985866	trio	children
208	1.6763419553132035	1.2866591658247222	0.6612198807483619	0.38828822916796046	trio	children
209	1.6717276290143008	1.489057599017007	0.7148893165577738	0.2930930541038602	trio	children
210	1.7697720254366085	1.4813767933713	0.7043802502529117	0.4915263927474065	trio	children
211	1.7143628065389866	1.4404609671336164	0.6773846994852842	0.5574299484710739	trio	children
212	1.7222609711717018	1.3994497774145394	0.85097081282193	0.6883674495795412	trio	children
213	1.7700953629162692	1.3898348464687806	0.7287583914528049	0.44533697072034545	trio	children
214	1.7753258273849315	1.3922024275699822	0.718697544246109	0.6841057055273191	trio	children
215	1.6657862505875538	1.3789815765140943	0.6492504956669629	0.5876246459397311	trio	children
216	1.7656241098727858	1.3457193354093302	0.6723407122728354	0.4991262640604329	trio	children
217	1.7137977665222135	1.3388618934577179	0.43454047774322085	0.3978824170551466	trio	children
218	1.7328019189895936	1.3491945864310915	0.592497687905627	0.3755074431258206	trio	children
219	1.7442890524416006	1.4142975138244547	0.6284513457498154	0.4909057129078088	trio	children
220	1.7939434699323533	1.2978767267408116	0.49384236128161474	0.3903343844910593	trio	children
221	1.7710490718110932	1.2852522162443774	0.5377040757026414	0.48017576203087403	trio	children
222	1.731679565701838	1.272028023157213	0.7454061188409328	0.5693710001819281	trio	children
223	1.6862053196486242	1.281890811603386	0.53615861832047	0.6690605615586961	trio	children
224	1.7355591981862042	1.262986262182988	0.6503356173742404	0.6109639906780138	trio	children
225	1.7367336521189787	1.2522811996226308	0.610736206805763	0.46923501535871776	trio	children
226	1.7212290776368142	1.2428065356898848	0.552349746738155	0.681134048862719	trio	children
227	1.7441838577490967	1.3477670390349143	0.563484875711353	0.4748472298452839	trio	children
228	1.7167894339492946	1.3430126091625147	0.7002228852584239	0.5389548081389045	trio	children
229	1.725237244433698	1.3466271005577262	0.6138536577691197	0.6052343758992985	trio	children
230	1.7851351782807516	1.3126618755070139	0.6045183586914921	0.38422384546306837	trio	children
231	1.733706572134046	1.4172309483931185	0.5284449970470014	0.3847959765399868	trio	children
232	1.731452132804122	1.321203276108648	0.6547074604397052	0.30730284242528416	trio	children
233	1.7497815230016802	1.3788273347925315	0.5390171279407743	0.4175926608478376	trio	children
234	1.7312423609200018	1.3191818235117347	0.6812909479945068	0.5461140221354468	trio	children
235	1.766096431299878	1.3097913230031042	0.7048667154004762	0.5496107160576282	trio	children
236	1.7202753599656773	1.2420497863933004	0.6539891312525965	0.6726422962665995	trio	children
237	1.757493861077088	1.3077437807384844	0.5448045030285634	0.6492785394989194	trio	children
238	1.7256650198986414	1.2486412864107561	0.3439728138900675	0.7599331175201675	trio	children
239	1.8061536678997336	1.320402423772015	0.49824059230326384	0.5693525955918233	trio	children
240	1.802565244324763	1.33273953688193	0.6351999917114128	0.5249788342979177	trio	children
241	1.8096133779378927	1.2492396339561358	0.688208009632104	0.4640874414947276	trio	children
242	1.8387331213075164	1.1211060651213756	0.5844679210418267	0.626107657901553	trio	children
243	1.7345573238160603	1.2261440885443302	0.5299938244428196	0.4796844377826017	trio	children
244	1.7195436419617105	1.2054261080618887	0.7112641339049788	0.5422202640335727	trio	children
245	1.7965309499595532	1.3306560693617013	0.7705017494913106	0.5923921300539567	trio	children
246	1.7740260755963977	1.271745630357502	0.6028480035691683	0.4582616407661911	trio	children
247	1.802553246368841	1.2748074542139003	0.5126644272434145	0.5820628668317247	trio	children
248	1.711616539972163	1.2835185839413954	0.6491477083090866	0.606583042794847	trio	children
249	1.7555834443378462	1.3229612765286423	0.49451651968872085	0.4972443811116956	trio	children
250	1.766228650291439	1.402544613392717	0.45124878282120556	0.7185852541688443	trio	children
251	1.8151092665693158	1.3848804067559999	0.8512842023851446	0.6028714634562798	trio	children
252	1.7825855528828234	1.4136031550252133	0.5526984649860032	0.5178296931646121	trio	children
253	1.7693968375740463	1.4180697930732546	0.6989311856463133	0.4351172205663899	trio	children
254	1.758570549412873	1.4791179813869446	0.5660007261989964	0.6259549147141545	trio	children
255	1.8138158999533076	1.3656582606477663	0.6446755619635062	0.5418365438155858	trio	children
256	1.8946074833903492	1.4771719329444353	0.7329182414788531	0.6236457485470414	trio	children
257	1.8925098071142346	1.3104333730725197	0.7854433635944438	0.5479259525191802	trio	children
258	1.903059620834444	1.332210046477039	0.5289233966777716	0.6661568903260748	trio	children
259	1.7569848081156791	1.3316613919459435	0.6055320069447698	0.8190628809040106	trio	children
260	1.6966205317676892	1.1947367637184352	0.6885001213533142	0.6007383438168945	trio	children
261	1.7337779206017012	1.2641371308659104	0.7153947177089366	0.6373536225310457	trio	children
262	1.7665139977028859	1.312920195053675	0.6493156350570143	0.602663078521159	trio	children
263	1.7712387388004636	1.324899083744941	0.540845233040252	0.6772505772147566	trio	children
264	1.7325991522644455	1.2907881356683073	0.6293801006945312	0.7225823430882156	trio	children
265	1.7383708810865814	1.3325057203861768	0.6945767685773767	0.5658678168913417	trio	children
266	1.7271039790464884	1.423764962811548	0.6977095591334435	0.5494035995777748	trio	children
267	1.747265359841387	1.2673758856329453	0.5719093932181993	0.6809504298516899	trio	children
268	1.6870574652854988	1.3524270702016796	0.49960044267021797	0.6045880950088569	trio	children
269	1.682435360398962	1.26898147622884	0.8313594372415709	0.8308610484570007	trio	children
270	1.724875225306623	1.2886719152381543	0.9449666606758529	0.6648397160899595	trio	children
271	1.78255891009615	1.300801861043564	0.6575976945174006	0.5202629855623511	trio	children
272	1.8149838116436228	1.3040658415375337	0.5638832996425704	0.7054825149154429	trio	children
273	1.7977982306119646	1.2841042244590322	0.6023798272127759	0.48459401923069845	trio	children
274	1.6899870475184096	1.4510772441896655	0.58206689851213	0.5121172570524971	trio	children
275	1.7401551749252067	1.4305258675857517	0.5348400940475426	0.6099091176213693	trio	children
276	1.7019182135683335	1.3365323783628171	0.6575556563223591	0.46654535094038446	trio	children
277	1.7628410903487977	1.3046900295178407	0.6905305786551376	0.3188883300786541	trio	children
278	1.7342887010290633	1.324636091450345	0.5689808100999665	0.4147427018346658	trio	children
279	1.7982784725371375	1.3472113559257168	0.6257905332161929	0.6241365809739327	trio	children
280	1.8299560664793804	1.3262321893046258	0.5969525592048063	0.7119643669725542	trio	children
281	1.795332789913179	1.317406956523414	0.7142121202816144	0.8060860670161069	trio	children
282	1.68677329955006	1.381456735552801	0.6572859137568131	0.6603197922187024	trio	children
283	1.8115106753593966	1.368548535916661	0.7447516007034222	0.7014391777730948	trio	children
284	1.7971911784465961	1.3343951747363392	0.6248072761184387	0.47005253338352765	trio	children
285	1.8133309744109967	1.3600026094674742	0.5444910607797878	0.6284388161469086	trio	children
286	1.7245106931887988	1.525404090804863	0.5541586510621239	0.7445057576773417	trio	children
287	1.706167142626682	1.4295508419333223	0.4287470350205362	0.6965426037841954	trio	children
288	1.7082426988898385	1.3455306753895069	0.8014261190332738	0.7678751290961099	trio	children
289	1.6966826334347336	1.3515853342245654	0.5422367996060773	0.8272025047894255	trio	children
290	1.5958035970358955	1.3356189017859128	0.6406871363167377	0.5534445381493178	trio	children
291	1.732109863114729	1.4121859045790677	0.6182752540692052	0.2223614699193988	trio	children
292	1.7969899485074925	1.3344090259319201	0.6973951387723554	0.42742057438192543	trio	children
293	1.7564772685515684	1.2857069357757467	0.6934491977831747	0.32880805144714914	trio	children
294	1.8170216204039438	1.351312649708797	0.7633561787102897	0.4678325482084236	trio	children
295	1.7785096897101453	1.4434588100432102	0.7452624461727481	0.36734360476656686	trio	children
296	1.7464766923273063	1.3381643367534464	0.8191881137215731	0.29482239828566237	trio	children
297	1.7998388571626864	1.3181908391650976	0.6392811509581059	0.609091174659415	trio	children
298	1.7800767013364867	1.38712454086374	0.5866153475410512	0.7391311972751162	trio	children
299	1.7642606486376122	1.3969367101824617	0.5412125826972949	0.6253818989261813	trio	children
300	1.7978869004163447	1.4087803089829585	0.6066098210342263	0.5593589623549301	trio	children
301	1.7152970798896612	1.329124967793215	0.6672418559649326	0.43302999566493516	trio	children
302	1.695040923587749	1.3505500356442603	0.7134629390087438	0.3814884024497201	trio	children
303	1.6446050228441143	1.3112712264915123	0.5304041976553698	0.4869791693486901	trio	children
304	1.7247896970369614	1.3072062722087936	0.585122829701126	0.579775355685923	trio	children
305	1.7283425457262664	1.360323200440816	0.6425512608802437	0.5605406591960743	trio	children
306	1.7226744925279822	1.3651008085310559	0.4491001696764656	0.6484843225558866	trio	children
307	1.732029483343834	1.36507397276084	0.6035017806701108	0.5211144751281387	trio	children
308	1.6457837081073814	1.2611282919574602	0.6228912866811093	0.6240608462082474	trio	children
309	1.7321549378466994	1.4488033324226446	0.6847621172567212	0.5482201957921038	trio	children
310	1.7292291821365784	1.4603966063821616	0.68669100612861	0.950150496212517	trio	children
311	1.7240732692797949	1.4084301129150028	0.8841653946946331	0.710097278005416	trio	children
312	1.737225083769201	1.4458461988313962	0.722413225213611	0.6329753021902171	trio	children
313	1.7379607259125358	1.4373619357032097	0.5590929082834866	0.3701822517520588	trio	children
314	1.8564620750611933	1.2222794989647492	0.6260331182362328	0.4781566089858385	trio	children
315	1.8639855403105834	1.2725529504535353	0.6375160319353239	0.4800691453283389	trio	children
316	1.7722848375333058	1.3086638354193505	0.7360532165161007	0.4033234150357856	trio	children
317	1.8365522595839	1.1325021787695169	0.6405515456655698	0.4643845421616743	trio	children
318	1.712122119239046	1.3106178967102888	0.6907331613111685	0.5465635037452499	trio	children
319	1.6781459959112914	1.205868381921609	0.6099696293594924	0.46455395069575744	trio	children
320	1.7703614190466435	1.2494600568292018	0.6417285334237269	0.4568246641036421	trio	children
321	1.767690795211055	1.426258668052877	0.699377586315837	0.48594406369149984	trio	children
322	1.736572905446827	1.3491165751377474	0.6490797101258589	0.5089863336928208	trio	children
323	1.761405176541573	1.36708071351214	0.5430587841147945	0.5476951174558664	trio	children
324	1.6467973165609116	1.4060515643084124	0.5660792961323845	0.5341979807398172	trio	children
325	1.7992231962570133	1.2524506329043692	0.574177170784823	0.583198055212584	trio	children
326	1.685677294297843	1.2921989486612402	0.43800040084358005	0.5385679411082485	trio	children
327	1.6762373706363998	1.3161750006604342	0.5121424249236842	0.45736697904493795	trio	children
328	1.6783124377048058	1.2812975683757715	0.3994060028502455	0.3390535612547529	trio	children
