	a(gaze_clear)	a(gaze_noise)	a(straight_ahead_clear)	a(straight_ahead_noise)	v(gaze_clear)	v(gaze_noise)	v(straight_ahead_clear)	v(straight_ahead_noise)	experiment	age_code
77	1.9339314933910463	1.7515522290043286	1.6595263015420223	1.5223690557867968	1.558720585802121	1.923031606030806	2.3192221934913553	1.7092864650515665	noise_gaze	adults
78	1.966386648882519	1.6964025022439242	1.7814985797371823	1.6067003679389376	1.7844470385213325	1.9344046713267635	2.2226686773668525	1.7725786194698603	noise_gaze	adults
79	1.9679641848777172	1.800982729349385	1.6744567071480276	1.7358308886705627	1.4374835372366792	2.093999062878022	1.9919775163367401	2.0335011925351387	noise_gaze	adults
80	2.004366676306673	1.9307926310051244	1.640336214208058	1.6327395202253512	1.7866287607371114	1.6186813419817319	1.52712906374548	1.7501967353867596	noise_gaze	adults
81	1.8663330727865013	1.867662477063843	1.713086873609837	1.7770974960961703	1.2051695237155027	2.2534348492570264	1.5970695161746367	1.7581385055000198	noise_gaze	adults
82	1.8467139379523543	1.8209139159590833	1.5242426645938159	1.4859237373772007	1.2442809518567484	2.2623881976423275	1.8118921694029577	1.90321135953556	noise_gaze	adults
83	1.9471438054621335	1.9419310324575405	1.7385417140379462	1.572269787652633	1.5003856111822675	1.8585687986692871	1.9893234009492269	1.71505737790952	noise_gaze	adults
84	2.080878151467692	1.9199436517984783	1.659519076951272	1.56568265581315	1.510863579206094	1.6871481628780995	1.7942928065573351	1.963431472077432	noise_gaze	adults
85	1.8186586090908028	1.904517996939591	1.7710340882040594	1.728875351610546	1.5393625557582709	2.08288271844489	1.399754097317783	2.0947063494885776	noise_gaze	adults
86	2.0233429300278214	1.8076462991390008	1.7243353385018239	1.812052227220104	1.223063609677714	1.7235942642793014	1.4554889864845837	2.088341889539829	noise_gaze	adults
87	1.835106753988483	1.7951071814638395	1.6669472211241487	1.7498831346113584	1.4017776893652536	1.8079211348064492	1.6893534841084425	1.7485410984791128	noise_gaze	adults
88	1.9994667603064569	1.8690927533120218	1.6529702093288134	1.6142206644393506	1.3522618983109473	1.9425774555450488	1.6839366325325358	1.8568463916243787	noise_gaze	adults
89	2.0095274046406435	2.066054152784688	1.7184339031957285	1.6135153123045414	1.6921246588985046	1.7913282923417047	1.822769578761292	1.9363013082240408	noise_gaze	adults
90	1.9786643480113635	1.9701100199895951	1.6675778748613368	1.539917675200127	1.0747281610707873	1.911590324930388	1.6544865196475107	2.212459261702794	noise_gaze	adults
91	2.001737213056672	2.058906169066691	1.6658118808124296	1.8014442531590653	1.5248967593385123	2.133964820990449	1.845347601505554	1.6349457327402657	noise_gaze	adults
92	1.9680225323786815	2.030703877038455	1.6073021853599379	1.5717273922359727	1.4900753173133408	1.869862197978193	1.805134589686884	1.873439114659594	noise_gaze	adults
93	1.8571258029340874	2.044701069961805	1.603011425310459	1.7758821060867698	1.3192899113759335	1.9509313592683353	1.5300661101189443	1.878343694781288	noise_gaze	adults
94	1.7570315650684134	1.998990868438259	1.6367514830350298	1.6215010974653876	1.5760780504713208	2.0393524525566225	1.795429971274727	1.9663717420805857	noise_gaze	adults
95	1.9341006080159366	1.9732120729842069	1.676429809492132	1.6389307383569691	1.5056151075209723	1.7918485578532724	1.7835973448286406	1.8989682868614746	noise_gaze	adults
96	1.9100224488886677	2.0061708512984473	1.5374128061895818	1.5948217914062688	1.4323141946236657	1.7877507520799882	1.8141819607159075	2.1072012119148336	noise_gaze	adults
97	1.9255906606363866	2.1922155748978263	1.5989692986025332	1.7088260673009934	1.2831873952694548	1.8218894101193692	2.1958744916178476	2.1290846517313233	noise_gaze	adults
98	1.845224712210508	1.7142383902285123	1.6707086214313773	1.514704858929781	1.2136428971468143	1.6278528708142184	1.8666456381324261	1.9131058693822385	noise_gaze	adults
99	1.905991339010875	1.735386953649213	1.6557730836941114	1.6081726548036672	1.0827948660302498	1.9184247214469374	1.690711340101527	2.0334968932780857	noise_gaze	adults
100	1.8646749347566076	1.7610815563631232	1.74577449573929	1.6188971475705216	1.3520396439219646	1.8264928556755664	1.6685955577043947	1.882702801009684	noise_gaze	adults
101	1.7906938045115315	1.866120734618614	1.7273389284801601	1.6244985029705261	1.4941014041790837	1.4950343971384177	1.89983123493371	2.045996746404875	noise_gaze	adults
102	1.8364438231358906	1.8726320265206033	1.7715027930584444	1.5686293263587847	1.2697512428907913	1.9453980353966096	1.9810501705009682	1.911508893162157	noise_gaze	adults
103	1.8560621823416257	1.9857260554123677	1.69805997924826	1.546422635645789	1.2940671469564262	1.694675918302377	1.775263362535921	2.069101176075052	noise_gaze	adults
104	1.949189738509841	1.9573781518863238	1.7274325358737117	1.5659594000550654	1.8206229857919602	1.8401974895513522	1.743502885084547	1.9455276059458237	noise_gaze	adults
105	1.846901957736214	1.9255372390444365	1.5890107198993435	1.5880424563165665	1.3088022477124077	2.1120793766366797	1.4224553243039282	1.6630195368373069	noise_gaze	adults
106	1.9156033818076792	1.9306637962928417	1.6217794011680622	1.765151614270501	1.391065847089197	1.955725951416476	1.4571700408397108	1.8665889919155128	noise_gaze	adults
107	1.9087082502999935	1.8562029189611449	1.6652924087739376	1.5243134754744965	1.4663669526756016	1.6077968595693808	1.8463924480645544	1.7307622890398031	noise_gaze	adults
108	1.8020114409534256	1.837427093309584	1.63602422590563	1.6011574510574684	1.6386373908436351	2.1039987461503693	1.8972013728941994	1.958592616610907	noise_gaze	adults
109	1.9340549946713705	1.8382555713663509	1.4590266690969755	1.6192949535448617	1.2399750053843652	1.9639154098058687	2.2134764956905832	2.0940266270046317	noise_gaze	adults
110	1.9740182741451644	1.9701017420671416	1.593151183226238	1.7407014165653947	1.5536476623330322	1.8172418698142296	2.2071519495759104	2.241457656527408	noise_gaze	adults
111	1.859455642275275	1.9176307178298586	1.6439343125341024	1.603479487564305	1.0962772944345536	1.9310145731522221	1.7923995489708235	1.7492875180039245	noise_gaze	adults
112	1.839214833432	1.8664866482737525	1.6011307636231111	1.5922002095494356	1.4556300352428393	1.3473875506113466	1.4634052437315788	1.9897954653638856	noise_gaze	adults
113	1.8842602431146904	1.9063183296847048	1.6111248283413961	1.583497015709213	1.3672520513850324	2.181493301192965	1.9070609776372613	1.5727151449698598	noise_gaze	adults
114	1.9067469380874513	1.8102227395974948	1.7013356168137697	1.5209033846404112	1.6265816091999197	1.6779525404282336	1.9871499810991948	2.194087023893221	noise_gaze	adults
115	1.972291290360855	1.8957823338287902	1.6374365358680834	1.5670763154049838	1.7603182278557592	2.3346116230888994	1.666548656395482	2.0396049662861953	noise_gaze	adults
116	1.8876499630726256	1.975985908343359	1.6249569015557066	1.6302306522076684	1.4418382698005834	2.004170983873601	1.690390997939859	2.094360561879351	noise_gaze	adults
117	1.9396895329861383	1.8894427288649716	1.5984336249213147	1.5324051389112503	1.455032691276668	2.000478166659578	1.519369388104787	2.2844856828889495	noise_gaze	adults
118	1.9429959843725426	1.7503351761829953	1.5391795340999423	1.5239368902342356	1.6902032253555166	2.0058307142079927	2.1072980628439577	2.0514892718736846	noise_gaze	adults
119	1.9215881239978527	1.772404090110939	1.6063202699302588	1.6829219359624503	1.512245226485861	1.6102810411841968	1.7796473264257275	1.9781725650786055	noise_gaze	adults
120	2.0082192327460198	2.1148256134233314	1.577014130033525	1.6844399019052068	1.3767124293238153	1.8436872849321326	2.029634146205207	2.1289675989224235	noise_gaze	adults
121	1.8162551184052225	1.8994449558458537	1.5954339309046914	1.5573056419883293	1.1932648440700702	1.7420595699995196	1.7433806758491905	1.7680845128759635	noise_gaze	adults
122	1.8543568350497517	1.8877170008484907	1.555181358014008	1.5974310225991852	1.05880745522037	2.037124729186721	1.8147088737542032	2.059695563221594	noise_gaze	adults
123	1.9068801488348148	1.8956575605402848	1.6404469382662037	1.5652110088213769	1.5837889924635657	1.9711727568488406	2.009521656862957	1.768412984098244	noise_gaze	adults
124	1.8925802866322197	1.9247374732733873	1.6769714136747136	1.6784415413139093	1.5183813411240636	1.9849676340089455	1.7502459088363627	2.15596017265743	noise_gaze	adults
125	1.7110990765068732	1.9240577040894298	1.5755990562316222	1.6051655511606024	1.4064361129428518	2.0413245337546835	2.0502572940467267	1.9213213492329193	noise_gaze	adults
126	1.8747937928372769	1.9446018661826971	1.5317653910791762	1.6061728040271177	1.342036386484988	1.8941958692808438	1.7507558970765702	1.930550055340432	noise_gaze	adults
127	1.8831443959017269	1.9613597516442205	1.7111261490075695	1.607658339714021	1.9294840299347138	1.927983467874546	1.9090090413570273	1.9074422308859234	noise_gaze	adults
128	2.0384314278818714	2.0071513414600055	1.6597213288040047	1.4922070305845645	1.7166620083580089	1.8653694695493537	1.6574127116808728	2.1887833506019474	noise_gaze	adults
129	1.9741841857884284	1.9433260736226738	1.5264602690861955	1.6064496518809914	1.7735589181698064	1.696450937610137	1.8367159731013483	1.6063199950302312	noise_gaze	adults
130	1.9565780387637526	1.9375483727176375	1.6645747472043158	1.4494269071488506	1.5560357675916445	2.1436965359306757	2.2609283174536823	1.5467826478291877	noise_gaze	adults
131	1.8861515443687868	1.9150047055625354	1.5984457006762356	1.6722039827315953	1.7623680977727596	1.8714857727867793	1.6011078887812864	1.6400683893773929	noise_gaze	adults
132	1.858337373322999	1.9417439421535696	1.6329601829755314	1.4787063687541093	1.6512879849080073	1.9149602141919284	1.7161970978294196	1.7354784064974167	noise_gaze	adults
133	1.7860084959309022	1.9456785074810679	1.6671228034135182	1.4993005739979113	1.636918532147869	1.8931543766244205	1.7707246111578814	1.596952642204272	noise_gaze	adults
134	1.8652260164920251	1.8749347208896903	1.5290875362201954	1.6784787810045183	1.757429286726627	1.747991870963578	1.796882259316273	1.9119824623300834	noise_gaze	adults
135	1.9390941381250846	1.8405049780732827	1.5792328661457864	1.5330529604705743	1.2984164079841913	1.8570224742865058	1.9496675836826014	1.7750213868243254	noise_gaze	adults
136	1.777986659535134	1.9520165858388765	1.537415254215615	1.6400313758252196	1.6516850276742607	1.7294350575681567	2.0177624700195205	1.7693118450846583	noise_gaze	adults
137	1.856271359565449	1.8321688396357936	1.6934750645337855	1.583269482681689	1.4076059803053445	2.032643425514501	1.9309160008566404	1.6108131555855496	noise_gaze	adults
138	1.814887132684217	1.8731370837294352	1.648913167517624	1.5353797222160734	1.0989078931360678	1.5797266374352241	1.2922215061966542	1.7018541027746488	noise_gaze	adults
139	1.877330114780463	1.8579231468480772	1.6364566350766416	1.5341766511000934	1.4957882434161671	2.0539207116483444	1.5154584912422449	1.867667992125767	noise_gaze	adults
140	1.8053557809127212	1.837761513978137	1.6437123911917078	1.6067830188722514	1.1207778690278285	2.0233727584360817	1.688255295038681	2.0562026990596185	noise_gaze	adults
141	1.8089625941439658	1.8250562442375051	1.637155808267094	1.6064781606883063	1.5155757735215525	1.807072414685325	2.1957899363341866	2.0064169376507457	noise_gaze	adults
142	1.8060276804131017	1.9849646269333165	1.6722816257002338	1.5715497341185918	1.6185604273205851	2.0032110759201722	1.641407815160533	1.4434497563574482	noise_gaze	adults
143	1.809419101704227	1.9158124847157303	1.684052281798558	1.6633675897689266	1.430531375804085	1.697761966776554	1.7968630891548314	1.9430705427385218	noise_gaze	adults
144	1.848990255504467	1.749887903026044	1.6542176921352265	1.6569955922598476	1.258378991267731	1.9123068735648983	1.9255708875418922	2.1365590191180135	noise_gaze	adults
145	1.9024548386297035	1.8235171849928635	1.6005767837991347	1.488285637196356	1.6275326813145359	1.7838565231239252	1.8742998682196204	2.043653784240137	noise_gaze	adults
146	1.794175259035161	1.742596016577956	1.4722174129510421	1.5348942881980916	1.469807347056163	1.770685808528092	1.7362146331602786	2.100771352724221	noise_gaze	adults
147	1.9901239794629786	1.7677493980206904	1.5197880343333183	1.6042635384449708	1.4132354018590458	1.9433986386316784	1.6791637189507	1.9026830674087236	noise_gaze	adults
148	1.927807786587608	1.8387135462915427	1.594660707223904	1.7317223951689442	1.7961328312742733	1.947749043619832	1.774939632614416	2.0630274409685594	noise_gaze	adults
149	1.7811878951796498	1.9115535309782494	1.5668698325610606	1.6068759613051058	1.3612313071106816	2.0768154981650526	1.8669698845262106	2.1427442514345443	noise_gaze	adults
150	1.7594078158684496	1.8406978984707223	1.5830924063197815	1.7104201988525567	1.3325665364514423	1.9099651312553443	1.7900954369789726	2.1300936187547803	noise_gaze	adults
151	1.7793223485437573	1.8373935140560085	1.6322829473307872	1.6445756307004469	1.5555574142387754	2.1661441487913704	1.664414267447128	2.218335720603933	noise_gaze	adults
152	1.9613685321648684	1.8137043795141985	1.6951053315528175	1.6228666104096943	1.4492736057307365	2.009271915955367	1.7014296163726645	2.113793488192246	noise_gaze	adults
153	1.9976485424499892	1.8575159798256016	1.6837941337856646	1.538515159897574	1.3710880067647022	1.9511238281670333	1.6947913018284941	2.0680299218389613	noise_gaze	adults
154	1.899036315137673	1.8928419279928081	1.6566197900119424	1.607742563481731	1.3170764669952801	1.7082970267050293	1.618604182567564	1.9409586162293408	noise_gaze	adults
155	2.0000291383346807	1.8541254765627924	1.6987029723078362	1.5261915703036946	1.351482460001973	1.9797279493198652	1.8899031830086739	2.0878140647705146	noise_gaze	adults
156	1.8205195608342082	1.8862631306710953	1.6781758505759288	1.5562317117446762	1.6324633249051843	1.8143886052928675	1.9551573544425715	1.676211251478014	noise_gaze	adults
157	2.0144488344162603	1.9252857951422508	1.6942520985191285	1.7020480683445387	1.4707185468258939	2.0423486250323934	1.780688278395079	1.9768313856909634	noise_gaze	adults
158	1.9236929899059212	1.8671771738095635	1.718421815437928	1.5623070867950424	1.6432306705634034	1.9665276393155684	1.802187068939296	1.7590594969155613	noise_gaze	adults
159	1.9353903160601678	1.8806804959827208	1.7367220486615875	1.5792031886334514	1.3584006491186273	1.7955877791715673	1.8968545146195492	1.8371851500157315	noise_gaze	adults
160	1.9546896363209074	1.8717315777396095	1.595970002543652	1.5480431825448453	1.2757888871387377	1.8322813812852377	1.784627656548711	1.6926565096395774	noise_gaze	adults
161	1.8280978006197963	1.925295334799675	1.7386643023288455	1.642463866093008	1.672996455742636	1.8600055523152603	1.950131821250334	1.69572428592744	noise_gaze	adults
162	2.040613518508453	1.8561136743789217	1.733033832576143	1.6961760414952967	1.6635361109362075	1.9029252272891017	1.7268368930008942	1.5722823980546021	noise_gaze	adults
163	1.9059181214713938	1.8447041200352865	1.786958706387081	1.6848114517071315	1.7239330879973207	1.9310042832674992	1.6666691040979593	1.9267885538940623	noise_gaze	adults
164	1.8095712009581444	1.9905125795726113	1.9263200460744305	1.5138210188774934	1.556402165452228	1.7942615456567574	1.6367418575271895	1.9626378472645705	noise_gaze	adults
165	2.0193784770826713	1.7957215132398363	1.7601268539909045	1.8393362361719627	1.3419940247663231	1.78427974588474	1.9208294834929382	2.2241570517522797	noise_gaze	adults
166	1.7511031829700667	2.0373298357812644	1.6916071353883235	1.8062695323174276	1.10692103806358	1.8365845996226575	1.530600667660512	2.294841382026257	noise_gaze	adults
167	2.0493969861138965	1.9259721792306252	1.6496241525646504	1.8087360343491685	1.385885614800023	1.936752948738802	2.0006632093383008	2.144209753124247	noise_gaze	adults
