subid,tr.num,condition_long,correct,RT,condition,rt,guess,guess_num,ucl_bound,ewma_param,param_value
12,1,gaze_noise,1,0.6339999999999995,gaze_noise,0.63,response,1,0.19000000000000006,cs,0.79
2,16,gaze_noise,1,0.6360000000000001,gaze_noise,0.64,response,1,0.19000000000000006,cs,0.79
5,44,gaze_noise,1,0.6369999999999996,gaze_noise,0.64,response,1,0.19000000000000006,cs,0.79
2,14,gaze_noise,1,0.6400000000000006,gaze_noise,0.64,response,1,0.19000000000000006,cs,0.79
8,44,gaze_noise,1,0.641,gaze_noise,0.64,response,1,0.19000000000000006,cs,0.79
11,61,gaze_noise,1,0.6419999999999995,gaze_noise,0.64,response,1,0.20000000000000007,cs,0.8
4,37,gaze_noise,1,0.6429999999999998,gaze_noise,0.64,response,1,0.20000000000000007,cs,0.8
5,43,gaze_noise,1,0.6429999999999998,gaze_noise,0.64,response,1,0.20000000000000007,cs,0.8
10,30,gaze_noise,1,0.6680000000000001,gaze_noise,0.67,response,1,0.20000000000000007,cs,0.8
4,34,gaze_noise,1,0.6680000000000001,gaze_noise,0.67,response,1,0.20000000000000007,cs,0.8
11,60,gaze_noise,1,0.6690000000000005,gaze_noise,0.67,response,1,0.21000000000000008,cs,0.81
10,24,gaze_noise,1,0.6699999999999999,gaze_noise,0.67,response,1,0.21000000000000008,cs,0.81
11,62,gaze_noise,1,0.6699999999999999,gaze_noise,0.67,response,1,0.21000000000000008,cs,0.81
10,28,gaze_noise,1,0.6710000000000003,gaze_noise,0.67,response,1,0.21000000000000008,cs,0.81
12,6,gaze_noise,1,0.673,gaze_noise,0.67,response,1,0.21000000000000008,cs,0.81
13,56,gaze_noise,1,0.673,gaze_noise,0.67,response,1,0.21999999999999997,cs,0.82
10,29,gaze_noise,1,0.6740000000000004,gaze_noise,0.67,response,1,0.21999999999999997,cs,0.82
11,59,gaze_noise,1,0.6749999999999998,gaze_noise,0.67,response,1,0.21999999999999997,cs,0.82
9,20,gaze_noise,1,0.6760000000000002,gaze_noise,0.68,response,1,0.21999999999999997,cs,0.82
11,54,gaze_noise,1,0.7029999999999994,gaze_noise,0.7,response,1,0.21999999999999997,cs,0.82
10,17,gaze_noise,1,0.7039999999999997,gaze_noise,0.7,response,1,0.21999999999999997,cs,0.82
13,55,gaze_noise,1,0.7039999999999997,gaze_noise,0.7,response,1,0.22999999999999998,cs,0.83
4,47,gaze_noise,1,0.7039999999999997,gaze_noise,0.7,response,1,0.22999999999999998,cs,0.83
6,33,gaze_noise,1,0.7039999999999997,gaze_noise,0.7,response,1,0.22999999999999998,cs,0.83
13,57,gaze_noise,1,0.7059999999999995,gaze_noise,0.71,response,1,0.22999999999999998,cs,0.83
5,45,gaze_noise,1,0.7060000000000004,gaze_noise,0.71,response,1,0.22999999999999998,cs,0.83
9,17,gaze_noise,1,0.7060000000000004,gaze_noise,0.71,response,1,0.24,cs,0.84
9,29,gaze_noise,0,0.7069999999999999,gaze_noise,0.71,response,1,0.22999999999999998,cs,0.83
4,43,gaze_noise,1,0.7080000000000002,gaze_noise,0.71,response,1,0.22999999999999998,cs,0.83
5,41,gaze_noise,1,0.7080000000000002,gaze_noise,0.71,response,1,0.22999999999999998,cs,0.83
7,34,gaze_noise,1,0.7329999999999997,gaze_noise,0.73,response,1,0.22999999999999998,cs,0.83
10,32,gaze_noise,1,0.7369999999999992,gaze_noise,0.74,response,1,0.22999999999999998,cs,0.83
4,45,gaze_noise,1,0.7370000000000001,gaze_noise,0.74,response,1,0.24,cs,0.84
11,52,gaze_noise,1,0.7379999999999995,gaze_noise,0.74,response,1,0.24,cs,0.84
10,31,gaze_noise,1,0.7389999999999999,gaze_noise,0.74,response,1,0.24,cs,0.84
6,48,gaze_noise,1,0.7400000000000002,gaze_noise,0.74,response,1,0.24,cs,0.84
7,43,gaze_noise,1,0.7400000000000002,gaze_noise,0.74,response,1,0.24,cs,0.84
12,10,gaze_noise,1,0.7409999999999997,gaze_noise,0.74,response,1,0.24,cs,0.84
2,12,gaze_noise,1,0.7409999999999997,gaze_noise,0.74,response,1,0.24,cs,0.84
6,38,gaze_noise,0,0.742,gaze_noise,0.74,response,1,0.24,cs,0.84
4,41,gaze_noise,1,0.7429999999999994,gaze_noise,0.74,response,1,0.24,cs,0.84
12,11,gaze_noise,1,0.7430000000000003,gaze_noise,0.74,response,1,0.24,cs,0.84
4,46,gaze_noise,1,0.7699999999999996,gaze_noise,0.77,response,1,0.24,cs,0.84
9,27,gaze_noise,1,0.7700000000000005,gaze_noise,0.77,response,1,0.24,cs,0.84
6,47,gaze_noise,0,0.7750000000000004,gaze_noise,0.78,response,1,0.22999999999999998,cs,0.83
13,58,gaze_noise,1,0.8020000000000005,gaze_noise,0.8,response,1,0.24,cs,0.84
6,41,gaze_noise,1,0.8040000000000003,gaze_noise,0.8,response,1,0.24,cs,0.84
10,18,gaze_noise,1,0.806,gaze_noise,0.81,response,1,0.24,cs,0.84
4,35,gaze_noise,1,0.8079999999999998,gaze_noise,0.81,response,1,0.24,cs,0.84
6,36,gaze_noise,1,0.8089999999999993,gaze_noise,0.81,response,1,0.24,cs,0.84
4,48,gaze_noise,1,0.8090000000000002,gaze_noise,0.81,response,1,0.24,cs,0.84
10,21,gaze_noise,1,0.8100000000000005,gaze_noise,0.81,response,1,0.25,cs,0.85
2,1,gaze_noise,1,0.8339999999999996,gaze_noise,0.83,response,1,0.25,cs,0.85
10,19,gaze_noise,1,0.8359999999999994,gaze_noise,0.84,response,1,0.25,cs,0.85
5,39,gaze_noise,1,0.8369999999999997,gaze_noise,0.84,response,1,0.25,cs,0.85
12,5,gaze_noise,1,0.8380000000000001,gaze_noise,0.84,response,1,0.25,cs,0.85
7,47,gaze_noise,1,0.843,gaze_noise,0.84,response,1,0.25,cs,0.85
7,36,gaze_noise,0,0.8700000000000001,gaze_noise,0.87,response,1,0.24,cs,0.84
13,64,gaze_noise,1,0.8709999999999996,gaze_noise,0.87,response,1,0.25,cs,0.85
7,39,gaze_noise,1,0.8710000000000004,gaze_noise,0.87,response,1,0.25,cs,0.85
9,19,gaze_noise,1,0.8719999999999999,gaze_noise,0.87,response,1,0.25,cs,0.85
6,42,gaze_noise,1,0.8739999999999997,gaze_noise,0.87,response,1,0.25,cs,0.85
11,57,gaze_noise,1,0.875,gaze_noise,0.88,response,1,0.25,cs,0.85
13,63,gaze_noise,1,0.875,gaze_noise,0.88,response,1,0.25,cs,0.85
7,33,gaze_noise,1,0.875,gaze_noise,0.88,response,1,0.26,cs,0.86
12,3,gaze_noise,1,0.9060000000000006,gaze_noise,0.91,response,1,0.26,cs,0.86
7,48,gaze_noise,1,0.9409999999999998,gaze_noise,0.94,response,1,0.26,cs,0.86
7,37,gaze_noise,1,0.9420000000000002,gaze_noise,0.94,response,1,0.26,cs,0.86
4,40,gaze_noise,1,0.9739999999999993,gaze_noise,0.97,response,1,0.26,cs,0.86
12,4,gaze_noise,1,1.0039999999999996,gaze_noise,1,response,1,0.26,cs,0.86
4,44,gaze_noise,1,1.0039999999999996,gaze_noise,1,response,1,0.26,cs,0.86
6,35,gaze_noise,0,1.0090000000000003,gaze_noise,1.01,response,1,0.26,cs,0.86
6,40,gaze_noise,1,1.0670000000000002,gaze_noise,1.07,response,1,0.26,cs,0.86
8,42,gaze_noise,1,1.0670000000000002,gaze_noise,1.07,response,1,0.26,cs,0.86
4,38,gaze_noise,1,1.0999999999999996,gaze_noise,1.1,response,1,0.26,cs,0.86
12,7,gaze_noise,1,1.1079999999999997,gaze_noise,1.11,response,1,0.26,cs,0.86
13,52,gaze_noise,1,1.1419999999999995,gaze_noise,1.14,response,1,0.26,cs,0.86
6,34,gaze_noise,1,1.1419999999999995,gaze_noise,1.14,response,1,0.26,cs,0.86
2,2,gaze_noise,1,1.1429999999999998,gaze_noise,1.14,response,1,0.26,cs,0.86
13,59,gaze_noise,1,1.2750000000000004,gaze_noise,1.28,response,1,0.27,cs,0.87
7,35,gaze_noise,0,1.2759999999999998,gaze_noise,1.28,response,1,0.26,cs,0.86
5,40,gaze_noise,1,1.3079999999999998,gaze_noise,1.31,response,1,0.26,cs,0.86
5,37,gaze_noise,1,1.5330000000000004,gaze_noise,1.53,response,1,0.26,cs,0.86
9,25,gaze_noise,0,2.9699999999999998,gaze_noise,2.97,response,1,0.25,cs,0.85
12,53,straight_ahead_clear,0,0.03699999999999992,straight_ahead_clear,0.04,guess,0,0.020000000000000018,cs,0.5
13,1,straight_ahead_clear,0,0.06700000000000017,straight_ahead_clear,0.07,guess,0,0.030000000000000027,cs,0.49
10,40,straight_ahead_clear,0,0.10499999999999954,straight_ahead_clear,0.1,guess,0,0.040000000000000036,cs,0.49
10,34,straight_ahead_clear,1,0.1689999999999996,straight_ahead_clear,0.17,guess,0,0.040000000000000036,cs,0.49
12,57,straight_ahead_clear,1,0.17100000000000026,straight_ahead_clear,0.17,guess,0,0.030000000000000027,cs,0.5
10,38,straight_ahead_clear,1,0.17499999999999982,straight_ahead_clear,0.17,guess,0,0.040000000000000036,cs,0.5
12,52,straight_ahead_clear,0,0.17499999999999982,straight_ahead_clear,0.17,guess,0,0.040000000000000036,cs,0.5
13,15,straight_ahead_clear,1,0.17499999999999982,straight_ahead_clear,0.17,guess,0,0.040000000000000036,cs,0.5
12,61,straight_ahead_clear,0,0.20199999999999996,straight_ahead_clear,0.2,guess,0,0.040000000000000036,cs,0.5
13,4,straight_ahead_clear,0,0.20500000000000007,straight_ahead_clear,0.21,guess,0,0.06000000000000005,cs,0.49
10,46,straight_ahead_clear,1,0.20699999999999985,straight_ahead_clear,0.21,guess,0,0.050000000000000044,cs,0.5
12,62,straight_ahead_clear,0,0.20699999999999985,straight_ahead_clear,0.21,guess,0,0.06000000000000005,cs,0.49
13,2,straight_ahead_clear,1,0.20900000000000052,straight_ahead_clear,0.21,guess,0,0.050000000000000044,cs,0.5
10,45,straight_ahead_clear,1,0.23499999999999943,straight_ahead_clear,0.23,guess,0,0.050000000000000044,cs,0.5
11,16,straight_ahead_clear,0,0.23900000000000077,straight_ahead_clear,0.24,guess,0,0.050000000000000044,cs,0.5
12,59,straight_ahead_clear,0,0.24300000000000033,straight_ahead_clear,0.24,guess,0,0.07000000000000006,cs,0.49
10,39,straight_ahead_clear,1,0.2679999999999998,straight_ahead_clear,0.27,guess,0,0.06000000000000005,cs,0.5
10,42,straight_ahead_clear,1,0.2679999999999998,straight_ahead_clear,0.27,guess,0,0.06000000000000005,cs,0.5
4,27,straight_ahead_clear,1,0.2679999999999998,straight_ahead_clear,0.27,guess,0,0.050000000000000044,cs,0.51
13,3,straight_ahead_clear,1,0.26900000000000013,straight_ahead_clear,0.27,guess,0,0.050000000000000044,cs,0.51
11,2,straight_ahead_clear,0,0.2699999999999996,straight_ahead_clear,0.27,guess,0,0.050000000000000044,cs,0.51
10,44,straight_ahead_clear,1,0.27200000000000024,straight_ahead_clear,0.27,guess,0,0.050000000000000044,cs,0.51
10,47,straight_ahead_clear,1,0.3019999999999996,straight_ahead_clear,0.3,guess,0,0.040000000000000036,cs,0.52
4,20,straight_ahead_clear,1,0.30400000000000027,straight_ahead_clear,0.3,guess,0,0.04999999999999993,cs,0.52
12,58,straight_ahead_clear,1,0.3049999999999997,straight_ahead_clear,0.3,guess,0,0.039999999999999925,cs,0.53
8,29,straight_ahead_clear,1,0.3050000000000006,straight_ahead_clear,0.31,guess,0,0.039999999999999925,cs,0.53
12,51,straight_ahead_clear,1,0.3069999999999995,straight_ahead_clear,0.31,guess,0,0.039999999999999925,cs,0.53
10,48,straight_ahead_clear,1,0.3070000000000004,straight_ahead_clear,0.31,guess,0,0.029999999999999916,cs,0.54
12,54,straight_ahead_clear,1,0.30799999999999983,straight_ahead_clear,0.31,guess,0,0.029999999999999916,cs,0.54
10,36,straight_ahead_clear,1,0.3089999999999993,straight_ahead_clear,0.31,guess,0,0.019999999999999907,cs,0.55
13,16,straight_ahead_clear,1,0.30900000000000016,straight_ahead_clear,0.31,guess,0,0.019999999999999907,cs,0.55
9,39,straight_ahead_clear,1,0.33399999999999963,straight_ahead_clear,0.33,guess,0,0.009999999999999898,cs,0.56
10,35,straight_ahead_clear,1,0.33499999999999996,straight_ahead_clear,0.34,guess,0,0.009999999999999898,cs,0.56
8,30,straight_ahead_clear,1,0.33699999999999974,straight_ahead_clear,0.34,guess,0,0,cs,0.57
13,9,straight_ahead_clear,1,0.3390000000000004,straight_ahead_clear,0.34,guess,0,0.010000000000000009,cs,0.57
8,25,straight_ahead_clear,1,0.3420000000000005,straight_ahead_clear,0.34,guess,0,0.010000000000000009,cs,0.57
7,22,straight_ahead_clear,1,0.3680000000000003,straight_ahead_clear,0.37,guess,0,0,cs,0.58
10,33,straight_ahead_clear,1,0.3689999999999998,straight_ahead_clear,0.37,guess,0,0,cs,0.58
11,8,straight_ahead_clear,1,0.3700000000000001,straight_ahead_clear,0.37,response,1,0.010000000000000009,cs,0.59
13,11,straight_ahead_clear,1,0.3700000000000001,straight_ahead_clear,0.37,response,1,0.010000000000000009,cs,0.59
5,23,straight_ahead_clear,1,0.37100000000000044,straight_ahead_clear,0.37,response,1,0.020000000000000018,cs,0.6
4,19,straight_ahead_clear,1,0.3720000000000008,straight_ahead_clear,0.37,response,1,0.020000000000000018,cs,0.6
12,60,straight_ahead_clear,1,0.39999999999999947,straight_ahead_clear,0.4,response,1,0.020000000000000018,cs,0.6
10,37,straight_ahead_clear,1,0.4009999999999998,straight_ahead_clear,0.4,response,1,0.030000000000000027,cs,0.61
9,42,straight_ahead_clear,1,0.4009999999999998,straight_ahead_clear,0.4,response,1,0.030000000000000027,cs,0.61
6,32,straight_ahead_clear,0,0.40200000000000014,straight_ahead_clear,0.4,response,1,0.030000000000000027,cs,0.61
11,7,straight_ahead_clear,1,0.4029999999999996,straight_ahead_clear,0.4,response,1,0.030000000000000027,cs,0.61
8,27,straight_ahead_clear,0,0.4029999999999996,straight_ahead_clear,0.4,response,1,0.020000000000000018,cs,0.6
7,23,straight_ahead_clear,1,0.4039999999999999,straight_ahead_clear,0.4,response,1,0.030000000000000027,cs,0.61
8,18,straight_ahead_clear,1,0.40500000000000025,straight_ahead_clear,0.41,response,1,0.030000000000000027,cs,0.61
8,24,straight_ahead_clear,1,0.40500000000000025,straight_ahead_clear,0.41,response,1,0.030000000000000027,cs,0.62
4,24,straight_ahead_clear,1,0.40800000000000036,straight_ahead_clear,0.41,response,1,0.030000000000000027,cs,0.62
4,29,straight_ahead_clear,1,0.4090000000000007,straight_ahead_clear,0.41,response,1,0.030000000000000027,cs,0.62
8,31,straight_ahead_clear,1,0.4090000000000007,straight_ahead_clear,0.41,response,1,0.040000000000000036,cs,0.63
9,41,straight_ahead_clear,1,0.4349999999999996,straight_ahead_clear,0.43,response,1,0.040000000000000036,cs,0.63
9,47,straight_ahead_clear,1,0.4349999999999996,straight_ahead_clear,0.43,response,1,0.040000000000000036,cs,0.63
13,14,straight_ahead_clear,1,0.43599999999999994,straight_ahead_clear,0.44,response,1,0.050000000000000044,cs,0.64
9,46,straight_ahead_clear,1,0.4379999999999997,straight_ahead_clear,0.44,response,1,0.050000000000000044,cs,0.64
6,22,straight_ahead_clear,1,0.43900000000000006,straight_ahead_clear,0.44,response,1,0.050000000000000044,cs,0.64
7,31,straight_ahead_clear,1,0.43900000000000006,straight_ahead_clear,0.44,response,1,0.06000000000000005,cs,0.65
11,5,straight_ahead_clear,1,0.44099999999999984,straight_ahead_clear,0.44,response,1,0.06000000000000005,cs,0.65
9,34,straight_ahead_clear,1,0.44099999999999984,straight_ahead_clear,0.44,response,1,0.07000000000000006,cs,0.66
2,50,straight_ahead_clear,1,0.46799999999999997,straight_ahead_clear,0.47,response,1,0.07000000000000006,cs,0.66
5,22,straight_ahead_clear,1,0.4710000000000001,straight_ahead_clear,0.47,response,1,0.07000000000000006,cs,0.66
8,17,straight_ahead_clear,1,0.4710000000000001,straight_ahead_clear,0.47,response,1,0.08000000000000007,cs,0.67
8,26,straight_ahead_clear,1,0.4710000000000001,straight_ahead_clear,0.47,response,1,0.08000000000000007,cs,0.67
2,59,straight_ahead_clear,1,0.47199999999999953,straight_ahead_clear,0.47,response,1,0.08000000000000007,cs,0.67
9,40,straight_ahead_clear,1,0.47499999999999964,straight_ahead_clear,0.47,response,1,0.09000000000000008,cs,0.68
11,15,straight_ahead_clear,1,0.47500000000000053,straight_ahead_clear,0.48,response,1,0.09000000000000008,cs,0.68
5,27,straight_ahead_clear,1,0.47500000000000053,straight_ahead_clear,0.48,response,1,0.09000000000000008,cs,0.68
7,29,straight_ahead_clear,1,0.47500000000000053,straight_ahead_clear,0.48,response,1,0.09999999999999998,cs,0.69
2,54,straight_ahead_clear,1,0.476,straight_ahead_clear,0.48,response,1,0.09999999999999998,cs,0.69
10,41,straight_ahead_clear,1,0.5009999999999994,straight_ahead_clear,0.5,response,1,0.09999999999999998,cs,0.69
12,63,straight_ahead_clear,1,0.5009999999999994,straight_ahead_clear,0.5,response,1,0.09999999999999998,cs,0.69
5,19,straight_ahead_clear,1,0.5010000000000003,straight_ahead_clear,0.5,response,1,0.10999999999999999,cs,0.7
8,23,straight_ahead_clear,1,0.5010000000000003,straight_ahead_clear,0.5,response,1,0.10999999999999999,cs,0.7
4,17,straight_ahead_clear,0,0.5040000000000004,straight_ahead_clear,0.5,response,1,0.09999999999999998,cs,0.69
12,50,straight_ahead_clear,1,0.5349999999999993,straight_ahead_clear,0.53,response,1,0.10999999999999999,cs,0.7
9,33,straight_ahead_clear,1,0.5349999999999993,straight_ahead_clear,0.53,response,1,0.10999999999999999,cs,0.7
12,49,straight_ahead_clear,1,0.5359999999999996,straight_ahead_clear,0.54,response,1,0.09999999999999998,cs,0.7
13,6,straight_ahead_clear,1,0.5369999999999999,straight_ahead_clear,0.54,response,1,0.10999999999999999,cs,0.71
6,21,straight_ahead_clear,1,0.5369999999999999,straight_ahead_clear,0.54,response,1,0.10999999999999999,cs,0.71
7,19,straight_ahead_clear,1,0.5390000000000006,straight_ahead_clear,0.54,response,1,0.10999999999999999,cs,0.71
13,8,straight_ahead_clear,1,0.5410000000000004,straight_ahead_clear,0.54,response,1,0.10999999999999999,cs,0.71
7,18,straight_ahead_clear,1,0.5410000000000004,straight_ahead_clear,0.54,response,1,0.12,cs,0.72
5,21,straight_ahead_clear,1,0.5420000000000007,straight_ahead_clear,0.54,response,1,0.12,cs,0.72
8,21,straight_ahead_clear,1,0.5420000000000007,straight_ahead_clear,0.54,response,1,0.12,cs,0.72
8,19,straight_ahead_clear,1,0.5670000000000002,straight_ahead_clear,0.57,response,1,0.13,cs,0.73
5,31,straight_ahead_clear,1,0.5679999999999996,straight_ahead_clear,0.57,response,1,0.13,cs,0.73
8,20,straight_ahead_clear,1,0.5679999999999996,straight_ahead_clear,0.57,response,1,0.13,cs,0.73
9,35,straight_ahead_clear,1,0.5679999999999996,straight_ahead_clear,0.57,response,1,0.13,cs,0.73
5,24,straight_ahead_clear,1,0.569,straight_ahead_clear,0.57,response,1,0.14,cs,0.74
7,25,straight_ahead_clear,1,0.569,straight_ahead_clear,0.57,response,1,0.14,cs,0.74
13,5,straight_ahead_clear,1,0.5720000000000001,straight_ahead_clear,0.57,response,1,0.14,cs,0.74
4,31,straight_ahead_clear,1,0.5720000000000001,straight_ahead_clear,0.57,response,1,0.14,cs,0.74
4,32,straight_ahead_clear,1,0.5720000000000001,straight_ahead_clear,0.57,response,1,0.15000000000000002,cs,0.75
7,26,straight_ahead_clear,1,0.5720000000000001,straight_ahead_clear,0.57,response,1,0.15000000000000002,cs,0.75
4,18,straight_ahead_clear,1,0.5750000000000002,straight_ahead_clear,0.58,response,1,0.15000000000000002,cs,0.75
10,43,straight_ahead_clear,1,0.5759999999999996,straight_ahead_clear,0.58,response,1,0.15000000000000002,cs,0.75
9,44,straight_ahead_clear,1,0.5759999999999996,straight_ahead_clear,0.58,response,1,0.16000000000000003,cs,0.76
2,55,straight_ahead_clear,1,0.5999999999999996,straight_ahead_clear,0.6,response,1,0.16000000000000003,cs,0.76
4,23,straight_ahead_clear,1,0.601,straight_ahead_clear,0.6,response,1,0.16000000000000003,cs,0.76
6,19,straight_ahead_clear,1,0.601,straight_ahead_clear,0.6,response,1,0.16000000000000003,cs,0.76
2,56,straight_ahead_clear,1,0.6020000000000003,straight_ahead_clear,0.6,response,1,0.17000000000000004,cs,0.77
2,60,straight_ahead_clear,1,0.6040000000000001,straight_ahead_clear,0.6,response,1,0.17000000000000004,cs,0.77
5,18,straight_ahead_clear,1,0.6040000000000001,straight_ahead_clear,0.6,response,1,0.17000000000000004,cs,0.77
8,32,straight_ahead_clear,1,0.6080000000000005,straight_ahead_clear,0.61,response,1,0.17000000000000004,cs,0.77
5,29,straight_ahead_clear,1,0.609,straight_ahead_clear,0.61,response,1,0.18000000000000005,cs,0.78
8,22,straight_ahead_clear,1,0.609,straight_ahead_clear,0.61,response,1,0.18000000000000005,cs,0.78
5,32,straight_ahead_clear,0,0.6349999999999998,straight_ahead_clear,0.63,response,1,0.17000000000000004,cs,0.77
6,31,straight_ahead_clear,1,0.6349999999999998,straight_ahead_clear,0.63,response,1,0.17000000000000004,cs,0.77
11,4,straight_ahead_clear,1,0.6360000000000001,straight_ahead_clear,0.64,response,1,0.17000000000000004,cs,0.77
11,3,straight_ahead_clear,1,0.6370000000000005,straight_ahead_clear,0.64,response,1,0.18000000000000005,cs,0.78
6,28,straight_ahead_clear,1,0.6370000000000005,straight_ahead_clear,0.64,response,1,0.18000000000000005,cs,0.78
11,1,straight_ahead_clear,1,0.6379999999999999,straight_ahead_clear,0.64,response,1,0.18000000000000005,cs,0.78
13,13,straight_ahead_clear,1,0.6379999999999999,straight_ahead_clear,0.64,response,1,0.18000000000000005,cs,0.78
6,23,straight_ahead_clear,1,0.6420000000000003,straight_ahead_clear,0.64,response,1,0.19000000000000006,cs,0.79
4,21,straight_ahead_clear,1,0.6669999999999998,straight_ahead_clear,0.67,response,1,0.19000000000000006,cs,0.79
9,38,straight_ahead_clear,1,0.6680000000000001,straight_ahead_clear,0.67,response,1,0.19000000000000006,cs,0.79
2,51,straight_ahead_clear,1,0.6689999999999996,straight_ahead_clear,0.67,response,1,0.19000000000000006,cs,0.79
6,24,straight_ahead_clear,1,0.6710000000000003,straight_ahead_clear,0.67,response,1,0.19000000000000006,cs,0.79
5,28,straight_ahead_clear,1,0.6720000000000006,straight_ahead_clear,0.67,response,1,0.20000000000000007,cs,0.8
9,36,straight_ahead_clear,1,0.673,straight_ahead_clear,0.67,response,1,0.20000000000000007,cs,0.8
5,20,straight_ahead_clear,1,0.6749999999999998,straight_ahead_clear,0.67,response,1,0.20000000000000007,cs,0.8
11,6,straight_ahead_clear,1,0.6750000000000007,straight_ahead_clear,0.68,response,1,0.20000000000000007,cs,0.8
6,30,straight_ahead_clear,1,0.6750000000000007,straight_ahead_clear,0.68,response,1,0.20000000000000007,cs,0.8
12,55,straight_ahead_clear,1,0.6759999999999993,straight_ahead_clear,0.68,response,1,0.21000000000000008,cs,0.81
9,48,straight_ahead_clear,1,0.6759999999999993,straight_ahead_clear,0.68,response,1,0.21000000000000008,cs,0.81
9,43,straight_ahead_clear,1,0.702,straight_ahead_clear,0.7,response,1,0.21000000000000008,cs,0.81
9,45,straight_ahead_clear,1,0.702,straight_ahead_clear,0.7,response,1,0.21000000000000008,cs,0.81
5,25,straight_ahead_clear,1,0.7050000000000001,straight_ahead_clear,0.7,response,1,0.21000000000000008,cs,0.81
2,53,straight_ahead_clear,1,0.7069999999999999,straight_ahead_clear,0.71,response,1,0.21999999999999997,cs,0.82
2,52,straight_ahead_clear,1,0.7080000000000002,straight_ahead_clear,0.71,response,1,0.21999999999999997,cs,0.82
2,49,straight_ahead_clear,1,0.7089999999999996,straight_ahead_clear,0.71,response,1,0.21999999999999997,cs,0.82
11,9,straight_ahead_clear,1,0.734,straight_ahead_clear,0.73,response,1,0.21999999999999997,cs,0.82
4,30,straight_ahead_clear,1,0.7350000000000003,straight_ahead_clear,0.74,response,1,0.21999999999999997,cs,0.82
6,26,straight_ahead_clear,1,0.7359999999999998,straight_ahead_clear,0.74,response,1,0.21999999999999997,cs,0.82
11,11,straight_ahead_clear,1,0.7390000000000008,straight_ahead_clear,0.74,response,1,0.22999999999999998,cs,0.83
5,26,straight_ahead_clear,1,0.7670000000000003,straight_ahead_clear,0.77,response,1,0.22999999999999998,cs,0.83
13,12,straight_ahead_clear,1,0.7709999999999999,straight_ahead_clear,0.77,response,1,0.22999999999999998,cs,0.83
2,57,straight_ahead_clear,1,0.7709999999999999,straight_ahead_clear,0.77,response,1,0.22999999999999998,cs,0.83
9,37,straight_ahead_clear,0,0.7720000000000002,straight_ahead_clear,0.77,response,1,0.21999999999999997,cs,0.82
4,26,straight_ahead_clear,1,0.7750000000000004,straight_ahead_clear,0.78,response,1,0.22999999999999998,cs,0.83
5,17,straight_ahead_clear,1,0.7750000000000004,straight_ahead_clear,0.78,response,1,0.22999999999999998,cs,0.83
12,64,straight_ahead_clear,1,0.7759999999999998,straight_ahead_clear,0.78,response,1,0.22999999999999998,cs,0.83
8,28,straight_ahead_clear,0,0.8019999999999996,straight_ahead_clear,0.8,response,1,0.21999999999999997,cs,0.82
4,25,straight_ahead_clear,1,0.8040000000000003,straight_ahead_clear,0.8,response,1,0.21999999999999997,cs,0.82
11,10,straight_ahead_clear,1,0.8049999999999997,straight_ahead_clear,0.8,response,1,0.21999999999999997,cs,0.82
5,30,straight_ahead_clear,1,0.8050000000000006,straight_ahead_clear,0.81,response,1,0.22999999999999998,cs,0.83
11,12,straight_ahead_clear,1,0.8079999999999998,straight_ahead_clear,0.81,response,1,0.22999999999999998,cs,0.83
7,21,straight_ahead_clear,1,0.8369999999999997,straight_ahead_clear,0.84,response,1,0.22999999999999998,cs,0.83
2,61,straight_ahead_clear,1,0.8419999999999996,straight_ahead_clear,0.84,response,1,0.22999999999999998,cs,0.83
2,62,straight_ahead_clear,1,0.843,straight_ahead_clear,0.84,response,1,0.22999999999999998,cs,0.83
7,32,straight_ahead_clear,1,0.8680000000000003,straight_ahead_clear,0.87,response,1,0.22999999999999998,cs,0.83
6,27,straight_ahead_clear,1,0.8720000000000008,straight_ahead_clear,0.87,response,1,0.24,cs,0.84
2,58,straight_ahead_clear,1,0.9009999999999998,straight_ahead_clear,0.9,response,1,0.24,cs,0.84
7,20,straight_ahead_clear,1,0.9009999999999998,straight_ahead_clear,0.9,response,1,0.24,cs,0.84
13,7,straight_ahead_clear,1,0.9039999999999999,straight_ahead_clear,0.9,response,1,0.24,cs,0.84
2,64,straight_ahead_clear,1,0.907,straight_ahead_clear,0.91,response,1,0.24,cs,0.84
12,56,straight_ahead_clear,1,0.9349999999999996,straight_ahead_clear,0.93,response,1,0.24,cs,0.84
4,28,straight_ahead_clear,1,0.9359999999999999,straight_ahead_clear,0.94,response,1,0.25,cs,0.85
6,20,straight_ahead_clear,1,0.9390000000000001,straight_ahead_clear,0.94,response,1,0.25,cs,0.85
2,63,straight_ahead_clear,1,0.9689999999999994,straight_ahead_clear,0.97,response,1,0.25,cs,0.85
6,17,straight_ahead_clear,1,0.9750000000000005,straight_ahead_clear,0.98,response,1,0.25,cs,0.85
11,13,straight_ahead_clear,1,1.005,straight_ahead_clear,1,response,1,0.25,cs,0.85
11,14,straight_ahead_clear,1,1.0339999999999998,straight_ahead_clear,1.03,response,1,0.25,cs,0.85
6,18,straight_ahead_clear,1,1.0750000000000002,straight_ahead_clear,1.08,response,1,0.25,cs,0.85
6,25,straight_ahead_clear,1,1.0750000000000002,straight_ahead_clear,1.08,response,1,0.26,cs,0.86
7,27,straight_ahead_clear,1,1.0750000000000002,straight_ahead_clear,1.08,response,1,0.26,cs,0.86
