subid,tr.num,condition,correct,RT,rt,guess,guess_num,ucl_bound,ewma_param,param_value
11_02_04,12,face,1,0.8929999999999998,0.89,response,1,0.32999999999999996,cs,0.94
11_02_07,90,face,1,0.8929999999999998,0.89,response,1,0.32999999999999996,cs,0.94
11_02_01,83,face,1,0.8969999999999998,0.9,response,1,0.32999999999999996,cs,0.94
11_02_04,21,face,1,0.8969999999999998,0.9,response,1,0.32999999999999996,cs,0.94
11_16_02,92,face,1,0.8969999999999998,0.9,response,1,0.32999999999999996,cs,0.94
10_20_03,8,face,1,0.9100000000000001,0.91,response,1,0.32999999999999996,cs,0.94
11_16_02,90,face,1,0.9199999999999995,0.92,response,1,0.32999999999999996,cs,0.94
10_20_05,4,face,1,0.923,0.92,response,1,0.33999999999999997,cs,0.95
10_20_05,21,face,1,0.923,0.92,response,1,0.33999999999999997,cs,0.95
11_02_01,76,face,1,0.923,0.92,response,1,0.33999999999999997,cs,0.95
10_20_03,12,face,1,0.9269999999999996,0.93,response,1,0.33999999999999997,cs,0.95
11_02_01,84,face,1,0.9269999999999996,0.93,response,1,0.33999999999999997,cs,0.95
11_10_04,76,face,1,0.9269999999999996,0.93,response,1,0.33999999999999997,cs,0.95
10_20_04,11,face,1,0.9300000000000002,0.93,response,1,0.33999999999999997,cs,0.95
10_20_05,15,face,1,0.9300000000000002,0.93,response,1,0.33999999999999997,cs,0.95
11_02_05,5,face,1,0.9300000000000002,0.93,response,1,0.33999999999999997,cs,0.95
11_10_05,73,face,1,0.9300000000000002,0.93,response,1,0.33999999999999997,cs,0.95
11_10_03,89,face,1,0.9430000000000005,0.94,response,1,0.33999999999999997,cs,0.95
11_10_02,10,face,1,0.9529999999999998,0.95,response,1,0.33999999999999997,cs,0.95
10_20_03,11,face,1,0.9569999999999999,0.96,response,1,0.33999999999999997,cs,0.95
11_10_02,12,face,1,0.9569999999999999,0.96,response,1,0.33999999999999997,cs,0.95
11_10_02,18,face,1,0.9569999999999999,0.96,response,1,0.33999999999999997,cs,0.95
10_20_05,24,face,1,0.96,0.96,response,1,0.33999999999999997,cs,0.95
10_20_01,12,face,1,0.9629999999999996,0.96,response,1,0.33999999999999997,cs,0.95
10_20_03,14,face,1,0.9629999999999996,0.96,response,1,0.33999999999999997,cs,0.95
11_10_02,20,face,1,0.9629999999999996,0.96,response,1,0.33999999999999997,cs,0.95
11_10_02,19,face,1,0.9930000000000003,0.99,response,1,0.33999999999999997,cs,0.95
10_20_03,7,face,1,0.9970000000000003,1,response,1,0.35,cs,0.96
10_20_03,16,face,1,0.9970000000000003,1,response,1,0.35,cs,0.96
11_02_04,13,face,1,1.02,1.02,response,1,0.35,cs,0.96
11_10_03,92,face,1,1.0270000000000001,1.03,response,1,0.35,cs,0.96
11_02_01,87,face,1,1.0299999999999998,1.03,response,1,0.35,cs,0.96
11_16_02,78,face,1,1.0299999999999998,1.03,response,1,0.35,cs,0.96
11_10_04,77,face,1,1.0430000000000001,1.04,response,1,0.35,cs,0.96
11_02_01,88,face,1,1.0529999999999995,1.05,response,1,0.35,cs,0.96
11_10_02,11,face,1,1.0529999999999995,1.05,response,1,0.35,cs,0.96
11_16_02,93,face,1,1.0529999999999995,1.05,response,1,0.35,cs,0.96
11_02_01,74,face,1,1.0599999999999996,1.06,response,1,0.35,cs,0.96
11_16_02,86,face,1,1.0599999999999996,1.06,response,1,0.35,cs,0.96
11_02_01,73,face,1,1.0630000000000002,1.06,response,1,0.35,cs,0.96
11_02_01,79,face,1,1.0630000000000002,1.06,response,1,0.35,cs,0.96
11_02_04,14,face,1,1.0630000000000002,1.06,response,1,0.35,cs,0.96
10_20_03,17,face,1,1.077,1.08,response,1,0.35,cs,0.96
11_02_01,78,face,1,1.077,1.08,response,1,0.35,cs,0.96
11_16_02,73,face,1,1.077,1.08,response,1,0.35,cs,0.96
11_16_02,88,face,1,1.0870000000000002,1.09,response,1,0.35,cs,0.96
10_20_05,13,face,1,1.093,1.09,response,1,0.35,cs,0.96
11_02_01,96,face,1,1.093,1.09,response,1,0.35,cs,0.96
11_10_02,1,face,1,1.093,1.09,response,1,0.35,cs,0.96
10_20_03,21,face,1,1.097,1.1,response,1,0.35,cs,0.96
11_16_02,77,face,1,1.097,1.1,response,1,0.35,cs,0.96
11_16_02,91,face,1,1.097,1.1,response,1,0.35,cs,0.96
11_16_02,82,face,1,1.1100000000000003,1.11,response,1,0.36,cs,0.97
11_02_01,90,face,1,1.1199999999999997,1.12,response,1,0.36,cs,0.97
11_16_05,81,face,1,1.1199999999999997,1.12,response,1,0.36,cs,0.97
11_02_01,95,face,1,1.1300000000000003,1.13,response,1,0.36,cs,0.97
11_10_04,83,face,1,1.1300000000000003,1.13,response,1,0.36,cs,0.97
11_10_01,83,face,1,1.1429999999999998,1.14,response,1,0.36,cs,0.97
11_10_04,95,face,1,1.1429999999999998,1.14,response,1,0.36,cs,0.97
11_02_04,6,face,1,1.1600000000000001,1.16,response,1,0.36,cs,0.97
11_16_02,79,face,1,1.1629999999999998,1.16,response,1,0.36,cs,0.97
11_02_01,75,face,1,1.1900000000000004,1.19,response,1,0.36,cs,0.97
10_20_04,1,face,1,1.1929999999999996,1.19,response,1,0.36,cs,0.97
11_02_04,17,face,1,1.1969999999999996,1.2,response,1,0.36,cs,0.97
11_16_02,87,face,1,1.1969999999999996,1.2,response,1,0.36,cs,0.97
11_16_02,81,face,1,1.2630000000000003,1.26,response,1,0.36,cs,0.97
11_10_03,86,face,1,1.2770000000000001,1.28,response,1,0.36,cs,0.97
11_16_02,74,face,1,1.2869999999999995,1.29,response,1,0.36,cs,0.97
11_16_02,89,face,1,1.3230000000000004,1.32,response,1,0.36,cs,0.97
11_02_04,4,face,1,1.363,1.36,response,1,0.36,cs,0.97
11_16_02,84,face,1,1.3769999999999998,1.38,response,1,0.36,cs,0.97
11_02_04,1,face,1,1.3900000000000006,1.39,response,1,0.36,cs,0.97
11_02_04,5,face,1,1.4430000000000005,1.44,response,1,0.36,cs,0.97
11_16_02,80,face,1,1.5270000000000001,1.53,response,1,0.36,cs,0.97
11_16_02,96,face,1,1.5599999999999996,1.56,response,1,0.36,cs,0.97
11_16_02,94,face,1,1.6900000000000004,1.69,response,1,0.36,cs,0.97
11_02_04,9,face,1,1.6969999999999996,1.7,response,1,0.36,cs,0.97
11_16_03,6,face,0,1.73,1.73,response,1,0.35,cs,0.96
10_20_01,44,text,1,0.04300000000000015,0.04,guess,0,0.020000000000000018,cs,0.5
11_02_02,66,text,1,0.06300000000000017,0.06,guess,0,0.010000000000000009,cs,0.51
11_16_01,32,text,0,0.06300000000000017,0.06,guess,0,0.030000000000000027,cs,0.5
11_02_02,51,text,0,0.07699999999999996,0.08,guess,0,0.030000000000000027,cs,0.5
11_02_04,27,text,0,0.08699999999999974,0.09,guess,0,0.040000000000000036,cs,0.49
10_20_01,32,text,1,0.0900000000000003,0.09,guess,0,0.040000000000000036,cs,0.5
10_20_01,43,text,1,0.09699999999999998,0.1,guess,0,0.040000000000000036,cs,0.5
11_02_02,62,text,0,0.09699999999999998,0.1,guess,0,0.040000000000000036,cs,0.5
10_20_01,33,text,0,0.11000000000000032,0.11,guess,0,0.050000000000000044,cs,0.49
11_16_01,39,text,0,0.11000000000000032,0.11,guess,0,0.06000000000000005,cs,0.49
10_20_01,48,text,0,0.1299999999999999,0.13,guess,0,0.07000000000000006,cs,0.48
10_20_02,26,text,0,0.14300000000000024,0.14,guess,0,0.07000000000000006,cs,0.48
10_20_02,29,text,1,0.15700000000000003,0.16,guess,0,0.06000000000000005,cs,0.49
11_02_02,72,text,1,0.1629999999999998,0.16,guess,0,0.06000000000000005,cs,0.49
11_02_05,42,text,0,0.1629999999999998,0.16,guess,0,0.06000000000000005,cs,0.49
11_02_05,43,text,0,0.17700000000000005,0.18,guess,0,0.08000000000000007,cs,0.48
10_20_02,46,text,0,0.1900000000000004,0.19,guess,0,0.08000000000000007,cs,0.48
11_02_02,68,text,0,0.19300000000000006,0.19,guess,0,0.09000000000000008,cs,0.47
11_02_05,26,text,0,0.2230000000000003,0.22,guess,0,0.09000000000000008,cs,0.47
10_20_02,40,text,0,0.24300000000000033,0.24,guess,0,0.10000000000000003,cs,0.46
10_20_02,45,text,0,0.24300000000000033,0.24,guess,0,0.10000000000000003,cs,0.46
11_02_08,54,text,1,0.2570000000000001,0.26,guess,0,0.10000000000000003,cs,0.46
11_16_01,20,text,1,0.2570000000000001,0.26,guess,0,0.09000000000000008,cs,0.47
11_16_01,34,text,1,0.2570000000000001,0.26,guess,0,0.09999999999999998,cs,0.47
10_20_02,44,text,0,0.2599999999999998,0.26,guess,0,0.09999999999999998,cs,0.47
10_20_02,41,text,0,0.2629999999999999,0.26,guess,0,0.10999999999999993,cs,0.46
11_02_02,49,text,1,0.2629999999999999,0.26,guess,0,0.09999999999999998,cs,0.47
10_20_02,43,text,0,0.2869999999999999,0.29,guess,0,0.10999999999999993,cs,0.46
11_02_02,59,text,1,0.2869999999999999,0.29,guess,0,0.09999999999999998,cs,0.47
11_16_01,19,text,1,0.2869999999999999,0.29,guess,0,0.08999999999999997,cs,0.48
10_20_06,34,text,0,0.29000000000000004,0.29,guess,0,0.09999999999999998,cs,0.47
11_02_02,52,text,0,0.29700000000000015,0.3,guess,0,0.09999999999999998,cs,0.47
11_10_05,52,text,1,0.29700000000000015,0.3,guess,0,0.09999999999999998,cs,0.47
11_16_01,26,text,1,0.29700000000000015,0.3,guess,0,0.08999999999999997,cs,0.48
10_20_01,39,text,1,0.3230000000000004,0.32,guess,0,0.09999999999999998,cs,0.48
10_20_01,47,text,0,0.3230000000000004,0.32,guess,0,0.09999999999999998,cs,0.48
10_20_06,45,text,1,0.3230000000000004,0.32,guess,0,0.09999999999999998,cs,0.48
11_02_02,56,text,1,0.3230000000000004,0.32,guess,0,0.08999999999999997,cs,0.49
11_02_08,51,text,1,0.3230000000000004,0.32,guess,0,0.08999999999999997,cs,0.49
11_16_01,38,text,1,0.3230000000000004,0.32,guess,0,0.07999999999999996,cs,0.5
11_16_03,36,text,1,0.3230000000000004,0.32,guess,0,0.07999999999999996,cs,0.5
11_16_04,26,text,1,0.3230000000000004,0.32,guess,0,0.06999999999999995,cs,0.51
11_16_05,63,text,1,0.3230000000000004,0.32,guess,0,0.06999999999999995,cs,0.51
11_02_02,69,text,0,0.32699999999999996,0.33,guess,0,0.06999999999999995,cs,0.51
11_02_08,71,text,1,0.33000000000000007,0.33,guess,0,0.06999999999999995,cs,0.51
11_10_05,50,text,1,0.33000000000000007,0.33,guess,0,0.05999999999999994,cs,0.52
11_16_01,27,text,1,0.33000000000000007,0.33,guess,0,0.05999999999999994,cs,0.52
11_16_04,45,text,1,0.33000000000000007,0.33,guess,0,0.04999999999999993,cs,0.53
10_20_02,38,text,0,0.35299999999999976,0.35,guess,0,0.05999999999999994,cs,0.52
11_02_07,70,text,1,0.35299999999999976,0.35,guess,0,0.04999999999999993,cs,0.53
10_20_02,28,text,1,0.3570000000000002,0.36,guess,0,0.05999999999999994,cs,0.53
11_02_02,63,text,0,0.3570000000000002,0.36,guess,0,0.05999999999999994,cs,0.53
11_02_07,53,text,1,0.3570000000000002,0.36,guess,0,0.05999999999999994,cs,0.53
11_10_05,55,text,1,0.3570000000000002,0.36,guess,0,0.04999999999999993,cs,0.54
11_16_04,29,text,1,0.3570000000000002,0.36,guess,0,0.04999999999999993,cs,0.54
10_20_01,45,text,1,0.3599999999999999,0.36,guess,0,0.04999999999999993,cs,0.54
11_10_05,54,text,1,0.3599999999999999,0.36,guess,0,0.039999999999999925,cs,0.55
10_20_01,34,text,0,0.363,0.36,guess,0,0.04999999999999993,cs,0.54
10_20_02,35,text,0,0.363,0.36,guess,0,0.04999999999999993,cs,0.54
10_20_02,36,text,0,0.363,0.36,guess,0,0.05999999999999994,cs,0.53
10_20_06,32,text,0,0.363,0.36,guess,0,0.05999999999999994,cs,0.53
10_20_06,42,text,1,0.363,0.36,guess,0,0.05999999999999994,cs,0.53
11_02_03,67,text,1,0.363,0.36,guess,0,0.04999999999999993,cs,0.54
11_02_04,39,text,0,0.363,0.36,guess,0,0.05999999999999994,cs,0.53
11_02_05,27,text,1,0.363,0.36,guess,0,0.04999999999999993,cs,0.54
11_02_08,52,text,1,0.363,0.36,guess,0,0.04999999999999993,cs,0.54
11_02_08,64,text,1,0.363,0.36,guess,0,0.039999999999999925,cs,0.55
11_10_05,72,text,1,0.363,0.36,guess,0,0.039999999999999925,cs,0.55
11_16_01,25,text,0,0.363,0.36,guess,0,0.04999999999999993,cs,0.54
11_16_01,40,text,1,0.363,0.36,guess,0,0.039999999999999925,cs,0.55
11_16_03,30,text,1,0.363,0.36,guess,0,0.039999999999999925,cs,0.55
10_20_03,43,text,0,0.3770000000000002,0.38,guess,0,0.039999999999999925,cs,0.55
11_10_04,52,text,0,0.3770000000000002,0.38,guess,0,0.04999999999999993,cs,0.54
11_10_05,61,text,1,0.3770000000000002,0.38,guess,0,0.039999999999999925,cs,0.55
10_20_06,46,text,1,0.387,0.39,guess,0,0.039999999999999925,cs,0.55
11_02_05,28,text,1,0.387,0.39,guess,0,0.029999999999999916,cs,0.56
11_16_03,39,text,0,0.387,0.39,guess,0,0.039999999999999925,cs,0.55
11_16_04,33,text,1,0.387,0.39,guess,0,0.039999999999999925,cs,0.55
10_20_02,30,text,0,0.3900000000000001,0.39,guess,0,0.039999999999999925,cs,0.55
11_02_07,65,text,1,0.3900000000000001,0.39,guess,0,0.04999999999999993,cs,0.55
11_02_08,72,text,1,0.3900000000000001,0.39,guess,0,0.039999999999999925,cs,0.56
11_10_03,49,text,0,0.3900000000000001,0.39,guess,0,0.04999999999999993,cs,0.55
11_10_03,57,text,1,0.3900000000000001,0.39,guess,0,0.039999999999999925,cs,0.56
11_10_04,57,text,1,0.3900000000000001,0.39,guess,0,0.039999999999999925,cs,0.56
11_10_04,70,text,1,0.3900000000000001,0.39,guess,0,0.030000000000000027,cs,0.57
11_10_05,66,text,1,0.3900000000000001,0.39,guess,0,0.030000000000000027,cs,0.57
11_16_01,29,text,1,0.3900000000000001,0.39,guess,0,0.030000000000000027,cs,0.57
11_16_03,35,text,1,0.3900000000000001,0.39,guess,0,0.020000000000000018,cs,0.58
11_16_04,43,text,0,0.3900000000000001,0.39,guess,0,0.030000000000000027,cs,0.57
10_20_06,25,text,1,0.3929999999999998,0.39,guess,0,0.020000000000000018,cs,0.58
10_20_06,36,text,1,0.3929999999999998,0.39,guess,0,0.020000000000000018,cs,0.58
11_02_08,69,text,1,0.3929999999999998,0.39,guess,0,0.010000000000000009,cs,0.59
10_20_01,36,text,1,0.3969999999999998,0.4,guess,0,0.010000000000000009,cs,0.59
10_20_01,38,text,0,0.3969999999999998,0.4,guess,0,0.020000000000000018,cs,0.58
10_20_02,33,text,0,0.3969999999999998,0.4,guess,0,0.020000000000000018,cs,0.58
10_20_06,26,text,1,0.3969999999999998,0.4,guess,0,0.020000000000000018,cs,0.58
10_20_06,38,text,0,0.3969999999999998,0.4,guess,0,0.020000000000000018,cs,0.58
11_10_03,53,text,0,0.3969999999999998,0.4,guess,0,0.030000000000000027,cs,0.57
11_10_05,68,text,1,0.3969999999999998,0.4,guess,0,0.020000000000000018,cs,0.58
11_16_01,21,text,1,0.3969999999999998,0.4,guess,0,0.020000000000000018,cs,0.58
11_16_01,23,text,1,0.3969999999999998,0.4,guess,0,0.020000000000000018,cs,0.58
11_16_04,28,text,1,0.3969999999999998,0.4,guess,0,0.010000000000000009,cs,0.59
11_16_04,36,text,0,0.3969999999999998,0.4,guess,0,0.020000000000000018,cs,0.58
11_10_05,69,text,1,0.41000000000000014,0.41,guess,0,0.010000000000000009,cs,0.59
11_16_01,31,text,1,0.41000000000000014,0.41,guess,0,0.010000000000000009,cs,0.59
11_16_01,37,text,1,0.41000000000000014,0.41,guess,0,0.010000000000000009,cs,0.59
11_16_04,31,text,1,0.41000000000000014,0.41,response,1,0,cs,0.6
11_16_05,68,text,1,0.41000000000000014,0.41,response,1,0,cs,0.6
10_20_02,42,text,0,0.41999999999999993,0.42,response,1,0,cs,0.6
10_20_05,38,text,1,0.41999999999999993,0.42,response,1,0,cs,0.6
10_20_06,27,text,1,0.41999999999999993,0.42,response,1,0,cs,0.6
10_20_06,41,text,1,0.41999999999999993,0.42,response,1,0.010000000000000009,cs,0.61
11_10_05,58,text,1,0.41999999999999993,0.42,response,1,0.010000000000000009,cs,0.61
11_16_01,36,text,1,0.41999999999999993,0.42,response,1,0.020000000000000018,cs,0.62
11_16_03,38,text,1,0.41999999999999993,0.42,response,1,0.020000000000000018,cs,0.62
11_16_04,27,text,1,0.41999999999999993,0.42,response,1,0.020000000000000018,cs,0.62
11_16_05,52,text,1,0.41999999999999993,0.42,response,1,0.030000000000000027,cs,0.63
10_20_04,38,text,1,0.42300000000000004,0.42,response,1,0.030000000000000027,cs,0.63
11_10_01,61,text,1,0.42300000000000004,0.42,response,1,0.030000000000000027,cs,0.63
11_10_02,42,text,1,0.42300000000000004,0.42,response,1,0.040000000000000036,cs,0.64
11_10_04,59,text,1,0.42300000000000004,0.42,response,1,0.040000000000000036,cs,0.64
11_10_05,49,text,1,0.42300000000000004,0.42,response,1,0.050000000000000044,cs,0.65
11_10_05,62,text,1,0.42300000000000004,0.42,response,1,0.050000000000000044,cs,0.65
10_20_01,46,text,1,0.42700000000000005,0.43,response,1,0.050000000000000044,cs,0.65
10_20_02,37,text,0,0.42700000000000005,0.43,response,1,0.050000000000000044,cs,0.65
10_20_06,30,text,1,0.42700000000000005,0.43,response,1,0.050000000000000044,cs,0.65
10_20_06,48,text,1,0.42700000000000005,0.43,response,1,0.050000000000000044,cs,0.65
11_02_08,66,text,1,0.42700000000000005,0.43,response,1,0.06000000000000005,cs,0.66
11_10_03,52,text,1,0.42700000000000005,0.43,response,1,0.06000000000000005,cs,0.66
11_10_05,56,text,1,0.42700000000000005,0.43,response,1,0.06000000000000005,cs,0.66
11_10_05,59,text,0,0.42700000000000005,0.43,response,1,0.06000000000000005,cs,0.66
11_10_05,71,text,0,0.42700000000000005,0.43,response,1,0.050000000000000044,cs,0.65
11_16_01,18,text,1,0.42700000000000005,0.43,response,1,0.050000000000000044,cs,0.65
11_16_01,33,text,1,0.42700000000000005,0.43,response,1,0.06000000000000005,cs,0.66
11_16_01,41,text,1,0.42700000000000005,0.43,response,1,0.06000000000000005,cs,0.66
11_16_04,37,text,1,0.42700000000000005,0.43,response,1,0.06000000000000005,cs,0.66
11_16_04,41,text,0,0.42700000000000005,0.43,response,1,0.06000000000000005,cs,0.66
10_20_01,35,text,1,0.43000000000000016,0.43,response,1,0.06000000000000005,cs,0.66
10_20_02,27,text,0,0.43000000000000016,0.43,response,1,0.050000000000000044,cs,0.65
10_20_04,29,text,1,0.43000000000000016,0.43,response,1,0.06000000000000005,cs,0.66
10_20_06,33,text,1,0.43000000000000016,0.43,response,1,0.06000000000000005,cs,0.66
10_20_06,44,text,0,0.43000000000000016,0.43,response,1,0.050000000000000044,cs,0.65
11_02_04,35,text,1,0.43000000000000016,0.43,response,1,0.06000000000000005,cs,0.66
11_02_04,38,text,1,0.43000000000000016,0.43,response,1,0.06000000000000005,cs,0.66
11_02_07,50,text,1,0.43000000000000016,0.43,response,1,0.06000000000000005,cs,0.66
11_02_07,58,text,1,0.43000000000000016,0.43,response,1,0.07000000000000006,cs,0.67
11_02_07,62,text,1,0.43000000000000016,0.43,response,1,0.07000000000000006,cs,0.67
11_02_08,50,text,1,0.43000000000000016,0.43,response,1,0.07000000000000006,cs,0.67
11_02_08,57,text,1,0.43000000000000016,0.43,response,1,0.08000000000000007,cs,0.68
11_10_04,54,text,1,0.43000000000000016,0.43,response,1,0.08000000000000007,cs,0.68
11_10_05,53,text,0,0.43000000000000016,0.43,response,1,0.07000000000000006,cs,0.67
11_10_05,57,text,1,0.43000000000000016,0.43,response,1,0.08000000000000007,cs,0.68
11_16_01,24,text,1,0.43000000000000016,0.43,response,1,0.08000000000000007,cs,0.68
11_16_02,54,text,1,0.43000000000000016,0.43,response,1,0.08000000000000007,cs,0.68
11_16_03,41,text,1,0.43000000000000016,0.43,response,1,0.08999999999999997,cs,0.69
11_16_04,25,text,1,0.43000000000000016,0.43,response,1,0.08999999999999997,cs,0.69
11_16_04,38,text,1,0.43000000000000016,0.43,response,1,0.08999999999999997,cs,0.69
11_16_04,40,text,1,0.43000000000000016,0.43,response,1,0.09999999999999998,cs,0.7
11_16_05,50,text,1,0.43000000000000016,0.43,response,1,0.09999999999999998,cs,0.7
11_16_05,55,text,1,0.43000000000000016,0.43,response,1,0.09999999999999998,cs,0.7
10_20_06,29,text,1,0.44300000000000006,0.44,response,1,0.10999999999999999,cs,0.71
11_02_03,52,text,0,0.44300000000000006,0.44,response,1,0.09999999999999998,cs,0.7
11_10_05,60,text,1,0.44300000000000006,0.44,response,1,0.09999999999999998,cs,0.7
11_16_03,47,text,0,0.44300000000000006,0.44,response,1,0.08999999999999997,cs,0.69
11_16_04,30,text,1,0.44300000000000006,0.44,response,1,0.09999999999999998,cs,0.7
11_02_01,72,text,0,0.45299999999999985,0.45,response,1,0.08999999999999997,cs,0.69
11_02_05,37,text,1,0.45299999999999985,0.45,response,1,0.08999999999999997,cs,0.69
11_02_08,59,text,1,0.45299999999999985,0.45,response,1,0.09999999999999998,cs,0.7
11_10_04,63,text,1,0.45299999999999985,0.45,response,1,0.09999999999999998,cs,0.7
11_10_05,67,text,1,0.45299999999999985,0.45,response,1,0.09999999999999998,cs,0.7
11_16_01,28,text,1,0.45299999999999985,0.45,response,1,0.10999999999999999,cs,0.71
11_16_04,34,text,1,0.45299999999999985,0.45,response,1,0.10999999999999999,cs,0.71
11_02_08,49,text,1,0.4570000000000003,0.46,response,1,0.10999999999999999,cs,0.71
11_10_01,51,text,1,0.4570000000000003,0.46,response,1,0.10999999999999999,cs,0.71
11_16_03,34,text,1,0.4570000000000003,0.46,response,1,0.12,cs,0.72
11_16_01,30,text,0,0.45999999999999996,0.46,response,1,0.10999999999999999,cs,0.71
11_16_03,48,text,1,0.45999999999999996,0.46,response,1,0.10999999999999999,cs,0.71
11_16_05,60,text,0,0.45999999999999996,0.46,response,1,0.10999999999999999,cs,0.71
10_20_04,31,text,0,0.4630000000000001,0.46,response,1,0.09999999999999998,cs,0.7
10_20_05,43,text,0,0.4630000000000001,0.46,response,1,0.08999999999999997,cs,0.69
10_20_06,28,text,1,0.4630000000000001,0.46,response,1,0.08999999999999997,cs,0.69
10_20_06,40,text,1,0.4630000000000001,0.46,response,1,0.09999999999999998,cs,0.7
11_02_02,60,text,0,0.4630000000000001,0.46,response,1,0.08999999999999997,cs,0.69
11_02_05,36,text,1,0.4630000000000001,0.46,response,1,0.07999999999999996,cs,0.69
11_02_07,69,text,1,0.4630000000000001,0.46,response,1,0.08999999999999997,cs,0.7
11_02_08,60,text,1,0.4630000000000001,0.46,response,1,0.08999999999999997,cs,0.7
11_10_01,53,text,0,0.4630000000000001,0.46,response,1,0.07999999999999996,cs,0.69
11_10_04,51,text,1,0.4630000000000001,0.46,response,1,0.08999999999999997,cs,0.7
11_10_04,62,text,1,0.4630000000000001,0.46,response,1,0.08999999999999997,cs,0.7
11_16_03,37,text,1,0.4630000000000001,0.46,response,1,0.08999999999999997,cs,0.7
11_16_03,40,text,1,0.4630000000000001,0.46,response,1,0.09999999999999998,cs,0.71
11_16_03,43,text,1,0.4630000000000001,0.46,response,1,0.09999999999999998,cs,0.71
11_16_04,35,text,1,0.4630000000000001,0.46,response,1,0.09999999999999998,cs,0.71
11_02_04,42,text,1,0.4770000000000003,0.48,response,1,0.09999999999999998,cs,0.71
11_02_07,54,text,1,0.4770000000000003,0.48,response,1,0.10999999999999999,cs,0.72
11_02_08,68,text,1,0.4770000000000003,0.48,response,1,0.10999999999999999,cs,0.72
10_20_01,40,text,1,0.48699999999999966,0.49,response,1,0.10999999999999999,cs,0.72
10_20_05,46,text,1,0.48699999999999966,0.49,response,1,0.12,cs,0.73
11_02_07,61,text,1,0.48699999999999966,0.49,response,1,0.12,cs,0.73
11_02_08,58,text,1,0.48699999999999966,0.49,response,1,0.12,cs,0.73
11_10_04,53,text,1,0.48699999999999966,0.49,response,1,0.12,cs,0.73
11_16_04,44,text,1,0.48699999999999966,0.49,response,1,0.13,cs,0.74
11_02_02,53,text,0,0.4900000000000002,0.49,response,1,0.12,cs,0.73
11_02_03,51,text,1,0.4900000000000002,0.49,response,1,0.12,cs,0.73
11_02_07,59,text,1,0.4900000000000002,0.49,response,1,0.12,cs,0.73
11_10_02,48,text,1,0.4900000000000002,0.49,response,1,0.13,cs,0.74
11_16_05,56,text,1,0.4900000000000002,0.49,response,1,0.13,cs,0.74
11_16_05,62,text,1,0.4900000000000002,0.49,response,1,0.13,cs,0.74
10_20_04,36,text,1,0.4930000000000003,0.49,response,1,0.13,cs,0.74
11_02_02,61,text,0,0.4930000000000003,0.49,response,1,0.13,cs,0.74
11_02_03,70,text,1,0.4930000000000003,0.49,response,1,0.13,cs,0.74
11_02_07,57,text,1,0.4930000000000003,0.49,response,1,0.13,cs,0.74
11_02_07,68,text,1,0.4930000000000003,0.49,response,1,0.14,cs,0.75
11_16_03,42,text,0,0.4930000000000003,0.49,response,1,0.13,cs,0.74
11_16_05,61,text,1,0.4930000000000003,0.49,response,1,0.13,cs,0.74
11_02_03,66,text,0,0.4969999999999999,0.5,response,1,0.12,cs,0.73
11_02_07,64,text,1,0.4969999999999999,0.5,response,1,0.13,cs,0.74
11_10_01,55,text,1,0.4969999999999999,0.5,response,1,0.13,cs,0.74
11_10_04,56,text,1,0.4969999999999999,0.5,response,1,0.13,cs,0.74
11_10_04,58,text,1,0.4969999999999999,0.5,response,1,0.13,cs,0.74
11_10_05,63,text,1,0.4969999999999999,0.5,response,1,0.14,cs,0.75
11_10_05,64,text,1,0.4969999999999999,0.5,response,1,0.14,cs,0.75
11_16_05,54,text,1,0.4969999999999999,0.5,response,1,0.14,cs,0.75
11_16_05,64,text,1,0.4969999999999999,0.5,response,1,0.14,cs,0.75
11_16_05,71,text,1,0.4969999999999999,0.5,response,1,0.15000000000000002,cs,0.76
10_20_05,47,text,1,0.5100000000000002,0.51,response,1,0.15000000000000002,cs,0.76
10_20_06,39,text,1,0.5100000000000002,0.51,response,1,0.15000000000000002,cs,0.76
11_10_03,66,text,1,0.5100000000000002,0.51,response,1,0.15000000000000002,cs,0.76
10_20_01,25,text,1,0.52,0.52,response,1,0.16000000000000003,cs,0.77
10_20_01,30,text,1,0.52,0.52,response,1,0.16000000000000003,cs,0.77
11_02_04,43,text,0,0.52,0.52,response,1,0.15000000000000002,cs,0.76
11_02_08,55,text,0,0.52,0.52,response,1,0.14,cs,0.75
11_10_02,45,text,1,0.52,0.52,response,1,0.15000000000000002,cs,0.76
11_10_03,50,text,1,0.52,0.52,response,1,0.15000000000000002,cs,0.76
11_16_01,35,text,1,0.52,0.52,response,1,0.15000000000000002,cs,0.76
10_20_04,44,text,1,0.5230000000000006,0.52,response,1,0.15000000000000002,cs,0.76
10_20_04,48,text,1,0.5230000000000006,0.52,response,1,0.15000000000000002,cs,0.76
10_20_06,31,text,1,0.5230000000000006,0.52,response,1,0.16000000000000003,cs,0.77
11_02_01,67,text,1,0.5230000000000006,0.52,response,1,0.16000000000000003,cs,0.77
10_20_02,34,text,0,0.5270000000000001,0.53,response,1,0.15000000000000002,cs,0.76
10_20_05,25,text,1,0.5270000000000001,0.53,response,1,0.15000000000000002,cs,0.76
11_02_01,71,text,1,0.5270000000000001,0.53,response,1,0.16000000000000003,cs,0.77
11_10_04,68,text,1,0.5270000000000001,0.53,response,1,0.16000000000000003,cs,0.77
11_10_04,69,text,1,0.5270000000000001,0.53,response,1,0.16000000000000003,cs,0.77
