subid,tr.num,noise_condition,correct,age,age_group,target_image,RT,condition,rt,guess,guess_num,ucl_bound,ewma_param,param_value
5,23,clear,0,1962,5,cookie,2.202,clear,2.2,guess,0,0.10999999999999993,cs,0.46
5,29,clear,0,1962,5,ball,2.2079999999999993,clear,2.21,guess,0,0.10999999999999993,cs,0.46
27,28,clear,0,1356,3,shoe,2.234000000000001,clear,2.23,guess,0,0.11999999999999994,cs,0.45
15,21,clear,0,1325,3,juice,2.2359999999999998,clear,2.24,guess,0,0.11999999999999994,cs,0.45
48,22,clear,0,1946,5,chicken,2.2379999999999995,clear,2.24,guess,0,0.12999999999999995,cs,0.44
6,12,clear,0,1669,4,bunny,2.271,clear,2.27,guess,0,0.12999999999999995,cs,0.44
3,22,clear,1,1920,5,cookie,2.2720000000000002,clear,2.27,guess,0,0.12999999999999995,cs,0.44
42,25,clear,0,1151,3,chicken,2.3039999999999994,clear,2.3,guess,0,0.12999999999999995,cs,0.44
7,24,clear,1,1742,4,juice,2.309,clear,2.31,guess,0,0.11999999999999994,cs,0.45
3,27,clear,0,1920,5,shoe,2.3340000000000005,clear,2.33,guess,0,0.12999999999999995,cs,0.44
9,16,clear,0,1744,4,boat,2.3359999999999994,clear,2.34,guess,0,0.12999999999999995,cs,0.44
10,22,clear,0,1414,3,chicken,2.404,clear,2.4,guess,0,0.13999999999999996,cs,0.43
10,25,clear,0,1414,3,boat,2.439,clear,2.44,guess,0,0.13999999999999996,cs,0.43
45,15,clear,1,1957,5,ball,2.471,clear,2.47,guess,0,0.13999999999999996,cs,0.43
22,15,clear,0,1866,5,boat,2.503,clear,2.5,guess,0,0.13999999999999996,cs,0.43
30,26,clear,0,1767,4,chicken,2.5679999999999996,clear,2.57,guess,0,0.14999999999999997,cs,0.42
30,25,clear,0,1767,4,chicken,2.600999999999999,clear,2.6,guess,0,0.14999999999999997,cs,0.42
30,30,clear,0,1767,4,ball,2.7749999999999995,clear,2.77,guess,0,0.14999999999999997,cs,0.42
33,10,clear,0,1870,5,cookie,2.8760000000000003,clear,2.88,guess,0,0.15999999999999998,cs,0.41
3,26,clear,1,1920,5,ball,3.7039999999999997,clear,3.7,guess,0,0.14999999999999997,cs,0.42
25,4,noise,0,1311,3,bunny,0.034999999999999254,noise,0.03,guess,0,0.010000000000000009,cs,0.5
27,7,noise,0,1356,3,shoe,0.03500000000000014,noise,0.04,guess,0,0.020000000000000018,cs,0.49
5,12,noise,1,1962,5,bunny,0.03500000000000014,noise,0.04,guess,0,0.020000000000000018,cs,0.5
50,2,noise,1,1693,4,shoe,0.03500000000000014,noise,0.04,guess,0,0.020000000000000018,cs,0.5
33,20,noise,1,1870,5,boat,0.03900000000000059,noise,0.04,guess,0,0.010000000000000009,cs,0.51
50,13,noise,0,1693,4,boat,0.04100000000000037,noise,0.04,guess,0,0.020000000000000018,cs,0.5
6,28,noise,1,1669,4,cookie,0.0420000000000007,noise,0.04,guess,0,0.020000000000000018,cs,0.51
11,23,noise,0,1695,4,juice,0.04299999999999926,noise,0.04,guess,0,0.030000000000000027,cs,0.5
11,20,noise,0,1695,4,bottle,0.06699999999999928,noise,0.07,guess,0,0.030000000000000027,cs,0.5
46,25,noise,1,1836,5,shoe,0.06700000000000017,noise,0.07,guess,0,0.030000000000000027,cs,0.5
20,27,noise,1,2088,5,juice,0.06899999999999995,noise,0.07,guess,0,0.020000000000000018,cs,0.51
28,32,noise,1,1418,3,bunny,0.06899999999999995,noise,0.07,guess,0,0.020000000000000018,cs,0.51
30,6,noise,0,1767,4,boat,0.06899999999999995,noise,0.07,guess,0,0.030000000000000027,cs,0.5
1,4,noise,1,1770,4,bunny,0.07000000000000028,noise,0.07,guess,0,0.030000000000000027,cs,0.51
43,12,noise,0,1413,3,ball,0.07099999999999973,noise,0.07,guess,0,0.040000000000000036,cs,0.5
20,23,noise,0,2088,5,ball,0.07500000000000018,noise,0.08,guess,0,0.040000000000000036,cs,0.5
43,10,noise,1,1413,3,cookie,0.07500000000000018,noise,0.08,guess,0,0.040000000000000036,cs,0.5
46,17,noise,0,1836,5,juice,0.10200000000000031,noise,0.1,guess,0,0.040000000000000036,cs,0.5
7,3,noise,0,1742,4,juice,0.10299999999999976,noise,0.1,guess,0,0.050000000000000044,cs,0.49
15,12,noise,1,1325,3,boat,0.1070000000000002,noise,0.11,guess,0,0.040000000000000036,cs,0.5
3,2,noise,0,1920,5,chicken,0.1070000000000002,noise,0.11,guess,0,0.050000000000000044,cs,0.49
45,20,noise,1,1957,5,ball,0.10799999999999965,noise,0.11,guess,0,0.040000000000000036,cs,0.5
35,8,noise,1,1833,5,juice,0.10899999999999999,noise,0.11,guess,0,0.040000000000000036,cs,0.5
49,3,noise,0,1626,4,shoe,0.13400000000000034,noise,0.13,guess,0,0.040000000000000036,cs,0.5
20,32,noise,0,2088,5,bunny,0.1349999999999998,noise,0.13,guess,0,0.050000000000000044,cs,0.49
13,20,noise,1,1282,3,juice,0.13600000000000012,noise,0.14,guess,0,0.050000000000000044,cs,0.5
50,3,noise,0,1693,4,juice,0.13600000000000012,noise,0.14,guess,0,0.06000000000000005,cs,0.49
46,26,noise,1,1836,5,ball,0.13700000000000045,noise,0.14,guess,0,0.050000000000000044,cs,0.5
1,11,noise,0,1770,4,chicken,0.1379999999999999,noise,0.14,guess,0,0.06000000000000005,cs,0.49
49,15,noise,1,1626,4,bottle,0.1379999999999999,noise,0.14,guess,0,0.050000000000000044,cs,0.5
15,4,noise,1,1325,3,chicken,0.14000000000000057,noise,0.14,guess,0,0.050000000000000044,cs,0.5
7,1,noise,0,1742,4,boat,0.14100000000000001,noise,0.14,guess,0,0.050000000000000044,cs,0.5
50,6,noise,1,1693,4,ball,0.14199999999999946,noise,0.14,guess,0,0.050000000000000044,cs,0.5
20,26,noise,0,2088,5,juice,0.14200000000000035,noise,0.14,guess,0,0.050000000000000044,cs,0.5
19,30,noise,0,1129,3,juice,0.1429999999999998,noise,0.14,guess,0,0.06000000000000005,cs,0.49
25,13,noise,0,1311,3,cookie,0.1429999999999998,noise,0.14,guess,0,0.06000000000000005,cs,0.49
10,5,noise,0,1414,3,shoe,0.16800000000000015,noise,0.17,guess,0,0.06000000000000005,cs,0.49
18,18,noise,1,1603,4,ball,0.16800000000000015,noise,0.17,guess,0,0.06000000000000005,cs,0.49
25,11,noise,0,1311,3,shoe,0.16800000000000015,noise,0.17,guess,0,0.06000000000000005,cs,0.49
42,13,noise,0,1151,3,juice,0.1689999999999996,noise,0.17,guess,0,0.07000000000000006,cs,0.48
46,20,noise,1,1836,5,chicken,0.1720000000000006,noise,0.17,guess,0,0.06000000000000005,cs,0.49
9,27,noise,0,1744,4,boat,0.17300000000000004,noise,0.17,guess,0,0.07000000000000006,cs,0.48
13,18,noise,1,1282,3,juice,0.1750000000000007,noise,0.18,guess,0,0.06000000000000005,cs,0.49
48,5,noise,0,1946,5,juice,0.17599999999999927,noise,0.18,guess,0,0.07000000000000006,cs,0.48
3,15,noise,0,1920,5,bottle,0.1999999999999993,noise,0.2,guess,0,0.07000000000000006,cs,0.48
1,2,noise,0,1770,4,shoe,0.2010000000000005,noise,0.2,guess,0,0.09000000000000008,cs,0.47
27,12,noise,1,1356,3,cookie,0.20199999999999996,noise,0.2,guess,0,0.08000000000000007,cs,0.48
48,2,noise,0,1946,5,cookie,0.20199999999999996,noise,0.2,guess,0,0.09000000000000008,cs,0.47
8,14,noise,1,1367,3,bunny,0.20199999999999996,noise,0.2,guess,0,0.08000000000000007,cs,0.48
6,22,noise,0,1669,4,boat,0.2029999999999994,noise,0.2,guess,0,0.09000000000000008,cs,0.47
2,9,noise,0,1810,4,chicken,0.20500000000000007,noise,0.21,guess,0,0.09000000000000008,cs,0.47
36,26,noise,0,1160,3,cookie,0.20500000000000007,noise,0.21,guess,0,0.10000000000000003,cs,0.46
18,17,noise,1,1603,4,boat,0.20699999999999985,noise,0.21,guess,0,0.09000000000000008,cs,0.47
42,11,noise,1,1151,3,chicken,0.20700000000000074,noise,0.21,guess,0,0.09000000000000008,cs,0.47
42,2,noise,0,1151,3,juice,0.20899999999999963,noise,0.21,guess,0,0.09000000000000008,cs,0.47
17,5,noise,0,1373,3,cookie,0.20999999999999996,noise,0.21,guess,0,0.10000000000000003,cs,0.46
11,30,noise,0,1695,4,shoe,0.23399999999999999,noise,0.23,guess,0,0.10000000000000003,cs,0.46
22,23,noise,0,1866,5,bottle,0.23399999999999999,noise,0.23,guess,0,0.10000000000000003,cs,0.46
31,9,noise,0,1289,3,shoe,0.23399999999999999,noise,0.23,guess,0,0.11000000000000004,cs,0.45
36,19,noise,1,1160,3,juice,0.23599999999999977,noise,0.24,guess,0,0.10000000000000003,cs,0.46
18,29,noise,1,1603,4,chicken,0.23799999999999955,noise,0.24,guess,0,0.10000000000000003,cs,0.46
49,13,noise,1,1626,4,chicken,0.23799999999999955,noise,0.24,guess,0,0.09000000000000008,cs,0.47
13,24,noise,0,1282,3,chicken,0.23900000000000077,noise,0.24,guess,0,0.10000000000000003,cs,0.46
48,13,noise,1,1946,5,ball,0.242,noise,0.24,guess,0,0.09000000000000008,cs,0.47
18,22,noise,1,1603,4,bunny,0.26899999999999924,noise,0.27,guess,0,0.09000000000000008,cs,0.47
42,16,noise,1,1151,3,bunny,0.26899999999999924,noise,0.27,guess,0,0.08000000000000007,cs,0.48
50,12,noise,0,1693,4,bottle,0.26899999999999924,noise,0.27,guess,0,0.09000000000000008,cs,0.47
30,1,noise,0,1767,4,ball,0.2709999999999999,noise,0.27,guess,0,0.09000000000000008,cs,0.47
43,11,noise,1,1413,3,bottle,0.2709999999999999,noise,0.27,guess,0,0.09000000000000008,cs,0.47
8,16,noise,1,1367,3,ball,0.2709999999999999,noise,0.27,guess,0,0.08000000000000007,cs,0.48
10,9,noise,0,1414,3,chicken,0.27200000000000024,noise,0.27,guess,0,0.09000000000000008,cs,0.47
31,14,noise,0,1289,3,bottle,0.27200000000000024,noise,0.27,guess,0,0.09000000000000008,cs,0.47
43,14,noise,1,1413,3,bottle,0.27200000000000024,noise,0.27,guess,0,0.08000000000000007,cs,0.48
49,9,noise,1,1626,4,chicken,0.27200000000000024,noise,0.27,guess,0,0.08000000000000007,cs,0.48
5,11,noise,0,1962,5,chicken,0.27200000000000024,noise,0.27,guess,0,0.08000000000000007,cs,0.48
8,4,noise,0,1367,3,chicken,0.27200000000000024,noise,0.27,guess,0,0.09000000000000008,cs,0.47
5,7,noise,0,1962,5,juice,0.27500000000000036,noise,0.28,guess,0,0.09000000000000008,cs,0.47
8,1,noise,0,1367,3,ball,0.27500000000000036,noise,0.28,guess,0,0.10000000000000003,cs,0.46
24,17,noise,0,1288,3,bottle,0.2999999999999998,noise,0.3,guess,0,0.10000000000000003,cs,0.46
48,15,noise,1,1946,5,juice,0.30299999999999994,noise,0.3,guess,0,0.10000000000000003,cs,0.46
35,13,noise,1,1833,5,chicken,0.3039999999999994,noise,0.3,guess,0,0.09000000000000008,cs,0.47
13,27,noise,0,1282,3,ball,0.30400000000000027,noise,0.3,guess,0,0.10000000000000003,cs,0.46
7,14,noise,0,1742,4,bunny,0.30400000000000027,noise,0.3,guess,0,0.10000000000000003,cs,0.46
20,18,noise,1,2088,5,cookie,0.3049999999999997,noise,0.3,guess,0,0.10000000000000003,cs,0.46
50,10,noise,0,1693,4,chicken,0.3049999999999997,noise,0.3,guess,0,0.10000000000000003,cs,0.46
46,23,noise,0,1836,5,chicken,0.3050000000000006,noise,0.31,guess,0,0.11000000000000004,cs,0.45
17,9,noise,1,1373,3,boat,0.3069999999999995,noise,0.31,guess,0,0.10000000000000003,cs,0.46
2,10,noise,1,1810,4,ball,0.30799999999999983,noise,0.31,guess,0,0.09000000000000008,cs,0.47
42,6,noise,1,1151,3,ball,0.30799999999999983,noise,0.31,guess,0,0.09000000000000008,cs,0.47
11,29,noise,0,1695,4,bunny,0.33499999999999996,noise,0.34,guess,0,0.09000000000000008,cs,0.47
20,17,noise,1,2088,5,bunny,0.33499999999999996,noise,0.34,guess,0,0.09000000000000008,cs,0.47
35,4,noise,1,1833,5,boat,0.3359999999999994,noise,0.34,guess,0,0.08999999999999997,cs,0.48
33,18,noise,0,1870,5,chicken,0.3390000000000004,noise,0.34,guess,0,0.09999999999999998,cs,0.47
36,25,noise,0,1160,3,chicken,0.3390000000000004,noise,0.34,guess,0,0.09999999999999998,cs,0.47
46,29,noise,1,1836,5,cookie,0.3420000000000005,noise,0.34,guess,0,0.09999999999999998,cs,0.47
27,10,noise,1,1356,3,juice,0.34299999999999997,noise,0.34,guess,0,0.08999999999999997,cs,0.48
42,3,noise,0,1151,3,cookie,0.34299999999999997,noise,0.34,guess,0,0.09999999999999998,cs,0.47
13,19,noise,0,1282,3,shoe,0.367,noise,0.37,guess,0,0.09999999999999998,cs,0.47
37,19,noise,1,1882,5,shoe,0.367,noise,0.37,guess,0,0.09999999999999998,cs,0.47
45,17,noise,0,1957,5,bottle,0.367,noise,0.37,guess,0,0.09999999999999998,cs,0.47
5,16,noise,1,1962,5,shoe,0.367,noise,0.37,guess,0,0.09999999999999998,cs,0.47
25,15,noise,1,1311,3,ball,0.36799999999999944,noise,0.37,guess,0,0.08999999999999997,cs,0.48
27,9,noise,0,1356,3,ball,0.36799999999999944,noise,0.37,guess,0,0.09999999999999998,cs,0.47
3,6,noise,1,1920,5,ball,0.36799999999999944,noise,0.37,guess,0,0.08999999999999997,cs,0.48
1,7,noise,1,1770,4,boat,0.3689999999999998,noise,0.37,guess,0,0.07999999999999996,cs,0.49
18,31,noise,1,1603,4,bunny,0.3689999999999998,noise,0.37,guess,0,0.07999999999999996,cs,0.49
22,25,noise,1,1866,5,bunny,0.3689999999999998,noise,0.37,guess,0,0.06999999999999995,cs,0.5
28,31,noise,0,1418,3,juice,0.3689999999999998,noise,0.37,guess,0,0.07999999999999996,cs,0.49
31,10,noise,0,1289,3,bunny,0.3700000000000001,noise,0.37,guess,0,0.07999999999999996,cs,0.49
35,15,noise,0,1833,5,bunny,0.3700000000000001,noise,0.37,guess,0,0.08999999999999997,cs,0.48
49,4,noise,1,1626,4,ball,0.37100000000000044,noise,0.37,guess,0,0.07999999999999996,cs,0.49
5,10,noise,0,1962,5,ball,0.37100000000000044,noise,0.37,guess,0,0.08999999999999997,cs,0.48
20,30,noise,1,2088,5,chicken,0.3720000000000008,noise,0.37,guess,0,0.07999999999999996,cs,0.49
34,3,noise,1,1289,3,chicken,0.3720000000000008,noise,0.37,guess,0,0.07999999999999996,cs,0.49
48,3,noise,1,1946,5,boat,0.3730000000000002,noise,0.37,guess,0,0.06999999999999995,cs,0.5
11,18,noise,1,1695,4,boat,0.37399999999999967,noise,0.37,guess,0,0.06999999999999995,cs,0.5
27,15,noise,1,1356,3,ball,0.375,noise,0.38,guess,0,0.05999999999999994,cs,0.51
22,29,noise,0,1866,5,ball,0.4009999999999998,noise,0.4,guess,0,0.06999999999999995,cs,0.5
30,3,noise,0,1767,4,shoe,0.4009999999999998,noise,0.4,guess,0,0.06999999999999995,cs,0.5
30,15,noise,0,1767,4,shoe,0.4009999999999998,noise,0.4,guess,0,0.07999999999999996,cs,0.49
2,15,noise,0,1810,4,shoe,0.40200000000000014,noise,0.4,guess,0,0.07999999999999996,cs,0.49
33,26,noise,1,1870,5,bunny,0.40200000000000014,noise,0.4,guess,0,0.07999999999999996,cs,0.49
35,3,noise,0,1833,5,juice,0.40200000000000014,noise,0.4,guess,0,0.07999999999999996,cs,0.49
46,18,noise,0,1836,5,bunny,0.40200000000000014,noise,0.4,guess,0,0.08999999999999997,cs,0.48
48,12,noise,1,1946,5,shoe,0.40200000000000014,noise,0.4,guess,0,0.07999999999999996,cs,0.49
49,12,noise,1,1626,4,bunny,0.40200000000000014,noise,0.4,guess,0,0.07999999999999996,cs,0.49
43,13,noise,1,1413,3,bunny,0.4029999999999996,noise,0.4,guess,0,0.06999999999999995,cs,0.5
27,3,noise,1,1356,3,bunny,0.4039999999999999,noise,0.4,guess,0,0.06999999999999995,cs,0.5
30,16,noise,0,1767,4,chicken,0.4039999999999999,noise,0.4,guess,0,0.06999999999999995,cs,0.5
50,14,noise,1,1693,4,bunny,0.4039999999999999,noise,0.4,guess,0,0.06999999999999995,cs,0.5
30,7,noise,1,1767,4,chicken,0.40500000000000025,noise,0.41,guess,0,0.05999999999999994,cs,0.51
35,10,noise,1,1833,5,boat,0.40500000000000025,noise,0.41,guess,0,0.05999999999999994,cs,0.51
35,12,noise,0,1833,5,bottle,0.40500000000000025,noise,0.41,guess,0,0.05999999999999994,cs,0.51
41,16,noise,0,1842,5,bottle,0.40500000000000025,noise,0.41,guess,0,0.06999999999999995,cs,0.5
5,3,noise,0,1962,5,bottle,0.40500000000000025,noise,0.41,guess,0,0.06999999999999995,cs,0.5
11,26,noise,0,1695,4,boat,0.40700000000000003,noise,0.41,guess,0,0.07999999999999996,cs,0.49
1,15,noise,1,1770,4,ball,0.40800000000000036,noise,0.41,guess,0,0.06999999999999995,cs,0.5
1,10,noise,1,1770,4,juice,0.4090000000000007,noise,0.41,guess,0,0.06999999999999995,cs,0.5
37,24,noise,1,1882,5,juice,0.4090000000000007,noise,0.41,guess,0,0.05999999999999994,cs,0.51
6,30,noise,1,1669,4,juice,0.4090000000000007,noise,0.41,guess,0,0.05999999999999994,cs,0.51
21,17,noise,1,1701,4,shoe,0.43400000000000016,noise,0.43,guess,0,0.04999999999999993,cs,0.52
50,16,noise,1,1693,4,shoe,0.43400000000000016,noise,0.43,guess,0,0.04999999999999993,cs,0.52
1,3,noise,0,1770,4,bunny,0.4349999999999996,noise,0.43,guess,0,0.04999999999999993,cs,0.52
24,19,noise,0,1288,3,shoe,0.4349999999999996,noise,0.43,guess,0,0.05999999999999994,cs,0.51
11,24,noise,0,1695,4,juice,0.43599999999999994,noise,0.44,guess,0,0.05999999999999994,cs,0.51
37,31,noise,0,1882,5,boat,0.43599999999999994,noise,0.44,guess,0,0.06999999999999995,cs,0.5
1,14,noise,1,1770,4,ball,0.4370000000000003,noise,0.44,guess,0,0.05999999999999994,cs,0.51
15,5,noise,1,1325,3,bunny,0.4370000000000003,noise,0.44,guess,0,0.05999999999999994,cs,0.51
25,2,noise,1,1311,3,bunny,0.4370000000000003,noise,0.44,guess,0,0.04999999999999993,cs,0.52
37,17,noise,0,1882,5,ball,0.4370000000000003,noise,0.44,guess,0,0.05999999999999994,cs,0.51
41,2,noise,1,1842,5,bottle,0.4370000000000003,noise,0.44,guess,0,0.04999999999999993,cs,0.52
41,4,noise,0,1842,5,ball,0.4370000000000003,noise,0.44,guess,0,0.05999999999999994,cs,0.51
49,7,noise,1,1626,4,bottle,0.4370000000000003,noise,0.44,guess,0,0.04999999999999993,cs,0.52
1,1,noise,0,1770,4,cookie,0.4379999999999997,noise,0.44,guess,0,0.05999999999999994,cs,0.51
34,6,noise,1,1289,3,bottle,0.4379999999999997,noise,0.44,guess,0,0.04999999999999993,cs,0.52
34,13,noise,0,1289,3,cookie,0.4379999999999997,noise,0.44,guess,0,0.05999999999999994,cs,0.51
30,4,noise,0,1767,4,boat,0.43900000000000006,noise,0.44,guess,0,0.06999999999999995,cs,0.5
43,2,noise,0,1413,3,ball,0.44099999999999984,noise,0.44,guess,0,0.06999999999999995,cs,0.5
15,16,noise,0,1325,3,ball,0.44200000000000017,noise,0.44,guess,0,0.07999999999999996,cs,0.49
28,29,noise,1,1418,3,ball,0.44200000000000017,noise,0.44,guess,0,0.06999999999999995,cs,0.5
31,12,noise,0,1289,3,juice,0.44200000000000017,noise,0.44,guess,0,0.07999999999999996,cs,0.49
35,6,noise,1,1833,5,cookie,0.44200000000000017,noise,0.44,guess,0,0.06999999999999995,cs,0.5
15,13,noise,0,1325,3,juice,0.4429999999999996,noise,0.44,guess,0,0.07999999999999996,cs,0.49
18,24,noise,1,1603,4,juice,0.4429999999999996,noise,0.44,guess,0,0.06999999999999995,cs,0.5
2,13,noise,0,1810,4,bottle,0.46699999999999964,noise,0.47,guess,0,0.07999999999999996,cs,0.49
28,30,noise,0,1418,3,bottle,0.46699999999999964,noise,0.47,guess,0,0.07999999999999996,cs,0.49
48,14,noise,1,1946,5,bottle,0.46699999999999964,noise,0.47,guess,0,0.06999999999999995,cs,0.5
1,13,noise,1,1770,4,shoe,0.4670000000000005,noise,0.47,guess,0,0.06999999999999995,cs,0.5
5,9,noise,0,1962,5,shoe,0.4670000000000005,noise,0.47,guess,0,0.06999999999999995,cs,0.5
18,32,noise,0,1603,4,shoe,0.46799999999999997,noise,0.47,guess,0,0.07999999999999996,cs,0.49
27,2,noise,1,1356,3,shoe,0.46799999999999997,noise,0.47,guess,0,0.06999999999999995,cs,0.5
35,14,noise,1,1833,5,bunny,0.46799999999999997,noise,0.47,guess,0,0.06999999999999995,cs,0.5
45,31,noise,1,1957,5,ball,0.46799999999999997,noise,0.47,guess,0,0.05999999999999994,cs,0.51
50,5,noise,1,1693,4,ball,0.46799999999999997,noise,0.47,guess,0,0.05999999999999994,cs,0.51
15,14,noise,0,1325,3,bottle,0.4689999999999994,noise,0.47,guess,0,0.05999999999999994,cs,0.51
22,21,noise,1,1866,5,bunny,0.4689999999999994,noise,0.47,guess,0,0.05999999999999994,cs,0.51
24,27,noise,1,1288,3,juice,0.4689999999999994,noise,0.47,guess,0,0.04999999999999993,cs,0.52
49,8,noise,1,1626,4,boat,0.4689999999999994,noise,0.47,guess,0,0.04999999999999993,cs,0.52
34,5,noise,1,1289,3,ball,0.4710000000000001,noise,0.47,guess,0,0.04999999999999993,cs,0.52
48,11,noise,1,1946,5,bunny,0.4710000000000001,noise,0.47,guess,0,0.039999999999999925,cs,0.53
17,6,noise,1,1373,3,chicken,0.47199999999999953,noise,0.47,guess,0,0.039999999999999925,cs,0.53
22,24,noise,0,1866,5,chicken,0.47199999999999953,noise,0.47,guess,0,0.039999999999999925,cs,0.53
1,9,noise,1,1770,4,chicken,0.4720000000000004,noise,0.47,guess,0,0.039999999999999925,cs,0.53
20,21,noise,1,2088,5,chicken,0.4720000000000004,noise,0.47,guess,0,0.029999999999999916,cs,0.54
49,10,noise,0,1626,4,boat,0.4720000000000004,noise,0.47,guess,0,0.039999999999999925,cs,0.53
7,4,noise,1,1742,4,ball,0.47499999999999964,noise,0.47,guess,0,0.029999999999999916,cs,0.54
20,22,noise,0,2088,5,cookie,0.47500000000000053,noise,0.48,guess,0,0.039999999999999925,cs,0.53
41,9,noise,1,1842,5,juice,0.47500000000000053,noise,0.48,guess,0,0.029999999999999916,cs,0.54
50,15,noise,0,1693,4,cookie,0.476,noise,0.48,guess,0,0.039999999999999925,cs,0.53
17,8,noise,1,1373,3,bottle,0.5,noise,0.5,guess,0,0.029999999999999916,cs,0.54
48,16,noise,1,1946,5,shoe,0.5009999999999994,noise,0.5,guess,0,0.029999999999999916,cs,0.54
7,9,noise,1,1742,4,ball,0.5009999999999994,noise,0.5,guess,0,0.019999999999999907,cs,0.55
37,28,noise,0,1882,5,shoe,0.5010000000000003,noise,0.5,guess,0,0.029999999999999916,cs,0.54
13,17,noise,0,1282,3,bunny,0.5019999999999998,noise,0.5,guess,0,0.039999999999999925,cs,0.53
31,6,noise,1,1289,3,bunny,0.5019999999999998,noise,0.5,guess,0,0.029999999999999916,cs,0.54
41,1,noise,0,1842,5,juice,0.5019999999999998,noise,0.5,guess,0,0.039999999999999925,cs,0.53
7,8,noise,1,1742,4,bottle,0.5019999999999998,noise,0.5,guess,0,0.029999999999999916,cs,0.54
2,11,noise,1,1810,4,juice,0.5030000000000001,noise,0.5,guess,0,0.029999999999999916,cs,0.54
31,8,noise,0,1289,3,boat,0.5030000000000001,noise,0.5,guess,0,0.029999999999999916,cs,0.54
5,15,noise,0,1962,5,boat,0.5030000000000001,noise,0.5,guess,0,0.039999999999999925,cs,0.53
8,8,noise,1,1367,3,bunny,0.5030000000000001,noise,0.5,guess,0,0.029999999999999916,cs,0.54
9,26,noise,1,1744,4,juice,0.5030000000000001,noise,0.5,guess,0,0.029999999999999916,cs,0.54
41,14,noise,1,1842,5,chicken,0.5039999999999996,noise,0.5,guess,0,0.019999999999999907,cs,0.55
5,8,noise,1,1962,5,chicken,0.5039999999999996,noise,0.5,guess,0,0.019999999999999907,cs,0.55
1,12,noise,1,1770,4,bottle,0.5040000000000004,noise,0.5,guess,0,0.009999999999999898,cs,0.56
20,28,noise,1,2088,5,bottle,0.5040000000000004,noise,0.5,guess,0,0.009999999999999898,cs,0.56
31,3,noise,1,1289,3,ball,0.5040000000000004,noise,0.5,guess,0,0.009999999999999898,cs,0.56
31,7,noise,1,1289,3,bottle,0.5040000000000004,noise,0.5,guess,0,0,cs,0.57
42,8,noise,1,1151,3,bunny,0.5040000000000004,noise,0.5,guess,0,0,cs,0.57
1,6,noise,1,1770,4,bottle,0.5049999999999999,noise,0.5,response,1,0.010000000000000009,cs,0.58
18,19,noise,1,1603,4,chicken,0.5049999999999999,noise,0.5,response,1,0.010000000000000009,cs,0.58
25,14,noise,1,1311,3,chicken,0.5049999999999999,noise,0.5,response,1,0.020000000000000018,cs,0.59
28,28,noise,0,1418,3,chicken,0.5049999999999999,noise,0.5,response,1,0.010000000000000009,cs,0.58
48,4,noise,0,1946,5,chicken,0.5049999999999999,noise,0.5,guess,0,0,cs,0.57
1,5,noise,0,1770,4,boat,0.5050000000000008,noise,0.51,guess,0,0,cs,0.57
27,8,noise,0,1356,3,boat,0.5069999999999997,noise,0.51,guess,0,0.009999999999999898,cs,0.56
48,9,noise,1,1946,5,boat,0.5069999999999997,noise,0.51,guess,0,0,cs,0.57
2,16,noise,0,1810,4,chicken,0.5070000000000006,noise,0.51,guess,0,0.009999999999999898,cs,0.56
18,26,noise,1,1603,4,ball,0.508,noise,0.51,guess,0,0,cs,0.57
28,25,noise,0,1418,3,juice,0.5089999999999995,noise,0.51,guess,0,0.009999999999999898,cs,0.56
37,25,noise,1,1882,5,cookie,0.5090000000000003,noise,0.51,guess,0,0.009999999999999898,cs,0.56
41,7,noise,1,1842,5,cookie,0.5090000000000003,noise,0.51,guess,0,0,cs,0.57
49,16,noise,0,1626,4,cookie,0.5090000000000003,noise,0.51,guess,0,0.009999999999999898,cs,0.56
3,4,noise,0,1920,5,cookie,0.5099999999999998,noise,0.51,guess,0,0.009999999999999898,cs,0.56
45,26,noise,0,1957,5,cookie,0.5099999999999998,noise,0.51,guess,0,0.019999999999999907,cs,0.55
11,21,noise,0,1695,4,bottle,0.5339999999999998,noise,0.53,guess,0,0.019999999999999907,cs,0.55
15,3,noise,0,1325,3,bottle,0.5339999999999998,noise,0.53,guess,0,0.029999999999999916,cs,0.54
43,8,noise,0,1413,3,shoe,0.5339999999999998,noise,0.53,guess,0,0.029999999999999916,cs,0.54
50,7,noise,1,1693,4,bottle,0.5339999999999998,noise,0.53,guess,0,0.029999999999999916,cs,0.54
9,20,noise,0,1744,4,ball,0.5339999999999998,noise,0.53,guess,0,0.039999999999999925,cs,0.53
41,10,noise,0,1842,5,bunny,0.5350000000000001,noise,0.54,guess,0,0.039999999999999925,cs,0.53
17,3,noise,1,1373,3,juice,0.5359999999999996,noise,0.54,guess,0,0.039999999999999925,cs,0.53
37,29,noise,1,1882,5,juice,0.5360000000000005,noise,0.54,guess,0,0.029999999999999916,cs,0.54
30,9,noise,1,1767,4,bottle,0.5369999999999999,noise,0.54,guess,0,0.029999999999999916,cs,0.54
41,15,noise,1,1842,5,bunny,0.5369999999999999,noise,0.54,guess,0,0.019999999999999907,cs,0.55
35,5,noise,1,1833,5,cookie,0.5380000000000003,noise,0.54,guess,0,0.019999999999999907,cs,0.55
46,21,noise,0,1836,5,bottle,0.5380000000000003,noise,0.54,guess,0,0.019999999999999907,cs,0.55
