subid,tr.num,condition,dot,gender,age,notes,order,keep,reason_excluded,response,response_onset_type,rt,shift_type,shift_accuracy
10_20_02,4,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,0.2669999999999999,T_C,incorrect
10_20_02,4,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,noun,0.5430000000000001,T_D,incorrect
10_20_02,4,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,0.137,T_C,incorrect
10_20_02,5,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,0.833,D_C,incorrect
10_20_02,5,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,noun,0.2599999999999998,T_D,incorrect
10_20_02,5,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,sentence,0.5029999999999999,D_C,incorrect
10_20_02,6,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,0.4670000000000001,T_D,incorrect
10_20_02,6,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.5570000000000004,D_T,incorrect
10_20_02,6,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,sentence,0.9670000000000001,D_T,incorrect
10_20_02,7,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,center.fixation,1.533,C_T,correct
10_20_02,7,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.5869999999999997,D_T,incorrect
10_20_02,7,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,sentence,1.263,C_T,correct
10_20_02,8,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,0.30000000000000004,D_C,incorrect
10_20_02,8,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,noun,NA,no_shift,NA
10_20_02,8,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,sentence,0.47,C_T,correct
10_20_02,9,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,0.2330000000000001,T_C,incorrect
10_20_02,9,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,noun,0.41999999999999993,C_D,incorrect
10_20_02,9,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,0.4969999999999999,T_D,incorrect
10_20_02,10,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,0.30000000000000004,T_C,incorrect
10_20_02,10,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,noun,NA,no_shift,NA
10_20_02,10,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,sentence,1.0699999999999998,C_D,incorrect
10_20_02,11,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,0.7330000000000001,D_T,incorrect
10_20_02,11,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,noun,0.43000000000000016,C_D,incorrect
10_20_02,11,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,sentence,0.20300000000000007,D_T,incorrect
10_20_02,12,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,center.fixation,0.633,C_T,correct
10_20_02,12,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,noun,0.5430000000000001,T_C,incorrect
10_20_02,12,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,sentence,0.5030000000000001,C_T,correct
10_20_02,13,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,1.2000000000000002,T_D,incorrect
10_20_02,13,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,noun,0.3969999999999998,C_T,correct
10_20_02,13,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,0.6700000000000002,T_D,incorrect
10_20_02,14,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,center.fixation,2.833,C_T,correct
10_20_02,14,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,noun,0.653,C_T,correct
10_20_02,14,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,sentence,2.563,C_T,correct
10_20_02,15,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,0.19999999999999996,D_C,incorrect
10_20_02,15,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.1900000000000004,D_T,incorrect
10_20_02,15,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,sentence,1.767,C_D,incorrect
10_20_02,16,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,0.2669999999999999,D_C,incorrect
10_20_02,16,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.363,D_T,incorrect
10_20_02,16,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,sentence,1.437,C_D,incorrect
10_20_02,17,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,center.fixation,2.7,C_T,correct
10_20_02,17,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,noun,0.43000000000000016,C_T,correct
10_20_02,17,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,sentence,2.5300000000000002,C_T,correct
10_20_02,18,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,0.367,T_D,incorrect
10_20_02,18,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,noun,0.6430000000000002,C_D,incorrect
10_20_02,18,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,sentence,0.637,D_C,incorrect
10_20_02,19,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,center.fixation,0.30000000000000004,C_T,correct
10_20_02,19,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,noun,0.3230000000000004,C_T,correct
10_20_02,19,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,sentence,2.333,C_T,correct
10_20_02,20,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,center.fixation,2.633,C_T,correct
10_20_02,20,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,noun,0.363,C_T,correct
10_20_02,20,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,sentence,2.463,C_T,correct
10_20_02,21,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,0.8999999999999999,T_C,incorrect
10_20_02,21,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.09699999999999998,D_T,incorrect
10_20_02,21,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,0.73,T_C,incorrect
10_20_02,22,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,1.4,D_T,incorrect
10_20_02,22,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,noun,0.4570000000000003,C_T,correct
10_20_02,22,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,sentence,0.8999999999999999,D_T,incorrect
10_20_02,23,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,0.2330000000000001,T_C,incorrect
10_20_02,23,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.15300000000000002,D_T,incorrect
10_20_02,23,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,sentence,0.73,C_D,incorrect
10_20_02,24,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,0.8999999999999999,T_D,incorrect
10_20_02,24,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,noun,NA,no_shift,NA
10_20_02,24,face,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,0.73,T_D,incorrect
10_20_02,25,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,0.19999999999999996,D_T,incorrect
10_20_02,25,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.5630000000000002,D_T,incorrect
10_20_02,25,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,0.8030000000000002,T_C,incorrect
10_20_02,26,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,0.5,D_C,incorrect
10_20_02,26,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,noun,0.14300000000000024,C_D,incorrect
10_20_02,26,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,sentence,0.3700000000000001,D_C,incorrect
10_20_02,27,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,1.4329999999999998,T_D,incorrect
10_20_02,27,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.43000000000000016,D_C,incorrect
10_20_02,27,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,0.9029999999999998,T_D,incorrect
10_20_02,28,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,0.6000000000000001,D_C,incorrect
10_20_02,28,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,noun,0.3570000000000002,C_T,correct
10_20_02,28,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,sentence,0.10000000000000009,D_C,incorrect
10_20_02,29,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,0.833,D_C,incorrect
10_20_02,29,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,noun,0.15700000000000003,C_T,correct
10_20_02,29,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,sentence,0.33299999999999996,D_C,incorrect
10_20_02,30,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,0.8,T_D,incorrect
10_20_02,30,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.3900000000000001,D_T,incorrect
10_20_02,30,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,0.30000000000000004,T_D,incorrect
10_20_02,31,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,0.06699999999999995,D_C,incorrect
10_20_02,31,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,noun,NA,no_shift,NA
10_20_02,31,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,0.42999999999999994,T_D,incorrect
10_20_02,32,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,0.4670000000000001,D_C,incorrect
10_20_02,32,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,noun,0.7430000000000003,C_D,incorrect
10_20_02,32,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,sentence,0.3370000000000002,D_C,incorrect
10_20_02,33,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,0.8,T_C,incorrect
10_20_02,33,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,noun,0.3969999999999998,C_D,incorrect
10_20_02,33,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,0.27,T_C,incorrect
10_20_02,34,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,center.fixation,0.8999999999999999,C_D,incorrect
10_20_02,34,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,noun,0.5270000000000001,C_D,incorrect
10_20_02,34,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,sentence,0.5699999999999998,C_D,incorrect
10_20_02,35,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,0.567,T_C,incorrect
10_20_02,35,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.363,D_T,incorrect
10_20_02,35,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,0.397,T_C,incorrect
10_20_02,36,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,1.5,T_D,incorrect
10_20_02,36,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.363,D_T,incorrect
10_20_02,36,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,1.33,T_D,incorrect
10_20_02,37,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,1.133,T_C,incorrect
10_20_02,37,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,noun,0.42700000000000005,T_D,incorrect
10_20_02,37,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,0.8029999999999999,T_C,incorrect
10_20_02,38,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,0.933,D_C,incorrect
10_20_02,38,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,noun,0.35299999999999976,T_D,incorrect
10_20_02,38,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,sentence,0.663,D_C,incorrect
10_20_02,39,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,0.5,D_T,incorrect
10_20_02,39,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,noun,NA,no_shift,NA
10_20_02,39,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,0.5029999999999999,T_D,incorrect
10_20_02,40,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,center.fixation,0.5,C_D,incorrect
10_20_02,40,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,noun,0.24300000000000033,T_C,incorrect
10_20_02,40,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,sentence,0.3700000000000001,C_D,incorrect
10_20_02,41,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,0.43300000000000005,T_D,incorrect
10_20_02,41,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.2629999999999999,D_T,incorrect
10_20_02,41,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,0.2630000000000001,T_D,incorrect
10_20_02,42,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,1.3330000000000002,D_T,incorrect
10_20_02,42,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.41999999999999993,D_T,incorrect
10_20_02,42,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,sentence,1.0630000000000002,D_T,incorrect
10_20_02,43,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,0.367,T_D,incorrect
10_20_02,43,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.2869999999999999,D_T,incorrect
10_20_02,43,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,0.09699999999999998,T_D,incorrect
10_20_02,44,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,1.0670000000000002,T_D,incorrect
10_20_02,44,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,noun,0.2599999999999998,T_D,incorrect
10_20_02,44,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,0.7370000000000001,T_D,incorrect
10_20_02,45,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,0.2330000000000001,T_D,incorrect
10_20_02,45,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.3770000000000002,D_T,incorrect
10_20_02,45,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,0.1030000000000002,T_D,incorrect
10_20_02,46,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,0.633,T_D,incorrect
10_20_02,46,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.1900000000000004,D_T,incorrect
10_20_02,46,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,sentence,0.5670000000000002,D_T,incorrect
10_20_02,47,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,1.0,T_D,incorrect
10_20_02,47,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,noun,NA,no_shift,NA
10_20_02,47,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,0.8300000000000001,T_D,incorrect
10_20_02,48,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,0.9670000000000001,D_T,incorrect
10_20_02,48,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,noun,0.827,T_C,incorrect
10_20_02,48,text,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,sentence,0.637,D_T,incorrect
10_20_02,49,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,0.667,D_C,incorrect
10_20_02,49,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.3969999999999998,D_T,incorrect
10_20_02,49,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,sentence,0.137,D_C,incorrect
10_20_02,50,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,0.5329999999999999,D_C,incorrect
10_20_02,50,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.5270000000000001,D_T,incorrect
10_20_02,50,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,sentence,0.8029999999999999,C_D,incorrect
10_20_02,51,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,0.33299999999999996,T_C,incorrect
10_20_02,51,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,noun,0.5100000000000002,T_D,incorrect
10_20_02,51,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,0.20300000000000007,T_C,incorrect
10_20_02,52,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,0.9670000000000001,D_C,incorrect
10_20_02,52,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.42700000000000005,D_T,incorrect
10_20_02,52,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,sentence,0.637,D_C,incorrect
10_20_02,53,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,0.19999999999999996,D_C,incorrect
10_20_02,53,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,noun,NA,no_shift,NA
10_20_02,53,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,sentence,0.53,C_T,correct
10_20_02,54,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,0.3999999999999999,T_C,incorrect
10_20_02,54,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,noun,0.4770000000000003,T_D,incorrect
10_20_02,54,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,0.27,T_C,incorrect
10_20_02,55,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,0.7,D_C,incorrect
10_20_02,55,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.5230000000000006,D_T,incorrect
10_20_02,55,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,center,sentence,0.6669999999999998,C_D,incorrect
10_20_02,56,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,0.30000000000000004,T_C,incorrect
10_20_02,56,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,noun,0.2230000000000003,T_D,incorrect
10_20_02,56,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,sentence,0.2669999999999999,D_C,incorrect
10_20_02,57,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,center.fixation,1.367,T_D,incorrect
10_20_02,57,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,noun,0.27700000000000014,D_T,incorrect
10_20_02,57,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,sentence,1.237,T_D,incorrect
10_20_02,58,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,1.6669999999999998,D_T,incorrect
10_20_02,58,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,noun,NA,no_shift,NA
10_20_02,58,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,sentence,1.3969999999999998,D_T,incorrect
10_20_02,59,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,distracter,center.fixation,0.933,D_T,incorrect
10_20_02,59,bullseye,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,include,NA,target,noun,0.2629999999999999,T_D,incorrect
