<<<<<<< HEAD
<<<<<<< HEAD
subid,tr.num,shift_accuracy,rt,response_onset_type,condition,correct,RT,guess,guess_num,ucl_bound,ewma_param,param_value
10_20_04,71,correct,0.42,noun,bullseye,1.0,0.41999999999999993,guess,0.0,0.04999999999999993,cs,0.54
11_16_01,64,incorrect,0.42,noun,bullseye,0.0,0.41999999999999993,guess,0.0,0.05999999999999994,cs,0.53
11_16_03,61,correct,0.42,noun,bullseye,1.0,0.41999999999999993,guess,0.0,0.04999999999999993,cs,0.54
11_16_04,56,correct,0.42,noun,bullseye,1.0,0.41999999999999993,guess,0.0,0.04999999999999993,cs,0.54
10_20_04,72,correct,0.42,noun,bullseye,1.0,0.42300000000000004,guess,0.0,0.039999999999999925,cs,0.55
11_02_02,25,correct,0.42,noun,bullseye,1.0,0.42300000000000004,guess,0.0,0.039999999999999925,cs,0.55
11_02_08,28,correct,0.42,noun,bullseye,1.0,0.42300000000000004,guess,0.0,0.029999999999999916,cs,0.56
11_02_08,37,correct,0.42,noun,bullseye,1.0,0.42300000000000004,guess,0.0,0.029999999999999916,cs,0.56
11_16_04,52,incorrect,0.42,noun,bullseye,0.0,0.42300000000000004,guess,0.0,0.039999999999999925,cs,0.55
10_20_02,52,incorrect,0.43,noun,bullseye,0.0,0.42700000000000005,guess,0.0,0.039999999999999925,cs,0.55
10_20_04,59,incorrect,0.43,noun,bullseye,0.0,0.42700000000000005,guess,0.0,0.04999999999999993,cs,0.54
11_16_04,50,incorrect,0.43,noun,bullseye,0.0,0.42700000000000005,guess,0.0,0.04999999999999993,cs,0.54
10_20_04,62,correct,0.43,noun,bullseye,1.0,0.43000000000000016,guess,0.0,0.04999999999999993,cs,0.54
10_20_05,60,correct,0.43,noun,bullseye,1.0,0.43000000000000016,guess,0.0,0.039999999999999925,cs,0.55
11_02_02,40,incorrect,0.43,noun,bullseye,0.0,0.43000000000000016,guess,0.0,0.04999999999999993,cs,0.54
11_02_05,49,correct,0.43,noun,bullseye,1.0,0.43000000000000016,guess,0.0,0.039999999999999925,cs,0.55
11_02_07,34,incorrect,0.43,noun,bullseye,0.0,0.43000000000000016,guess,0.0,0.04999999999999993,cs,0.54
11_02_08,41,correct,0.43,noun,bullseye,1.0,0.43000000000000016,guess,0.0,0.039999999999999925,cs,0.55
11_10_05,27,incorrect,0.43,noun,bullseye,0.0,0.43000000000000016,guess,0.0,0.04999999999999993,cs,0.54
11_10_05,43,correct,0.43,noun,bullseye,1.0,0.43000000000000016,guess,0.0,0.04999999999999993,cs,0.54
11_16_01,61,correct,0.43,noun,bullseye,1.0,0.43000000000000016,guess,0.0,0.039999999999999925,cs,0.55
11_16_05,36,correct,0.43,noun,bullseye,1.0,0.43000000000000016,guess,0.0,0.039999999999999925,cs,0.55
10_20_06,66,correct,0.44,noun,bullseye,1.0,0.44300000000000006,guess,0.0,0.029999999999999916,cs,0.56
10_20_06,72,correct,0.44,noun,bullseye,1.0,0.44300000000000006,guess,0.0,0.029999999999999916,cs,0.56
10_20_04,65,correct,0.45,noun,bullseye,1.0,0.45299999999999985,guess,0.0,0.020000000000000018,cs,0.57
11_02_02,43,correct,0.45,noun,bullseye,1.0,0.45299999999999985,guess,0.0,0.020000000000000018,cs,0.57
11_02_05,56,correct,0.45,noun,bullseye,1.0,0.45299999999999985,guess,0.0,0.010000000000000009,cs,0.58
11_02_08,48,correct,0.45,noun,bullseye,1.0,0.45299999999999985,guess,0.0,0.010000000000000009,cs,0.58
11_16_03,59,correct,0.45,noun,bullseye,1.0,0.45299999999999985,guess,0.0,0.010000000000000009,cs,0.58
11_16_03,71,correct,0.45,noun,bullseye,1.0,0.45299999999999985,response,1.0,0.0,cs,0.59
10_20_05,49,incorrect,0.46,noun,bullseye,0.0,0.4570000000000003,guess,0.0,0.010000000000000009,cs,0.58
11_02_02,35,correct,0.46,noun,bullseye,1.0,0.4570000000000003,response,1.0,0.0,cs,0.59
11_10_05,42,correct,0.46,noun,bullseye,1.0,0.4570000000000003,response,1.0,0.0,cs,0.59
11_10_04,44,incorrect,0.46,noun,bullseye,0.0,0.45999999999999996,guess,0.0,0.010000000000000009,cs,0.58
11_16_05,42,correct,0.46,noun,bullseye,1.0,0.45999999999999996,response,1.0,0.0,cs,0.59
11_02_01,25,incorrect,0.46,noun,bullseye,0.0,0.4630000000000001,guess,0.0,0.010000000000000009,cs,0.58
11_02_01,45,correct,0.46,noun,bullseye,1.0,0.4630000000000001,response,1.0,0.0,cs,0.59
11_02_02,34,incorrect,0.46,noun,bullseye,0.0,0.4630000000000001,guess,0.0,0.010000000000000009,cs,0.58
11_02_02,38,incorrect,0.46,noun,bullseye,0.0,0.4630000000000001,guess,0.0,0.010000000000000009,cs,0.58
11_02_07,45,correct,0.46,noun,bullseye,1.0,0.4630000000000001,guess,0.0,0.010000000000000009,cs,0.58
11_16_03,63,correct,0.46,noun,bullseye,1.0,0.4630000000000001,guess,0.0,0.010000000000000009,cs,0.58
11_16_03,65,correct,0.46,noun,bullseye,1.0,0.4630000000000001,response,1.0,0.0,cs,0.59
11_16_03,67,correct,0.46,noun,bullseye,1.0,0.4630000000000001,response,1.0,0.0,cs,0.59
11_16_04,64,correct,0.46,noun,bullseye,1.0,0.4630000000000001,response,1.0,0.010000000000000009,cs,0.6
11_16_04,71,correct,0.46,noun,bullseye,1.0,0.4630000000000001,response,1.0,0.010000000000000009,cs,0.6
11_16_04,72,correct,0.46,noun,bullseye,1.0,0.4630000000000001,response,1.0,0.010000000000000009,cs,0.6
10_20_02,54,incorrect,0.48,noun,bullseye,0.0,0.4770000000000003,response,1.0,0.010000000000000009,cs,0.6
10_20_02,63,incorrect,0.48,noun,bullseye,0.0,0.4770000000000003,response,1.0,0.0,cs,0.59
10_20_04,57,incorrect,0.48,noun,bullseye,0.0,0.4770000000000003,response,1.0,0.0,cs,0.59
10_20_01,68,incorrect,0.49,noun,bullseye,0.0,0.48699999999999966,guess,0.0,0.010000000000000009,cs,0.58
10_20_04,68,incorrect,0.49,noun,bullseye,0.0,0.48699999999999966,guess,0.0,0.020000000000000018,cs,0.57
10_20_05,72,correct,0.49,noun,bullseye,1.0,0.48699999999999966,guess,0.0,0.010000000000000009,cs,0.58
11_02_03,32,correct,0.49,noun,bullseye,1.0,0.48699999999999966,guess,0.0,0.010000000000000009,cs,0.58
11_02_04,70,incorrect,0.49,noun,bullseye,0.0,0.48699999999999966,guess,0.0,0.010000000000000009,cs,0.58
11_10_03,34,correct,0.49,noun,bullseye,1.0,0.48699999999999966,guess,0.0,0.010000000000000009,cs,0.58
11_10_05,37,correct,0.49,noun,bullseye,1.0,0.48699999999999966,response,1.0,0.0,cs,0.59
11_10_05,45,correct,0.49,noun,bullseye,1.0,0.48699999999999966,response,1.0,0.0,cs,0.59
10_20_06,60,correct,0.49,noun,bullseye,1.0,0.4900000000000002,response,1.0,0.0,cs,0.59
11_10_01,29,correct,0.49,noun,bullseye,1.0,0.4900000000000002,response,1.0,0.010000000000000009,cs,0.6
11_16_05,39,correct,0.49,noun,bullseye,1.0,0.4900000000000002,response,1.0,0.010000000000000009,cs,0.6
10_20_05,53,correct,0.49,noun,bullseye,1.0,0.4930000000000003,response,1.0,0.020000000000000018,cs,0.61
11_10_01,38,correct,0.49,noun,bullseye,1.0,0.4930000000000003,response,1.0,0.020000000000000018,cs,0.61
11_16_01,47,incorrect,0.49,noun,bullseye,0.0,0.4930000000000003,response,1.0,0.010000000000000009,cs,0.6
11_16_05,43,correct,0.49,noun,bullseye,1.0,0.4930000000000003,response,1.0,0.020000000000000018,cs,0.61
10_20_06,70,correct,0.5,noun,bullseye,1.0,0.4969999999999999,response,1.0,0.020000000000000018,cs,0.61
11_02_05,52,correct,0.5,noun,bullseye,1.0,0.4969999999999999,response,1.0,0.030000000000000027,cs,0.62
11_02_07,44,correct,0.5,noun,bullseye,1.0,0.4969999999999999,response,1.0,0.030000000000000027,cs,0.62
11_02_08,27,correct,0.5,noun,bullseye,1.0,0.4969999999999999,response,1.0,0.030000000000000027,cs,0.62
11_02_08,30,correct,0.5,noun,bullseye,1.0,0.4969999999999999,response,1.0,0.040000000000000036,cs,0.63
11_02_08,36,correct,0.5,noun,bullseye,1.0,0.4969999999999999,response,1.0,0.040000000000000036,cs,0.63
11_10_04,26,incorrect,0.5,noun,bullseye,0.0,0.4969999999999999,response,1.0,0.030000000000000027,cs,0.62
11_10_05,46,correct,0.5,noun,bullseye,1.0,0.4969999999999999,response,1.0,0.040000000000000036,cs,0.63
11_16_03,53,correct,0.5,noun,bullseye,1.0,0.4969999999999999,response,1.0,0.040000000000000036,cs,0.63
11_16_04,58,incorrect,0.5,noun,bullseye,0.0,0.4969999999999999,response,1.0,0.040000000000000036,cs,0.63
11_16_05,30,correct,0.5,noun,bullseye,1.0,0.4969999999999999,response,1.0,0.040000000000000036,cs,0.63
11_16_05,38,correct,0.5,noun,bullseye,1.0,0.4969999999999999,response,1.0,0.040000000000000036,cs,0.63
10_20_02,51,incorrect,0.51,noun,bullseye,0.0,0.5100000000000002,response,1.0,0.040000000000000036,cs,0.63
11_02_07,48,correct,0.51,noun,bullseye,1.0,0.5100000000000002,response,1.0,0.040000000000000036,cs,0.63
11_16_03,69,incorrect,0.51,noun,bullseye,0.0,0.5100000000000002,response,1.0,0.030000000000000027,cs,0.62
11_02_05,69,correct,0.52,noun,bullseye,1.0,0.52,response,1.0,0.040000000000000036,cs,0.63
11_02_08,29,correct,0.52,noun,bullseye,1.0,0.52,response,1.0,0.040000000000000036,cs,0.63
11_10_05,28,correct,0.52,noun,bullseye,1.0,0.52,response,1.0,0.050000000000000044,cs,0.64
11_10_05,35,correct,0.52,noun,bullseye,1.0,0.52,response,1.0,0.050000000000000044,cs,0.64
10_20_02,55,incorrect,0.52,noun,bullseye,0.0,0.5230000000000006,response,1.0,0.040000000000000036,cs,0.63
11_02_07,42,correct,0.52,noun,bullseye,1.0,0.5230000000000006,response,1.0,0.050000000000000044,cs,0.64
11_10_01,43,correct,0.52,noun,bullseye,1.0,0.5230000000000006,response,1.0,0.050000000000000044,cs,0.64
11_10_03,32,correct,0.52,noun,bullseye,1.0,0.5230000000000006,response,1.0,0.050000000000000044,cs,0.64
11_10_04,46,incorrect,0.52,noun,bullseye,0.0,0.5230000000000006,response,1.0,0.050000000000000044,cs,0.64
11_10_05,31,correct,0.52,noun,bullseye,1.0,0.5230000000000006,response,1.0,0.050000000000000044,cs,0.64
11_10_05,36,correct,0.52,noun,bullseye,1.0,0.5230000000000006,response,1.0,0.050000000000000044,cs,0.64
10_20_02,50,incorrect,0.53,noun,bullseye,0.0,0.5270000000000001,response,1.0,0.050000000000000044,cs,0.64
10_20_06,53,correct,0.53,noun,bullseye,1.0,0.5270000000000001,response,1.0,0.050000000000000044,cs,0.64
11_02_07,25,correct,0.53,noun,bullseye,1.0,0.5270000000000001,response,1.0,0.06000000000000005,cs,0.65
11_02_07,33,correct,0.53,noun,bullseye,1.0,0.5270000000000001,response,1.0,0.06000000000000005,cs,0.65
11_02_08,39,correct,0.53,noun,bullseye,1.0,0.5270000000000001,response,1.0,0.06000000000000005,cs,0.65
11_02_08,43,correct,0.53,noun,bullseye,1.0,0.5270000000000001,response,1.0,0.07000000000000006,cs,0.66
11_10_03,26,correct,0.53,noun,bullseye,1.0,0.5270000000000001,response,1.0,0.07000000000000006,cs,0.66
11_10_05,48,correct,0.53,noun,bullseye,1.0,0.5270000000000001,response,1.0,0.07000000000000006,cs,0.66
10_20_02,65,incorrect,0.53,noun,bullseye,0.0,0.5299999999999998,response,1.0,0.07000000000000006,cs,0.66
10_20_05,70,correct,0.53,noun,bullseye,1.0,0.5299999999999998,response,1.0,0.07000000000000006,cs,0.66
11_02_04,60,incorrect,0.53,noun,bullseye,0.0,0.5299999999999998,response,1.0,0.06000000000000005,cs,0.65
11_02_05,60,correct,0.53,noun,bullseye,1.0,0.5299999999999998,response,1.0,0.07000000000000006,cs,0.66
11_10_01,39,correct,0.53,noun,bullseye,1.0,0.5299999999999998,response,1.0,0.07000000000000006,cs,0.66
11_10_01,46,correct,0.53,noun,bullseye,1.0,0.5299999999999998,response,1.0,0.07000000000000006,cs,0.66
